TOKEN_ID,TOKEN_NAME,Background,Skin,Skin Pattern,Tail Spikes,Bling Level,Eyewear,Face,Clothing,Headwear,Face Detail,Vest,Special
1255,Tezzardz #1255,Peach,Red,Heavy,,,Cool Shades,Split Tongue Pink Feisty,Pink Biker,Hunting Hat,,,
1256,Tezzardz #1256,Yellow,Orange,Heavy Freckles,Rainbow,$,Hearts Shades,Bent Tongue Feisty,Pool Shirt,Fancy Hat,,Green,
1257,Tezzardz #1257,Green,Red,Freckles,Bone,$$$$,Plain Specs,Split Tongue Pink Feisty,Space Onesie,Plain Black Spikes,,,
1258,Tezzardz #1258,Green,Red,Freckles,,$$$,Cool Shades,Green Tongue Feisty,Fk Yeh Sweater,,,,
1259,Tezzardz #1259,Peach,Purple,Heavy,Rainbow,$,Flame Shades,Split Tongue Feisty,Tassle Jacket,Purple Spikes,,,
1260,Tezzardz #1260,Blue,Red,Freckles,Rainbow,$$$,,Tiny Face,Tassle Jacket,Plain Black Spikes,,Green,
1261,Tezzardz #1261,Peach,Purple,Bolt,Bone,$,Tech Scope,Blue Tongue Wavy Not Amused,Tassle Jacket,Yellow Spikes,,Pink,
1262,Tezzardz #1262,Yellow,Purple,Heavy Bolt,,$$,Gold Leaf Eye Patch,Split Tongue Pink Feisty,Silk Shirt Dark,Limited Spikes,,Pink,
1263,Tezzardz #1263,Green,Green,Heavy Bolt,,$$,Dopey Swimming Goggles,Straight Tongue Feisty,Rainbow Onesie,Backwards Cap,,,
1264,Tezzardz #1264,Blue,Purple,Freckles,,$,Hearts Shades,Straight Tongue Feisty,Patterned Sweater,Jester Crown,,Green,
1265,Tezzardz #1265,Green,Orange,Heavy Freckles,,$,Hearts Shades,Straight Tongue Feisty,Space Onesie,Yellow Spikes,,,
1266,Tezzardz #1266,Purple,Green,Heavy Bolt,Rainbow,$$$,Plain Specs,Straight Tongue Sad,Patterned Sweater,Plain Black Spikes,,,
1267,Tezzardz #1267,Blue,Orange,Bolt,Rainbow,$$$,,Split Tongue Angry,Patterned Sweater,Rainbow Spikes,,,
1268,Tezzardz #1268,Purple,Orange,Heavy,,$$$,,Straight Tongue Sad,Patterned Tee,Party Pal Hat,Scar,,
1269,Tezzardz #1269,Purple,White,Freckles,,$$$$,Hearts Shades,Bent Tongue Feisty,Silk Shirt Dark,Jester Crown,,,
1270,Tezzardz #1270,Blue,Yellow,Heavy Bolt,Bone,$,,Straight Tongue Feisty,Tech Armour,Sad Boi Cap,,,
1271,Tezzardz #1271,Pink,Green,Heavy Bolt,,,Plain Specs,Split Tongue Angry,Silk Shirt Dark,Rainbow Spikes,,Red,
1272,Tezzardz #1272,Peach,Orange,Heavy Bolt,,$$$,Flame Shades,Straight Tongue Feisty,,,,,
1273,Tezzardz #1273,Pink,Yellow,Heavy Bolt,,$,Cool Shades,Split Tongue Feisty,Pink Biker,Red Spikes,,,
1274,Tezzardz #1274,Green,Red,Freckles,Bone,,Flame Shades,Green Tongue Wavy Sassy,Silk Shirt Dark,Party Pal Hat,,Red,
1275,Tezzardz #1275,Blue,Orange,Freckles,Rainbow,$$$,,Dumb Tongue,Fk Yeh Sweater,Plain Black Spikes,,,
1276,Tezzardz #1276,Pink,Red,Heavy Bolt,Bone,,,Straight Tongue Sad,Ghost Tee,Plain Black Spikes,,,
1277,Tezzardz #1277,Peach,Orange,Freckles,Bone,$$,,Split Tongue Feisty,Fk Yeh Sweater,Red Spikes,,,
1278,Tezzardz #1278,Blue,Green,Bolt,,,Cool Shades,Split Tongue Angry,Patterned Sweater,Red Spikes,,,
1279,Tezzardz #1279,Blue,Red,Bolt,Bone,$$,Plain Specs,Split Tongue Angry,Patterned Sweater,Backwards Cap,,Red,
1280,Tezzardz #1280,Green,Red,Heavy,Rainbow,$,Plain Specs,Straight Tongue Sad,Fk Yeh Sweater,Green Spikes,,,
1281,Tezzardz #1281,Pink,Red,Freckles,Bone,$,Gold Leaf Eye Patch,Straight Tongue Feisty,Space Onesie,Fancy Hat,,,
1282,Tezzardz #1282,Peach,Orange,Heavy Bolt,Gold,$$,Dopey Swimming Goggles,Green Tongue Wavy Sassy,Fk Yeh Sweater,Backwards Cap,,,
1283,Tezzardz #1283,Yellow,Green,Bolt,Bone,$,Plain Specs,Straight Tongue Feisty,Ghost Tee,Purple Spikes,,,
1284,Tezzardz #1284,Purple,Red,Bolt,Bone,$$,,Straight Tongue Feisty,Space Onesie,Green Spikes,,,
1285,Tezzardz #1285,Pink,White,Bolt,,$$,Disguise Glasses,Straight Tongue Feisty,Fk Yeh Sweater,Yellow Spikes,,,
1286,Tezzardz #1286,Peach,Yellow,Bolt,,,,Straight Tongue Sad,Patterned Sweater,Plain Black Spikes,,,
1287,Tezzardz #1287,Pink,White,Heavy Freckles,,$,Hearts Shades,Straight Tongue Sad,Gardening Utility Belt,Red Spikes,,,
1288,Tezzardz #1288,Purple,Yellow,Heavy,,$$,Dopey Swimming Goggles,Green Tongue Feisty,Space Onesie,,,,
1289,Tezzardz #1289,Green,Green,Bolt,,$$$$,,Green Tongue Feisty,Silk Shirt Blue,Plain Black Spikes,,,
1290,Tezzardz #1290,Green,Yellow,Heavy Freckles,,,,Green Tongue Feisty,Ghost Tee,,,,
1291,Tezzardz #1291,Pink,Red,Heavy Freckles,Gold,$$,,Straight Tongue Feisty,Patterned Tee,Purple Spikes,Scar,,
1292,Tezzardz #1292,Blue,Purple,Bolt,,$,,Split Tongue Angry,Video Games Tee,Backwards Cap Flames,,,
1293,Tezzardz #1293,Green,Green,Heavy,Rainbow,$$,Cool Shades,Straight Tongue Sad,Patterned Tee,Sad Boi Cap,,,
1294,Tezzardz #1294,Green,Yellow,Freckles,,$$$$,,Split Tongue Angry,Fk Yeh Sweater,Fancy Hat,,,
1295,Tezzardz #1295,Yellow,Purple,Heavy,Bone,$,Plain Specs,Straight Tongue Feisty,Silk Shirt Dark,Backwards Cap,,,
1296,Tezzardz #1296,Pink,Green,Heavy,,$$,Bad Eyesight Reybannes,Green Tongue Feisty,Space Onesie,Plain Black Spikes,,,
1297,Tezzardz #1297,Peach,Orange,Freckles,Rainbow,$$$,Hearts Shades,Straight Tongue Sad,Fkyencci Shirt,Backwards Cap,Scar,,
1298,Tezzardz #1298,Purple,Purple,Heavy Freckles,,$,Monocle,Split Tongue Angry,,Red Spikes,,,
1299,Tezzardz #1299,Pink,Red,Heavy Bolt,,$,Gold Leaf Eye Patch,Green Tongue Feisty,Rainbow Onesie,Backwards Cap Flames,,,
1300,Tezzardz #1300,Pink,Yellow,Heavy,Bone,$$,,Green Tongue Feisty,Silk Shirt Dark,Plain Black Spikes,,,
1301,Tezzardz #1301,Blue,Green,Bolt,Bone,,Disguise Glasses,Straight Tongue Feisty,Ghost Tee,Red Spikes,,,
1302,Tezzardz #1302,Green,Green,Heavy Freckles,Gold,$,Plain Specs,Split Tongue Feisty,Video Games Tee,Hunting Hat,,,
1303,Tezzardz #1303,Green,Yellow,Heavy Freckles,,$,Flame Shades,Green Tongue Wavy Sassy,Patterned Sweater,Green Spikes,,Red,
1304,Tezzardz #1304,Pink,Orange,Bolt,,$,Bad Eyesight Reybannes,Green Tongue Wavy Sassy,Rainbow Onesie,Red Spikes,,,
1305,Tezzardz #1305,Purple,Purple,Freckles,Rainbow,,Cool Shades,Dumb Tongue,Tassle Jacket,Backwards Cap Jungle,,,
1306,Tezzardz #1306,Blue,Purple,Orange,Gold,$$,Monocle,Straight Tongue Feisty,Patterned Sweater,Hunting Hat,,,
1307,Tezzardz #1307,Pink,Red,Freckles,Rainbow,$$$$$,Plain Specs,Straight Tongue Sad,Space Onesie,Red Spikes,,,
1308,Tezzardz #1308,Green,Purple,Freckles,,$,Flame Shades,Bent Tongue Feisty,Space Onesie,Party Pal Hat,,,
1309,Tezzardz #1309,Yellow,Orange,Heavy,,$,Cool Shades,Bent Tongue Feisty,Skulls Shell Suit,Backwards Cap,,,
1310,Tezzardz #1310,Blue,Red,Heavy,Bone,$,,Straight Tongue Sad,Patterned Tee,Green Spikes,,,
1311,Tezzardz #1311,Peach,Yellow,Heavy,Bone,$$,Cool Shades,Dumb Tongue,Tassle Jacket,,,,
1312,Tezzardz #1312,Yellow,Orange,Green,Bone,$$$$,Cool Shades,Straight Tongue Feisty,Silk Shirt Blue,Yellow Spikes,,Red,
1313,Tezzardz #1313,Peach,Orange,Heavy Bolt,Rainbow,,,Bent Tongue Feisty,Fk Yeh Sweater,Red Spikes,,,
1314,Tezzardz #1314,Purple,Orange,Heavy Freckles,Bone,,Cool Shades,Blue Tongue Wavy Not Amused,Silk Shirt Dark,Limited Spikes,,,
1315,Tezzardz #1315,Yellow,Purple,Heavy Bolt,Gold,$$$,,Green Tongue Feisty,Silk Shirt Blue,Green Spikes,,Green,
1316,Tezzardz #1316,Pink,Orange,Bolt,Bone,$,Cool Shades,Blue Tongue Wavy Not Amused,Video Games Tee,Backwards Cap Flames,,,
1317,Tezzardz #1317,Peach,Purple,Freckles,Rainbow,$$,Flame Shades,Straight Tongue Feisty,Silk Shirt Dark,Plain Black Spikes,,,
1318,Tezzardz #1318,Purple,Green,Heavy Bolt,Rainbow,$,Hearts Shades,Straight Tongue Feisty,Pink Biker,Plain Black Spikes,,,
1319,Tezzardz #1319,Peach,Yellow,Heavy,,,Plain Specs,Green Tongue Wavy Sassy,Silk Shirt Blue,Yellow Spikes,,,
1320,Tezzardz #1320,Blue,Orange,Heavy Bolt,,$$,Cool Shades,Split Tongue Angry,Ghost Tee,Red Spikes,,,
1321,Tezzardz #1321,Purple,Purple,Orange,Bone,$$,Dopey Swimming Goggles,Split Tongue Angry,Permanent Vacation Tee,Green Spikes,,,
1322,Tezzardz #1322,Peach,Green,Heavy Bolt,,$$,Disguise Glasses,Blue Tongue Wavy Not Amused,Ghost Tee,Limited Spikes,,,
1323,Tezzardz #1323,Blue,Orange,Freckles,,$$$,Flame Shades,Blue Tongue Wavy Not Amused,Rainbow Onesie,Purple Spikes,,,
1324,Tezzardz #1324,Green,Red,Heavy,Bone,$,Flame Shades,Green Tongue Wavy Sassy,Fk Yeh Sweater,Hunting Hat,,,
1325,Tezzardz #1325,Pink,Red,Heavy Freckles,,$,Gold Leaf Eye Patch,Straight Tongue Feisty,Ghost Tee,Green Spikes,,,
1326,Tezzardz #1326,Peach,Purple,Bolt,,$,,Straight Tongue Sad,Space Onesie,Purple Spikes,,,
1327,Tezzardz #1327,Blue,Red,Freckles,,$,Hearts Shades,Straight Tongue Sad,Space Onesie,Backwards Cap,,,
1328,Tezzardz #1328,Purple,Yellow,Bolt,Rainbow,,Dopey Swimming Goggles,Split Tongue Angry,Space Onesie,Rare Frog Hat,,,
1329,Tezzardz #1329,Blue,Yellow,Heavy Bolt,,$$,Flame Shades,Green Tongue Feisty,Patterned Sweater,Purple Spikes,,Red,
1330,Tezzardz #1330,Pink,Yellow,Heavy,Gold,$$,,Straight Tongue Sad,Pool Shirt,Party Pal Hat,,,
1331,Tezzardz #1331,Peach,Yellow,Heavy Freckles,,,Plain Specs,Straight Tongue Feisty,Silk Shirt Dark,Backwards Cap,,,
1332,Tezzardz #1332,Peach,White,Orange,Bone,$$$,Cool Shades,Straight Tongue Feisty,Fk Yeh Sweater,Purple Spikes,Scar,,
1333,Tezzardz #1333,Purple,Purple,Heavy,,$$$,Hearts Shades,Straight Tongue Sad,Rainbow Onesie,Backwards Cap Jungle,,,
1334,Tezzardz #1334,Purple,Red,Bolt,,$$$,Gold Leaf Eye Patch,Bent Tongue Feisty,Ghost Tee,Sad Boi Cap,,,
1335,Tezzardz #1335,Blue,Orange,Heavy Freckles,Bone,$,,Straight Tongue Feisty,Ghost Tee,Jester Crown,,,
1336,Tezzardz #1336,Peach,White,Heavy Freckles,Rainbow,,,Straight Tongue Sad,Skulls Shell Suit,Yellow Spikes,,,
1337,Tezzardz #1337,Pink,Orange,Heavy Freckles,Bone,$$,Plain Specs,Blue Tongue Wavy Not Amused,Pink Biker,,,,
1338,Tezzardz #1338,Blue,Red,Heavy Bolt,Bone,$$$,Cool Shades,Split Tongue Feisty,Patterned Sweater,Limited Spikes,,,
1339,Tezzardz #1339,Peach,Green,Heavy Freckles,Bone,$$$,Plain Specs,Split Tongue Angry,Silk Shirt Blue,Hunting Hat,,,
1340,Tezzardz #1340,Purple,Green,Heavy Freckles,,$$$,Monocle,Blue Tongue Wavy Not Amused,Space Onesie,Limited Spikes,,,
1341,Tezzardz #1341,Yellow,Yellow,Bolt,Gold,$$,,Split Tongue Angry,Patterned Sweater,Plain Black Spikes,,,
1342,Tezzardz #1342,Peach,Red,Heavy Freckles,,,,Green Tongue Feisty,Fk Yeh Sweater,Hunting Hat,Scar,,
1343,Tezzardz #1343,Pink,White,Heavy,,$$,Plain Specs,Straight Tongue Sad,Ghost Tee,Green Spikes,,,
1344,Tezzardz #1344,Purple,Red,Freckles,Bone,$,,Split Tongue Feisty,Fk Yeh Sweater,Plain Black Spikes,,,
1345,Tezzardz #1345,Purple,Yellow,Freckles,,$$$,,Split Tongue Angry,Fk Yeh Sweater,Red Spikes,,,
1346,Tezzardz #1346,Pink,Red,Heavy,,$,Hearts Shades,Straight Tongue Sad,Silk Shirt Dark,Purple Spikes,,,
1347,Tezzardz #1347,Purple,Yellow,Heavy Freckles,,$$$,,Straight Tongue Sad,Space Onesie,,,,
1348,Tezzardz #1348,Purple,Purple,Bolt,Gold,$$,Plain Specs,Split Tongue Pink Feisty,Silk Shirt Blue,Fancy Hat,,,
1349,Tezzardz #1349,Blue,White,Red,,,Gold Leaf Eye Patch,Blue Tongue Wavy Not Amused,Skulls Shell Suit,Plain Black Spikes,,,
1350,Tezzardz #1350,Pink,Orange,Bolt,Bone,$$,Joke Eyes Glasses,Split Tongue Pink Feisty,Meditation Tee,Party Pal Hat,,,
1351,Tezzardz #1351,Peach,Yellow,Heavy Freckles,Gold,$,Cool Shades,Green Tongue Wavy Sassy,Meditation Tee,Backwards Cap Jungle,,,
1352,Tezzardz #1352,Yellow,Orange,Heavy,Bone,$$$,Gold Leaf Eye Patch,Straight Tongue Feisty,Patterned Sweater,Yellow Spikes,,,
1353,Tezzardz #1353,Green,Green,Bolt,,$$$$$,,Green Tongue Wavy Sassy,Rainbow Onesie,Purple Spikes,,,
1354,Tezzardz #1354,Blue,Purple,Heavy Freckles,Bone,$,Flame Shades,Split Tongue Feisty,Skulls Shell Suit,Party Pal Hat,Scar,,
1355,Tezzardz #1355,Blue,Green,Freckles,,$$,Flame Shades,Bent Tongue Feisty,Fk Yeh Sweater,Red Spikes,Scar,,
1356,Tezzardz #1356,Purple,Green,Heavy Bolt,Bone,$$,Cool Shades,Straight Tongue Sad,Pool Shirt,Limited Spikes,,,
1357,Tezzardz #1357,Yellow,Purple,Red,,$$,,Tiny Face,Patterned Sweater,Plain Black Spikes,,,
1358,Tezzardz #1358,Purple,Green,Freckles,,$,Disguise Glasses,Straight Tongue Sad,Tassle Jacket,Fancy Hat,,,
1359,Tezzardz #1359,Purple,Orange,Freckles,Bone,,Hearts Shades,Split Tongue Feisty,Tassle Jacket,Backwards Cap Flames,,,
1360,Tezzardz #1360,Purple,Purple,Heavy Freckles,Bone,$,Flame Shades,Straight Tongue Feisty,Pool Shirt,Backwards Cap Jungle,Scar,,
1361,Tezzardz #1361,Yellow,Green,Heavy Bolt,,$$,,Split Tongue Angry,Patterned Sweater,Fancy Hat,,Pink,
1362,Tezzardz #1362,Peach,Orange,Heavy Bolt,Rainbow,$$,Disguise Glasses,Green Tongue Feisty,Video Games Tee,Limited Spikes,,,
1363,Tezzardz #1363,Green,Yellow,Heavy Freckles,Bone,$$$,Gold Leaf Eye Patch,Straight Tongue Feisty,Video Games Tee,Rainbow Spikes,,,
1364,Tezzardz #1364,Peach,Yellow,Freckles,,$$,Dopey Swimming Goggles,Split Tongue Feisty,Tassle Jacket,,,,
1365,Tezzardz #1365,Purple,Yellow,Bolt,,$,Cool Shades,Dumb Tongue,Silk Shirt Dark,Hunting Hat,,,
1366,Tezzardz #1366,Blue,Yellow,Bolt,,$,,Bent Tongue Feisty,Fk Yeh Sweater,Party Pal Hat,,,
1367,Tezzardz #1367,Yellow,Yellow,Freckles,,$$$,Plain Specs,Straight Tongue Sad,Tassle Jacket,,,Red,
1368,Tezzardz #1368,Purple,White,Heavy Freckles,,,,Split Tongue Angry,Ghost Tee,Green Spikes,,,
1369,Tezzardz #1369,Purple,Purple,Bolt,Gold,$,Hearts Shades,Green Tongue Wavy Sassy,Pool Shirt,Party Pal Hat,,,
1370,Tezzardz #1370,Purple,Purple,Heavy,Rainbow,$$,Plain Specs,Straight Tongue Feisty,Video Games Tee,Purple Spikes,,,
1371,Tezzardz #1371,Blue,Red,Heavy,Bone,,Plain Specs,Split Tongue Feisty,Fkyencci Shirt,Hunting Hat,,Green,
1372,Tezzardz #1372,Yellow,Red,Heavy,,,Cool Shades,Bent Tongue Feisty,Silk Shirt Dark,,,Pink,
1373,Tezzardz #1373,Peach,Green,Heavy,,$,Flame Shades,Straight Tongue Sad,Ghost Tee,Red Spikes,,,
1374,Tezzardz #1374,Green,Yellow,Heavy Freckles,Gold,,,Green Tongue Feisty,Ghost Tee,Backwards Cap,,,
1375,Tezzardz #1375,Blue,Green,Bolt,,$$$$$,Plain Specs,Dumb Tongue,Ghost Tee,Yellow Spikes,,,
1376,Tezzardz #1376,Peach,Purple,Bolt,,$$$,Disguise Glasses,Bent Tongue Feisty,Rainbow Onesie,,Scar,,
1377,Tezzardz #1377,Purple,Orange,Bolt,,$$$$,,Dumb Tongue,Tassle Jacket,Rainbow Spikes,,,
1378,Tezzardz #1378,Yellow,Orange,Heavy,,,,Straight Tongue Feisty,,Limited Spikes,,,
1379,Tezzardz #1379,Yellow,Orange,Heavy Freckles,Rainbow,$,Cool Shades,Split Tongue Angry,Video Games Tee,Limited Spikes,,,
1380,Tezzardz #1380,Yellow,Yellow,Freckles,Gold,$,Gold Leaf Eye Patch,Green Tongue Feisty,Rainbow Onesie,Backwards Cap Jungle,,,
1381,Tezzardz #1381,Pink,Green,Heavy Bolt,Rainbow,,Bad Eyesight Reybannes,Green Tongue Wavy Sassy,Patterned Sweater,Red Spikes,,,
1382,Tezzardz #1382,Blue,Orange,Freckles,Bone,$$$$$,Hearts Shades,Split Tongue Angry,Silk Shirt Dark,Yellow Spikes,,,
1383,Tezzardz #1383,Peach,Green,Freckles,Bone,$,Plain Specs,Straight Tongue Feisty,Tassle Jacket,Plain Black Spikes,,,
1384,Tezzardz #1384,Purple,Orange,Heavy,,,Plain Specs,Straight Tongue Feisty,Ghost Tee,,,,
1385,Tezzardz #1385,Pink,Red,Heavy Freckles,,,Flame Shades,Straight Tongue Sad,Ghost Tee,Yellow Spikes,,,
1386,Tezzardz #1386,Pink,Yellow,Freckles,Gold,$$$$,Plain Specs,Split Tongue Feisty,Space Onesie,Purple Spikes,,,
1387,Tezzardz #1387,Yellow,Yellow,Heavy Freckles,,$$$,Flame Shades,Straight Tongue Feisty,Rainbow Onesie,Yellow Spikes,,,
1388,Tezzardz #1388,Peach,Purple,Heavy,,,Hearts Shades,Straight Tongue Feisty,Tassle Jacket,Plain Black Spikes,,,
1389,Tezzardz #1389,Green,Red,Heavy Bolt,Bone,$$,Gold Leaf Eye Patch,Split Tongue Angry,Patterned Sweater,Purple Spikes,,,
1390,Tezzardz #1390,Purple,Orange,Bolt,Gold,$,Monocle,Green Tongue Wavy Sassy,Space Onesie,Limited Spikes,,,
1391,Tezzardz #1391,Peach,Orange,Heavy,,$$$,Dopey Swimming Goggles,Straight Tongue Sad,Permanent Vacation Tee,Rainbow Spikes,,,
1392,Tezzardz #1392,Green,Yellow,Heavy,Gold,$$,Cool Shades,Split Tongue Angry,Silk Shirt Blue,Hunting Hat,,,
1393,Tezzardz #1393,Green,Red,Bolt,Bone,$$,Flame Shades,Straight Tongue Feisty,Gardening Utility Belt,Limited Spikes,,,
1394,Tezzardz #1394,Green,Yellow,Red,Bone,,Dopey Swimming Goggles,Green Tongue Feisty,Silk Shirt Dark,,,,
1395,Tezzardz #1395,Pink,White,Heavy Freckles,Bone,$,Cool Shades,Bent Tongue Feisty,Silk Shirt Dark,Plain Black Spikes,,Green,
1396,Tezzardz #1396,Pink,Green,Heavy Freckles,,$$$$$,Flame Shades,Straight Tongue Sad,Fk Yeh Sweater,Sad Boi Cap,,,
1397,Tezzardz #1397,Purple,Yellow,Heavy Freckles,,$$$,Cool Shades,Blue Tongue Wavy Not Amused,Patterned Tee,Sad Boi Cap,,,
1398,Tezzardz #1398,Pink,Purple,Bolt,Gold,$$$$$,Disguise Glasses,Bent Tongue Feisty,Permanent Vacation Tee,,,,
1399,Tezzardz #1399,Green,Orange,Heavy Bolt,Gold,$,Plain Specs,Split Tongue Feisty,Ghost Tee,Red Spikes,,,
1400,Tezzardz #1400,Purple,Green,Bolt,Bone,,Monocle,Straight Tongue Feisty,Ghost Tee,Backwards Cap Flames,,,
1401,Tezzardz #1401,Green,Yellow,Heavy Freckles,Bone,$$,Plain Specs,Blue Tongue Wavy Not Amused,Patterned Sweater,Fancy Hat,,,
1402,Tezzardz #1402,Peach,Yellow,Freckles,Bone,$,,Straight Tongue Feisty,Fk Yeh Sweater,Limited Spikes,,,
1403,Tezzardz #1403,Pink,Red,Heavy Bolt,,$,Cool Shades,Straight Tongue Feisty,Patterned Sweater,Plain Black Spikes,,Pink,
1404,Tezzardz #1404,Blue,Orange,Heavy Freckles,Bone,,Dopey Swimming Goggles,Straight Tongue Feisty,Fk Yeh Sweater,Yellow Spikes,,,
1405,Tezzardz #1405,Yellow,Red,Heavy,,$,Hearts Shades,Straight Tongue Sad,Ghost Tee,Plain Black Spikes,,,
1406,Tezzardz #1406,Green,Orange,Red,,$$,Tech Scope,Split Tongue Angry,Ghost Tee,Yellow Spikes,,,
1407,Tezzardz #1407,Blue,Red,Heavy,,$$,Gold Leaf Eye Patch,Straight Tongue Feisty,Space Onesie,Hunting Hat,,,
1408,Tezzardz #1408,Yellow,Purple,Heavy Freckles,,$,Disguise Glasses,Straight Tongue Feisty,Meditation Tee,Yellow Spikes,,,
1409,Tezzardz #1409,Blue,Green,Bolt,,,Disguise Glasses,Split Tongue Angry,Video Games Tee,Red Spikes,,,
1410,Tezzardz #1410,Blue,Orange,Heavy Bolt,,,,Straight Tongue Feisty,Patterned Sweater,,Scar,,
1411,Tezzardz #1411,Purple,Yellow,Freckles,,$,Dopey Swimming Goggles,Split Tongue Feisty,Fk Yeh Sweater,Backwards Cap,,,
1412,Tezzardz #1412,Pink,Green,Bolt,,$$,Dopey Swimming Goggles,Blue Tongue Wavy Not Amused,Patterned Sweater,Backwards Cap Flames,,Red,
1413,Tezzardz #1413,Purple,Purple,Heavy Freckles,Bone,$,,Bent Tongue Feisty,Fk Yeh Sweater,,Scar,,
1414,Tezzardz #1414,Pink,Purple,Bolt,Bone,$$$$,Gold Leaf Eye Patch,Green Tongue Feisty,Shrine Onesie,Purple Spikes,,,
1415,Tezzardz #1415,Purple,Orange,Heavy Freckles,Rainbow,$,Disguise Glasses,Straight Tongue Feisty,Ghost Tee,,,,
1416,Tezzardz #1416,Peach,Orange,Heavy Freckles,,$,Dopey Swimming Goggles,Straight Tongue Feisty,Space Onesie,Backwards Cap Jungle,,,
1417,Tezzardz #1417,Green,Orange,Heavy Bolt,Bone,$$,Gold Leaf Eye Patch,Dumb Tongue,Gardening Utility Belt,Red Spikes,,,
1418,Tezzardz #1418,Pink,Orange,Green,,$,Flame Shades,Split Tongue Pink Feisty,Ghost Tee,,,,
1419,Tezzardz #1419,Purple,Yellow,Heavy,Bone,$$,Plain Specs,Bent Tongue Feisty,Rainbow Onesie,Backwards Cap Flames,,,
1420,Tezzardz #1420,Purple,Yellow,Bolt,Bone,$$,Hearts Shades,Bent Tongue Feisty,Fk Yeh Sweater,Hunting Hat,Scar,,
1421,Tezzardz #1421,Blue,Orange,Bolt,Bone,$,,Split Tongue Angry,Patterned Tee,Red Spikes,,,
1422,Tezzardz #1422,Purple,Red,Heavy,,$,Plain Specs,Green Tongue Wavy Sassy,Permanent Vacation Tee,,,,
1423,Tezzardz #1423,Purple,Orange,Heavy,Bone,,Disguise Glasses,Split Tongue Angry,Gardening Utility Belt,Yellow Spikes,,,
1424,Tezzardz #1424,Purple,Red,Heavy Freckles,Rainbow,$$$,Flame Shades,Bent Tongue Feisty,Skulls Shell Suit,Red Spikes,,,
1425,Tezzardz #1425,Pink,Red,Heavy Freckles,,$$,Hearts Shades,Green Tongue Wavy Sassy,Ghost Tee,Green Spikes,,,
1426,Tezzardz #1426,Purple,Yellow,Green,Rainbow,$,Cool Shades,Dumb Tongue,Space Onesie,Plain Black Spikes,,,
1427,Tezzardz #1427,Yellow,Green,Bolt,,$$,Hearts Shades,Split Tongue Feisty,Tassle Jacket,Green Spikes,Scar,,
1428,Tezzardz #1428,Yellow,Purple,Freckles,,$,,Straight Tongue Sad,Fkyencci Shirt,Backwards Cap,,,
1429,Tezzardz #1429,Pink,Green,Heavy Freckles,,,Hearts Shades,Split Tongue Feisty,Permanent Vacation Tee,Limited Spikes,,,
1430,Tezzardz #1430,Purple,Green,Heavy,,$$$,Monocle,Straight Tongue Sad,Rainbow Onesie,Limited Spikes,,,
1431,Tezzardz #1431,Blue,Yellow,Heavy,,$$,Tech Scope,Dumb Tongue,Fk Yeh Sweater,Limited Spikes,,,
1432,Tezzardz #1432,Blue,Yellow,Heavy Freckles,,$$$$,,Split Tongue Feisty,Tassle Jacket,Backwards Cap Jungle,,,
1433,Tezzardz #1433,Pink,Purple,Heavy Freckles,Rainbow,$$,Hearts Shades,Green Tongue Wavy Sassy,Rainbow Onesie,Rare Frog Hat,,,
1434,Tezzardz #1434,Green,Purple,Heavy Freckles,,$,Flame Shades,Split Tongue Angry,Skulls Shell Suit,Green Spikes,,,
1435,Tezzardz #1435,Peach,Red,Heavy,Gold,$$,Dopey Swimming Goggles,Straight Tongue Sad,,Sad Boi Cap,,,
1436,Tezzardz #1436,Purple,Green,Heavy,,,,Split Tongue Feisty,Space Onesie,Fancy Hat,,,
1437,Tezzardz #1437,Yellow,Orange,Heavy Freckles,,$$,,Blue Tongue Wavy Not Amused,Space Onesie,Limited Spikes,,,
1438,Tezzardz #1438,Pink,Green,Heavy,Gold,$$$$,,Green Tongue Feisty,Rainbow Onesie,Red Spikes,,,
1439,Tezzardz #1439,Purple,Orange,Bolt,Bone,$,Cool Shades,Green Tongue Feisty,,Backwards Cap,,,
1440,Tezzardz #1440,Pink,Red,Bolt,Bone,,,Green Tongue Wavy Sassy,Skulls Shell Suit,Jester Crown,,,
1441,Tezzardz #1441,Pink,Green,Freckles,Gold,$$,Tech Scope,Straight Tongue Feisty,Patterned Tee,Green Spikes,Scar,,
1442,Tezzardz #1442,Purple,Red,Freckles,Bone,$$$,Gold Leaf Eye Patch,Straight Tongue Feisty,Silk Shirt Blue,Limited Spikes,,,
1443,Tezzardz #1443,Yellow,Green,Heavy Bolt,Rainbow,$,Plain Specs,Straight Tongue Sad,Tech Armour,Rainbow Spikes,,,
1444,Tezzardz #1444,Peach,Red,Heavy Bolt,Bone,$,Flame Shades,Bent Tongue Feisty,Tassle Jacket,Backwards Cap Flames,,,
1445,Tezzardz #1445,Yellow,Purple,Bolt,Gold,,Flame Shades,Bent Tongue Feisty,Tassle Jacket,,,,
1446,Tezzardz #1446,Peach,Purple,Heavy Freckles,,,,Blue Tongue Wavy Not Amused,Meditation Tee,,,,
1447,Tezzardz #1447,Peach,Yellow,Freckles,Bone,$$$$,Hearts Shades,Straight Tongue Feisty,Fk Yeh Sweater,Backwards Cap Jungle,,,
1448,Tezzardz #1448,Peach,Red,Heavy Bolt,,$$$,Cool Shades,Split Tongue Angry,Silk Shirt Dark,Plain Black Spikes,,,
