TOKEN_ID,TOKEN_NAME,Background,Body,Shirt,Eyes,Mouth,Hats,Attack,Defense,Special
1636,Baby Ape Mutant Club #1636,Dark Blue,Green Tiger,none,Stone,stone,Daredevil,5,7,6
1637,Baby Ape Mutant Club #1637,Purple,Pink and Green,none,Eye Patch,stone,Alien,4,6,7
1638,Baby Ape Mutant Club #1638,Orange,Blue Leopard ,Cosmo,Red,Grin,Bunny,4,8,7
1639,Baby Ape Mutant Club #1639,Grey,Zombie,Burning,Crying,stone,Chain,1,6,10
1640,Baby Ape Mutant Club #1640,Grey,Pink and Green,Tongue,Crying,Hungry,none,3,5,9
1641,Baby Ape Mutant Club #1641,Grey,Pink and Green,Tongue,Crying,Hungry,Card,7,3,7
1642,Baby Ape Mutant Club #1642,Blue,Zombie,Senator,Eye Patch,Worm,Bunny,4,5,8
1643,Baby Ape Mutant Club #1643,Purple,Red Leopard,Yellow jail,Eye Patch,Gem,none,3,5,1
1644,Baby Ape Mutant Club #1644,Purple,Pink and Green,none,Bloody,Stubble,Krakken,6,1,3
1645,Baby Ape Mutant Club #1645,Dark Blue,Lava,Tongue,Stone,Hungry,Alien,8,6,6
1646,Baby Ape Mutant Club #1646,Purple,Pink and Green,Tongue,X ,Cheesy,Captain,10,4,7
1647,Baby Ape Mutant Club #1647,Dark Blue,Green Tiger,Sailor,Eye Patch,stone,Squid,7,4,8
1648,Baby Ape Mutant Club #1648,Purple,Blue Leopard ,Sailor,Strained,Worm,Card,5,7,5
1649,Baby Ape Mutant Club #1649,Dark Blue,Red Leopard,Space,Crying,Grit,Krakken,4,6,4
1650,Baby Ape Mutant Club #1650,Yellow,Blue Leopard ,Dr,Bloody,Snarl,none,3,4,4
1651,Baby Ape Mutant Club #1651,Orange,Pink and Green,Space,Strained,Soda,Chain,2,6,6
1652,Baby Ape Mutant Club #1652,Blue,Blue Leopard ,Sailor,Crying,stone,none,7,3,6
1653,Baby Ape Mutant Club #1653,Grey,Green Tiger,Trippy suit,Crying,Funnel,Cowboy,4,8,7
1654,Baby Ape Mutant Club #1654,Yellow,Zombie,Space,Bug,Snarl,Ninja,10,5,3
1655,Baby Ape Mutant Club #1655,Blue,Zombie,none,Crying,Grit,Flying,6,3,5
1656,Baby Ape Mutant Club #1656,Dark Blue,Red Leopard,Space,Eye Patch,Rage,Trippy,4,4,7
1657,Baby Ape Mutant Club #1657,Grey,Zombie,none,Bloody,Grit,Alien,4,7,9
1658,Baby Ape Mutant Club #1658,Aqua,Zombie,Cosmo,3d,stone,Rainbow,8,6,7
1659,Baby Ape Mutant Club #1659,Aqua,Red Leopard,Cosmo,Bloody,Rage,Dino,1,4,5
1660,Baby Ape Mutant Club #1660,Dark Blue,Pink and Green,Robe,Wide ,Gold,Brain,6,6,6
1661,Baby Ape Mutant Club #1661,Blue,Pink and Green,Cosmo,Wide ,Worm,Captain,7,9,5
1662,Baby Ape Mutant Club #1662,Aqua,Green Tiger,Tongue,Strained,Cheesy,Cowboy,7,4,5
1663,Baby Ape Mutant Club #1663,Aqua,Zombie,Dr,Wide ,Hungry,none,5,9,4
1664,Baby Ape Mutant Club #1664,Orange,Blue Leopard ,Trippy suit,Bloody,Snarl,Rainbow,1,3,5
1665,Baby Ape Mutant Club #1665,Orange,Red Leopard,Yellow jail,Wide ,Stubble,Devil,3,8,5
1666,Baby Ape Mutant Club #1666,Orange,Red Leopard,none,Stone,Hungry,Krakken,8,3,6
1667,Baby Ape Mutant Club #1667,Dark Blue,Red Leopard,Space,Goggle,Hungry,Cowboy,5,8,8
1668,Baby Ape Mutant Club #1668,Dark Blue,Red Leopard,Leopard,Eye Patch,Funnel,Krakken,7,7,5
1669,Baby Ape Mutant Club #1669,Blue,Pink and Green,none,Bloody,Grin,Chain,4,8,3
1670,Baby Ape Mutant Club #1670,Blue,Lava,none,Stone,Worm,Krakken,9,8,6
1671,Baby Ape Mutant Club #1671,Grey,Zombie,Space,Bug,Worm,Sailor,6,1,3
1672,Baby Ape Mutant Club #1672,Blue,Lava,Burning,Red,Rage,Ninja,7,8,10
1673,Baby Ape Mutant Club #1673,Purple,Green Tiger,Dr,Crying,Grin,Sailor,6,5,4
1674,Baby Ape Mutant Club #1674,Blue,Zombie,Tongue,Stone,Gem,Daredevil,3,2,10
1675,Baby Ape Mutant Club #1675,Grey,Pink and Green,Sailor,Eye Patch,stone,Bunny,9,10,5
1676,Baby Ape Mutant Club #1676,Grey,Zombie,none,Crying,Worm,Alien,6,6,4
1677,Baby Ape Mutant Club #1677,Yellow,Green Tiger,Sailor,Goggle,Stubble,Ninja,8,3,6
1678,Baby Ape Mutant Club #1678,Blue,Green Tiger,Dr,Strained,Worm,none,6,5,7
1679,Baby Ape Mutant Club #1679,Yellow,Red Leopard,Sailor Boy,Strained,Worm,Rainbow,7,7,3
1680,Baby Ape Mutant Club #1680,Yellow,Red Leopard,none,Eye Patch,stone,Captain,2,8,10
1681,Baby Ape Mutant Club #1681,Grey,Red Leopard,Sailor Boy,Wide ,Funnel,none,6,1,3
1682,Baby Ape Mutant Club #1682,Yellow,Green Tiger,Yellow jail,Eye Patch,Stubble,Devil,8,9,4
1683,Baby Ape Mutant Club #1683,Purple,Green Tiger,Sailor,X ,Dumb,Krakken,5,9,1
1684,Baby Ape Mutant Club #1684,Grey,Pink and Green,Space,Wide ,Worm,Krakken,3,5,9
1685,Baby Ape Mutant Club #1685,Grey,Green Tiger,Senator,Eye Patch,Grin,none,7,4,5
1686,Baby Ape Mutant Club #1686,Yellow,Zombie,Sailor Boy,Goggle,Grit,Sailor,2,5,2
1687,Baby Ape Mutant Club #1687,Aqua,Zebra,Cosmo,Red,Grin,Devil,3,7,8
1688,Baby Ape Mutant Club #1688,Grey,Red Leopard,Sailor Boy,Red,Snarl,Brain,8,4,1
1689,Baby Ape Mutant Club #1689,Dark Blue,Green Tiger,none,Red,Funnel,Devil,8,10,5
1690,Baby Ape Mutant Club #1690,Orange,Blue Leopard ,Sailor,Wide ,Grit,Alien,4,6,4
1691,Baby Ape Mutant Club #1691,Orange,Pink and Green,Robe,Bloody,Grit,Devil,8,1,3
1692,Baby Ape Mutant Club #1692,Dark Blue,Zebra,Trippy friend,Crying,Stoopid,Chain,7,7,7
1693,Baby Ape Mutant Club #1693,Orange,Blue Leopard ,Leopard,Goggle,Soda,Chain,4,7,9
1694,Baby Ape Mutant Club #1694,Purple,Zebra,none,Stone,Gem,Captain,3,2,4
1695,Baby Ape Mutant Club #1695,Aqua,Zebra,none,Wide ,Stoopid,Ninja,6,6,7
1696,Baby Ape Mutant Club #1696,Grey,Pink and Green,Dr,X ,Soda,Alien,6,4,5
1697,Baby Ape Mutant Club #1697,Orange,Zebra,Burning,Strained,Soda,Captain,6,10,9
1698,Baby Ape Mutant Club #1698,Orange,Green Tiger,Sailor Boy,Fish,Rage,none,6,10,10
1699,Baby Ape Mutant Club #1699,Purple,Red Leopard,none,Eye Patch,Stubble,Captain,3,6,2
1700,Baby Ape Mutant Club #1700,Aqua,Zebra,none,X ,Stoopid,Sailor,7,10,7
1701,Baby Ape Mutant Club #1701,Orange,Red Leopard,Burning,Stone,Hungry,Fuzzy,3,10,4
1702,Baby Ape Mutant Club #1702,Yellow,Zombie,Yellow jail,Red,Worm,none,3,6,3
1703,Baby Ape Mutant Club #1703,Dark Blue,Blue Leopard ,Sailor,X ,Grin,Sailor,5,7,6
1704,Baby Ape Mutant Club #1704,Dark Blue,Red Leopard,Senator,Bloody,Snarl,Dino,4,6,3
1705,Baby Ape Mutant Club #1705,Grey,Pink and Green,Trippy suit,Bloody,Stoopid,Brain Party,6,6,8
1706,Baby Ape Mutant Club #1706,Grey,Lava,Sailor,Wide ,Cheesy,Rainbow,2,8,3
1707,Baby Ape Mutant Club #1707,Grey,Zombie,none,Eye Patch,Stoopid,Rainbow,5,7,10
1708,Baby Ape Mutant Club #1708,Dark Blue,Zombie,none,Fish,Grin,Flying,5,2,7
1709,Baby Ape Mutant Club #1709,Purple,Green Tiger,Sailor,Eye Patch,Rage,Captain,7,7,2
1710,Baby Ape Mutant Club #1710,Aqua,Zombie,Sailor Boy,Red,Stoopid,Brain,8,3,3
1711,Baby Ape Mutant Club #1711,Yellow,Red Leopard,none,Wide ,Grit,Alien,8,8,8
1712,Baby Ape Mutant Club #1712,Purple,Zombie,none,Wide ,Gem,Brain,3,3,8
1713,Baby Ape Mutant Club #1713,Yellow,Zombie,Sailor Boy,Wide ,Grit,none,7,6,7
1714,Baby Ape Mutant Club #1714,Yellow,Green Tiger,none,Strained,Grit,Rainbow,4,6,8
1715,Baby Ape Mutant Club #1715,Yellow,Skeleton,Space,Bloody,Grit,Brain Party,1,7,10
1716,Baby Ape Mutant Club #1716,Blue,Blue Leopard ,none,Stone,stone,Dino,5,7,7
1717,Baby Ape Mutant Club #1717,Purple,Red Leopard,Burning,Red,Hungry,Dino,6,6,7
1718,Baby Ape Mutant Club #1718,Aqua,Red Leopard,Sailor Boy,Strained,Gem,Brain,7,5,6
1719,Baby Ape Mutant Club #1719,Dark Blue,Zombie,none,Fish,Hungry,Dino,8,5,9
1720,Baby Ape Mutant Club #1720,Grey,Blue Leopard ,Robe,Strained,Hungry,none,4,4,10
1721,Baby Ape Mutant Club #1721,Grey,Lava,Trippy suit,X ,Snarl,Cowboy,3,6,5
1722,Baby Ape Mutant Club #1722,Orange,Skeleton,Yellow jail,Goggle,Grin,Sailor,8,6,8
1723,Baby Ape Mutant Club #1723,Yellow,Zombie,Sailor,Bug,Knife,Dino,8,6,10
1724,Baby Ape Mutant Club #1724,Orange,Skeleton,Sailor Boy,Wide ,Soda,none,4,10,3
1725,Baby Ape Mutant Club #1725,Grey,Green Tiger,Trippy suit,Eye Patch,Grit,Bunny,6,7,6
1726,Baby Ape Mutant Club #1726,Yellow,Green Tiger,Space,Bloody,Worm,Alien,5,1,5
1727,Baby Ape Mutant Club #1727,Aqua,Red Leopard,Trippy friend,Crying,Snarl,Dino,7,6,6
1728,Baby Ape Mutant Club #1728,Blue,Lava,Dr,X ,Stubble,Alien,2,5,2
1729,Baby Ape Mutant Club #1729,Yellow,Skeleton,Leopard,Eye Patch,Grit,none,10,3,7
1730,Baby Ape Mutant Club #1730,Purple,Pink and Green,none,Eye Patch,Worm,Rainbow,6,6,3
1731,Baby Ape Mutant Club #1731,Yellow,Zombie,Sailor Boy,Wide ,Hungry,none,6,10,10
1732,Baby Ape Mutant Club #1732,Grey,Green Tiger,Sailor,Wide ,Hungry,Cowboy,9,3,4
1733,Baby Ape Mutant Club #1733,Yellow,Blue Leopard ,none,X ,stone,Krakken,3,4,7
1734,Baby Ape Mutant Club #1734,Orange,Pink and Green,Robe,Strained,Hungry,Brain,7,9,4
1735,Baby Ape Mutant Club #1735,Dark Blue,Zombie,Dr,X ,Dumb,Krakken,7,10,8
1736,Baby Ape Mutant Club #1736,Grey,Blue Leopard ,Space,Bloody,Funnel,none,1,4,3
1737,Baby Ape Mutant Club #1737,Aqua,Green Tiger,Yellow jail,Strained,Gold,Ninja,3,6,1
1738,Baby Ape Mutant Club #1738,Blue,Lava,Leopard,Goggle,Soda,Fuzzy,3,10,2
1739,Baby Ape Mutant Club #1739,Orange,Zombie,none,Red,Stoopid,Rainbow,6,9,8
1740,Baby Ape Mutant Club #1740,Dark Blue,Zombie,none,Eye Patch,Grin,Card,3,3,4
1741,Baby Ape Mutant Club #1741,Yellow,Green Tiger,Yellow jail,Wide ,Gold,Ninja,8,8,7
1742,Baby Ape Mutant Club #1742,Blue,Lava,none,Wide ,stone,Alien,8,7,4
1743,Baby Ape Mutant Club #1743,Grey,Zombie,none,Stone,Knife,Rainbow,2,6,6
1744,Baby Ape Mutant Club #1744,Grey,Pink and Green,none,X ,stone,Brain,2,4,7
1745,Baby Ape Mutant Club #1745,Blue,Skeleton,none,Red,Knife,none,3,9,10
1746,Baby Ape Mutant Club #1746,Grey,Lava,Burning,Strained,Funnel,Fuzzy,9,3,5
1747,Baby Ape Mutant Club #1747,Yellow,Zombie,none,Eye Patch,Stubble,Card,7,5,8
1748,Baby Ape Mutant Club #1748,Dark Blue,Gold,Space,3d,Stoopid,Brain,7,6,9
1749,Baby Ape Mutant Club #1749,Orange,Red Leopard,none,Bloody,Stubble,Captain,1,8,2
1750,Baby Ape Mutant Club #1750,Dark Blue,Green Tiger,Burning,Eye Patch,Grin,Alien,6,5,8
1751,Baby Ape Mutant Club #1751,Aqua,Zombie,Tongue,Bloody,Grit,Card,3,7,5
1752,Baby Ape Mutant Club #1752,Dark Blue,Blue Leopard ,Cosmo,Red,Grin,Devil,3,6,8
1753,Baby Ape Mutant Club #1753,Orange,Skeleton,Sailor,Wide ,Grin,Alien,4,7,6
1754,Baby Ape Mutant Club #1754,Purple,Zombie,Burning,Eye Patch,stone,Sailor,4,8,7
1755,Baby Ape Mutant Club #1755,Grey,Blue Leopard ,Space,Bug,Knife,Rainbow,7,8,1
1756,Baby Ape Mutant Club #1756,Blue,Zebra,none,Strained,Rage,Bunny,8,4,6
1757,Baby Ape Mutant Club #1757,Aqua,Static,none,X ,Gold,Captain,1,2,2
1758,Baby Ape Mutant Club #1758,Purple,Static,Sailor,Strained,Hungry,Captain,9,3,5
1759,Baby Ape Mutant Club #1759,Grey,Zombie,Space,Red,Dumb,none,6,8,3
1760,Baby Ape Mutant Club #1760,Yellow,Red Leopard,none,Eye Patch,Killer,Devil,6,9,4
1761,Baby Ape Mutant Club #1761,Dark Blue,Pink and Green,Leopard,Crying,Worm,none,2,10,3
1762,Baby Ape Mutant Club #1762,Yellow,Blue Leopard ,Sailor Boy,X ,Funnel,Alien,7,1,6
1763,Baby Ape Mutant Club #1763,Purple,Lava,Dr,Red,Funnel,Card,6,5,4
1764,Baby Ape Mutant Club #1764,Dark Blue,Pink and Green,none,Eye Patch,Grit,Card,7,5,5
1765,Baby Ape Mutant Club #1765,Yellow,Pink and Green,Trippy suit,Red,Funnel,Cowboy,6,9,5
1766,Baby Ape Mutant Club #1766,Grey,Lava,Dr,Wide ,Funnel,Devil,7,4,2
1767,Baby Ape Mutant Club #1767,Yellow,Green Tiger,none,Strained,Snarl,none,4,3,7
1768,Baby Ape Mutant Club #1768,Blue,Blue Leopard ,none,Wide ,Soda,none,6,8,7
1769,Baby Ape Mutant Club #1769,Blue,Pink and Green,none,X ,Gold,Brain Party,7,5,6
1770,Baby Ape Mutant Club #1770,Blue,Green Tiger,none,Wide ,stone,Devil,6,7,7
1771,Baby Ape Mutant Club #1771,Dark Blue,Red Leopard,none,Strained,Funnel,none,8,6,7
1772,Baby Ape Mutant Club #1772,Aqua,Green Tiger,Leopard,Fish,Worm,Captain,3,3,6
1773,Baby Ape Mutant Club #1773,Grey,Pink and Green,Dr,Strained,Stubble,none,4,6,4
1774,Baby Ape Mutant Club #1774,Aqua,Pink and Green,Cosmo,Wide ,Gold,none,6,5,7
1775,Baby Ape Mutant Club #1775,Blue,Green Tiger,none,Eye Patch,Stubble,Brain,5,7,7
1776,Baby Ape Mutant Club #1776,Purple,Green Tiger,Space,Eye Patch,Hungry,Devil,4,7,6
1777,Baby Ape Mutant Club #1777,Orange,Blue Leopard ,Senator,X ,Grin,Krakken,8,6,1
1778,Baby Ape Mutant Club #1778,Yellow,Blue Leopard ,Sailor Boy,Bloody,Hungry,none,2,5,10
1779,Baby Ape Mutant Club #1779,Dark Blue,Green Tiger,Sailor Boy,Red,Stubble,Bunny,1,6,10
1780,Baby Ape Mutant Club #1780,Grey,Zombie,Tongue,Eye Patch,Worm,none,6,8,7
1781,Baby Ape Mutant Club #1781,Blue,Pink and Green,Dr,Red,Grin,Fuzzy,3,3,8
1782,Baby Ape Mutant Club #1782,Yellow,Blue Leopard ,none,3d,Gold,none,9,7,6
1783,Baby Ape Mutant Club #1783,Purple,Green Tiger,none,Eye Patch,Stoopid,Cowboy,7,8,8
1784,Baby Ape Mutant Club #1784,Yellow,Blue Leopard ,none,Strained,Hungry,Sailor,10,6,8
1785,Baby Ape Mutant Club #1785,Orange,Zombie,Space,Eye Patch,Dumb,Krakken,8,6,7
1786,Baby Ape Mutant Club #1786,Blue,Zebra,Sailor Boy,Red,Funnel,Cowboy,9,2,6
1787,Baby Ape Mutant Club #1787,Grey,Blue Leopard ,Yellow jail,Eye Patch,Worm,Rainbow,5,9,4
1788,Baby Ape Mutant Club #1788,Aqua,Green Tiger,Dr,Bloody,Killer,Bunny,2,8,8
1789,Baby Ape Mutant Club #1789,Yellow,Pink and Green,Sailor Boy,Strained,Hungry,none,5,2,5
1790,Baby Ape Mutant Club #1790,Grey,Green Tiger,Dr,Bug,Stubble,none,10,3,1
1791,Baby Ape Mutant Club #1791,Yellow,Zombie,none,Bug,Funnel,none,9,6,6
1792,Baby Ape Mutant Club #1792,Orange,Pink and Green,Dr,Stone,Stoopid,none,6,6,7
1793,Baby Ape Mutant Club #1793,Orange,Gold,Space,Red,Stubble,Trippy,5,1,6
1794,Baby Ape Mutant Club #1794,Dark Blue,Red Leopard,Robe,Bloody,Grin,Chain,3,3,3
1795,Baby Ape Mutant Club #1795,Orange,Green Tiger,Dr,Goggle,Rage,Captain,7,6,4
1796,Baby Ape Mutant Club #1796,Purple,Green Tiger,Burning,Wide ,Cheesy,none,3,1,5
1797,Baby Ape Mutant Club #1797,Aqua,Pink and Green,none,Stone,Hungry,Krakken,10,1,10
1798,Baby Ape Mutant Club #1798,Aqua,Red Leopard,none,Eye Patch,Knife,Ninja,6,5,4
1799,Baby Ape Mutant Club #1799,Aqua,Blue Leopard ,none,Wide ,Knife,Card,10,7,4
1800,Baby Ape Mutant Club #1800,Aqua,Zombie,none,Eye Patch,Stubble,Chain,9,6,3
1801,Baby Ape Mutant Club #1801,Aqua,Pink and Green,Cosmo,Bloody,Snarl,Krakken,2,10,9
1802,Baby Ape Mutant Club #1802,Yellow,Green Tiger,Burning,Wide ,Grin,none,4,8,6
1803,Baby Ape Mutant Club #1803,Aqua,Skeleton,none,X ,Hungry,Sailor,6,2,7
1804,Baby Ape Mutant Club #1804,Grey,Zombie,none,Bloody,Snarl,Card,7,7,2
1805,Baby Ape Mutant Club #1805,Aqua,Green Tiger,Tongue,Eye Patch,stone,Card,7,6,2
1806,Baby Ape Mutant Club #1806,Yellow,Pink and Green,none,X ,stone,Daredevil,6,8,6
1807,Baby Ape Mutant Club #1807,Yellow,Blue Leopard ,Yellow jail,Stone,stone,Devil,10,9,7
1808,Baby Ape Mutant Club #1808,Grey,Zebra,Dr,Crying,Grit,Krakken,5,5,8
1809,Baby Ape Mutant Club #1809,Aqua,Pink and Green,Space,Eye Patch,Stubble,Dino,6,10,6
1810,Baby Ape Mutant Club #1810,Orange,Zombie,Yellow jail,Bloody,Grit,Dino,4,10,5
1811,Baby Ape Mutant Club #1811,Purple,Skeleton,none,Eye Patch,Stoopid,Rainbow,7,1,5
1812,Baby Ape Mutant Club #1812,Purple,Skeleton,none,Fish,Grin,Brain Party,6,10,5
1813,Baby Ape Mutant Club #1813,Aqua,Pink and Green,none,Bug,Stoopid,Sailor,8,6,7
1814,Baby Ape Mutant Club #1814,Yellow,Pink and Green,none,Stone,Gold,Krakken,6,5,5
1815,Baby Ape Mutant Club #1815,Grey,Zombie,none,Wide ,Stubble,Brain Party,9,6,7
1816,Baby Ape Mutant Club #1816,Grey,Zombie,none,Crying,Grit,Card,9,10,8
1817,Baby Ape Mutant Club #1817,Dark Blue,Skeleton,Cosmo,Crying,Stubble,Ninja,6,4,1
1818,Baby Ape Mutant Club #1818,Aqua,Zombie,Space,Strained,Snarl,Brain Party,3,6,7
1819,Baby Ape Mutant Club #1819,Dark Blue,Zombie,Burning,Red,Worm,Flying,1,3,1
1820,Baby Ape Mutant Club #1820,Yellow,Green Tiger,none,Strained,Worm,Dino,3,9,5
1821,Baby Ape Mutant Club #1821,Aqua,Green Tiger,Dr,Red,Gem,Fuzzy,7,1,6
1822,Baby Ape Mutant Club #1822,Blue,Zombie,Yellow jail,Bug,Dumb,none,8,1,7
1823,Baby Ape Mutant Club #1823,Dark Blue,Pink and Green,none,Bloody,Stoopid,Alien,1,4,4
1824,Baby Ape Mutant Club #1824,Blue,Red Leopard,Sailor Boy,Stone,Funnel,Daredevil,6,1,6
1825,Baby Ape Mutant Club #1825,Grey,Pink and Green,none,Bloody,Hungry,Card,3,6,6
1826,Baby Ape Mutant Club #1826,Grey,Blue Leopard ,Burning,Strained,stone,Daredevil,3,6,7
1827,Baby Ape Mutant Club #1827,Dark Blue,Pink and Green,Leopard,X ,Killer,Fuzzy,4,2,5
1828,Baby Ape Mutant Club #1828,Blue,Static,Burning,Stone,Cheesy,Captain,2,8,3
1829,Baby Ape Mutant Club #1829,Yellow,Pink and Green,Cosmo,Red,stone,Card,6,10,7
1830,Baby Ape Mutant Club #1830,Dark Blue,Zombie,none,Strained,Grin,Rainbow,6,9,3
1831,Baby Ape Mutant Club #1831,Blue,Green Tiger,none,Red,stone,Alien,6,3,2
1832,Baby Ape Mutant Club #1832,Aqua,Red Leopard,Sailor Boy,Wide ,Grit,Brain Party,3,4,7
1833,Baby Ape Mutant Club #1833,Aqua,Zombie,none,Eye Patch,stone,Card,7,5,8
1834,Baby Ape Mutant Club #1834,Aqua,Zombie,none,Stone,stone,Rainbow,2,8,4
1835,Baby Ape Mutant Club #1835,Orange,Zebra,Leopard,X ,Soda,Alien,10,7,8
1836,Baby Ape Mutant Club #1836,Aqua,Red Leopard,Dr,Red,Grit,Rainbow,5,7,2
1837,Baby Ape Mutant Club #1837,Orange,Zombie,Robe,Strained,Funnel,Chain,5,7,6
1838,Baby Ape Mutant Club #1838,Blue,Pink and Green,Senator,Eye Patch,Cheesy,Brain,6,3,10
1839,Baby Ape Mutant Club #1839,Grey,Green Tiger,Burning,Crying,Worm,Card,1,9,7
1840,Baby Ape Mutant Club #1840,Yellow,Lava,Tongue,Red,Hungry,none,2,7,6
1841,Baby Ape Mutant Club #1841,Orange,Green Tiger,none,Red,Soda,none,7,3,1
1842,Baby Ape Mutant Club #1842,Purple,Lava,Burning,Wide ,Stubble,Bunny,7,10,10
1843,Baby Ape Mutant Club #1843,Dark Blue,Skeleton,none,Wide ,Cheesy,Card,7,7,4
1844,Baby Ape Mutant Club #1844,Aqua,Zombie,Space,Red,Stoopid,Brain,7,8,8
1845,Baby Ape Mutant Club #1845,Aqua,Lava,Space,Bloody,Stoopid,Bunny,5,3,2
1846,Baby Ape Mutant Club #1846,Grey,Red Leopard,none,Crying,Funnel,Brain,5,4,5
1847,Baby Ape Mutant Club #1847,Purple,Green Tiger,Sailor Boy,Red,Stubble,Ninja,5,8,6
1848,Baby Ape Mutant Club #1848,Aqua,Green Tiger,Yellow jail,Wide ,Dumb,Squid,1,3,6
1849,Baby Ape Mutant Club #1849,Blue,Green Tiger,Cosmo,X ,Funnel,Card,4,8,8
1850,Baby Ape Mutant Club #1850,Dark Blue,Blue Leopard ,Yellow jail,Bloody,Grit,Fuzzy,8,8,7
1851,Baby Ape Mutant Club #1851,Yellow,Pink and Green,Burning,Bloody,Soda,Krakken,9,7,3
1852,Baby Ape Mutant Club #1852,Grey,Pink and Green,none,Fish,Stoopid,Daredevil,5,5,10
1853,Baby Ape Mutant Club #1853,Grey,Zombie,Burning,Crying,stone,Alien,8,1,7
1854,Baby Ape Mutant Club #1854,Orange,Pink and Green,Sailor,Bloody,Cheesy,Cowboy,6,7,6
1855,Baby Ape Mutant Club #1855,Purple,Zombie,Space,Red,Rage,Chain,3,8,8
1856,Baby Ape Mutant Club #1856,Purple,Zombie,Trippy suit,Red,Snarl,Brain Party,8,5,6
1857,Baby Ape Mutant Club #1857,Yellow,Blue Leopard ,Cosmo,X ,Dumb,Rainbow,8,8,7
1858,Baby Ape Mutant Club #1858,Dark Blue,Pink and Green,Leopard,Red,stone,Sailor,3,7,3
1859,Baby Ape Mutant Club #1859,Aqua,Blue Leopard ,none,Red,Stubble,Dino,7,6,9
1860,Baby Ape Mutant Club #1860,Aqua,Pink and Green,none,Crying,Rage,Rainbow,6,6,3
1861,Baby Ape Mutant Club #1861,Purple,Zombie,none,Fish,Worm,Fuzzy,6,7,2
1862,Baby Ape Mutant Club #1862,Yellow,Gold,Sailor Boy,Eye Patch,Worm,Fuzzy,7,8,7
1863,Baby Ape Mutant Club #1863,Grey,Zombie,Space,Eye Patch,Cheesy,Daredevil,5,8,6
1864,Baby Ape Mutant Club #1864,Grey,Zombie,Yellow jail,Red,Grit,Brain Party,5,5,7
1865,Baby Ape Mutant Club #1865,Dark Blue,Pink and Green,Yellow jail,Wide ,Killer,none,3,4,1
1866,Baby Ape Mutant Club #1866,Blue,Pink and Green,none,Stone,Worm,Alien,8,6,7
1867,Baby Ape Mutant Club #1867,Grey,Lava,none,Red,Stoopid,Alien,8,10,7
1868,Baby Ape Mutant Club #1868,Yellow,Green Tiger,Yellow jail,Bloody,Grit,Trippy,6,1,6
1869,Baby Ape Mutant Club #1869,Aqua,Red Leopard,Tongue,X ,Soda,none,3,3,6
1870,Baby Ape Mutant Club #1870,Grey,Blue Leopard ,Burning,Strained,Killer,Bunny,5,7,3
1871,Baby Ape Mutant Club #1871,Aqua,Blue Leopard ,Senator,Crying,Funnel,Ninja,10,6,3
1872,Baby Ape Mutant Club #1872,Orange,Static,none,Crying,stone,Brain Party,8,3,8
1873,Baby Ape Mutant Club #1873,Aqua,Red Leopard,Space,Strained,Funnel,Card,6,6,4
1874,Baby Ape Mutant Club #1874,Grey,Pink and Green,none,Crying,Grin,Cowboy,7,7,1
1875,Baby Ape Mutant Club #1875,Orange,Blue Leopard ,none,Wide ,Knife,Rainbow,7,3,5
1876,Baby Ape Mutant Club #1876,Purple,Zombie,none,Crying,Grit,Devil,4,4,8
1877,Baby Ape Mutant Club #1877,Blue,Green Tiger,none,Crying,Cheesy,Devil,1,10,6
1878,Baby Ape Mutant Club #1878,Aqua,Static,Sailor,Wide ,Stubble,Captain,3,8,6
1879,Baby Ape Mutant Club #1879,Yellow,Blue Leopard ,Sailor,Eye Patch,Grin,Brain,4,4,7
1880,Baby Ape Mutant Club #1880,Blue,Skeleton,Space,Bloody,Funnel,Krakken,7,4,3
1881,Baby Ape Mutant Club #1881,Blue,Blue Leopard ,none,Strained,stone,Devil,6,9,10
1882,Baby Ape Mutant Club #1882,Orange,Skeleton,Yellow jail,Strained,Worm,Fuzzy,5,1,6
1883,Baby Ape Mutant Club #1883,Aqua,Pink and Green,Burning,Eye Patch,stone,none,6,4,5
1884,Baby Ape Mutant Club #1884,Yellow,Red Leopard,none,Wide ,Dumb,Devil,7,8,2
1885,Baby Ape Mutant Club #1885,Grey,Zombie,Burning,Stone,Rage,Daredevil,1,7,10
1886,Baby Ape Mutant Club #1886,Purple,Blue Leopard ,Dr,Eye Patch,Killer,Captain,7,3,9
1887,Baby Ape Mutant Club #1887,Blue,Red Leopard,Burning,Bloody,Grin,Trippy,6,6,5
1888,Baby Ape Mutant Club #1888,Orange,Green Tiger,none,Red,Dumb,Krakken,9,6,6
1889,Baby Ape Mutant Club #1889,Dark Blue,Blue Leopard ,Robe,X ,Gold,Sailor,3,7,5
1890,Baby Ape Mutant Club #1890,Orange,Blue Leopard ,Sailor,Bloody,Stubble,Krakken,6,7,10
1891,Baby Ape Mutant Club #1891,Orange,Gold,none,Strained,Gold,Captain,6,9,6
1892,Baby Ape Mutant Club #1892,Dark Blue,Zebra,none,Bloody,Gold,Brain Party,8,5,7
1893,Baby Ape Mutant Club #1893,Yellow,Zombie,Senator,Bloody,Funnel,none,2,8,8
1894,Baby Ape Mutant Club #1894,Purple,Blue Leopard ,Tongue,Red,Hungry,Alien,6,6,3
1895,Baby Ape Mutant Club #1895,Purple,Blue Leopard ,Burning,Bloody,Stoopid,Bunny,6,7,4
