TOKEN_ID,TOKEN_NAME,HYPE TYPE,BASTARDNESS,SONG WORD COUNT,SPEEDOMETER,NUM OF FRAMES,HEAD TURNS,FLOATY HEAD,BACKGROUND GLITCH LEVEL,BACKGROUND MOOD,TYPE,BACKGROUND,FACING DIRECTION,BAD HABIT(S),FACE,NECK,MOUTH,EYES,NOSE,EAR,HEAD,GLITCH PATTERN
452,BASTARD GAN PUNK V2 #452,CALM AF (STILL),PIMP BASTARD,22,,,,,,,APE,SOLID AF,LEFT,VAPE,NUTTIN',GOLD CHAIN,REGULAR,SMALL SHADES,NUTTIN',NUTTIN',TIARA,
453,BASTARD GAN PUNK V2 #453,CALM AF (STILL),1HEAD BASTARD,25,,,,,,,ALIEN,SOLID AF,LEFT,EDIBLES???,HANDLEBARS,NUTTIN',OPEN BUCKS,BIG SHADES,NUTTIN',NUTTIN',KNITTED CAP,
454,BASTARD GAN PUNK V2 #454,CALM AF (STILL),W4NK3R BASTARD,40,,,,,,,LARGE,SOLID AF,LEFT,PIPE,MUTTONCHOPS,CHOKER,SMIRK,VR,NUTTIN',NUTTIN',COWBOY HAT,
455,BASTARD GAN PUNK V2 #455,CALM AF (STILL),REAL DEAL BASTARD,27,,,,,,,ALIEN,SOLID AF,LEFT,VAPE,CHINSTRAP,GOLD CHAIN,OPEN BUCKS,HEART GLASSES,NUTTIN',NUTTIN',MOHAWK THIN,
456,BASTARD GAN PUNK V2 #456,CALM AF (STILL),CD456 BASTARD,8,,,,,,,ALIEN,GLITCHY AF,LEFT,CIGGIE,CHINSTRAP,GOLD CHAIN,OPEN BUCKS,CLASSIC SHADES,NUTTIN',NUTTIN',KNITTED CAP,GRADIENT
457,BASTARD GAN PUNK V2 #457,CALM AF (STILL),SORCERER BASTARD,34,,,,,,,APE,SOLID AF,RIGHT,EDIBLES???,HANDLEBARS,CHOKER,LIPSTICK,EYE MASK,NUTTIN',NUTTIN',BALD,
458,BASTARD GAN PUNK V2 #458,CALM AF (STILL),GENTLE BASTARD,28,,,,,,,X BASTARD,GLITCHY AF,RIGHT,VAPE,NUTTIN',NUTTIN',X MOUTH,X EYES,NUTTIN',NUTTIN',X HEAD,GRID
459,BASTARD GAN PUNK V2 #459,CALM AF (STILL),BARBARIAN BASTARD,4,,,,,,,PETITE,SOLID AF,RIGHT,VAPE,BIG BEARD,NUTTIN',REGULAR,3D GLASSES,NUTTIN',NUTTIN',WILD HAIR,
460,BASTARD GAN PUNK V2 #460,CALM AF (STILL),PEPEGA BASTARD,24,,,,,,,ALIEN,GLITCHY AF,RIGHT,CIGGIE,NUTTIN',NUTTIN',GRILL,VR,NUTTIN',NUTTIN',VAMPIRE HAIR,CHECKERS
461,BASTARD GAN PUNK V2 #461,CALM AF (STILL),SORCERER BASTARD,31,,,,,,,LARGE,SOLID AF,LEFT,CIGGIE,SHADOW BEARD,NUTTIN',DROOL,CLOWN EYES,NUTTIN',NUTTIN',STRINGY HAIR,
462,BASTARD GAN PUNK V2 #462,CALM AF (STILL),GLOOMER BASTARD,29,,,,,,,ALIEN,SOLID AF,LEFT,PIPE,NORMAL BEARD,CHOKER,LIPSTICK,BIG SHADES,NUTTIN',NUTTIN',KNITTED CAP,
463,BASTARD GAN PUNK V2 #463,CALM AF (STILL),RADPIL BASTARD,34,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,MUSTACHE,NUTTIN',LIPSTICK,HORNED RIM GLASSES,CLOWN NOSE,NUTTIN',WILD HAIR,
464,BASTARD GAN PUNK V2 #464,CALM AF (STILL),SER BASTARD,2,,,,,,,LARGE,SOLID AF,RIGHT,CIGGIE,NUTTIN',NUTTIN',DROOL,BIG CLASSICS,NUTTIN',GOLD EARRING,BANDANA,
465,BASTARD GAN PUNK V2 #465,HYPED AF (ANIMATED),FAKE BASTARD,2,SWEEP PICKING (16.66 FPS),188,4,NAH,2 - DISTORTED,TRANSIENT COLORS,,,,,,,,,,,,
466,BASTARD GAN PUNK V2 #466,CALM AF (STILL),THETA BASTARD,20,,,,,,,X BASTARD,GLITCHY AF,RIGHT,PIPE,NUTTIN',NUTTIN',LIPSTICK,X EYES,NUTTIN',NUTTIN',X HEAD,GRID
467,BASTARD GAN PUNK V2 #467,CALM AF (STILL),FLIPPER BASTARD,15,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,HANDLEBARS,NUTTIN',BUCK TEETH,CLASSIC SHADES,NUTTIN',NUTTIN',TOP HAT,
468,BASTARD GAN PUNK V2 #468,CALM AF (STILL),STONER BASTARD,22,,,,,,,PETITE,GLITCHY AF,RIGHT,VAPE,NORMAL BEARD,NUTTIN',LIPSTICK,3D GLASSES,NUTTIN',NUTTIN',AFRO,HORIZONTALS
469,BASTARD GAN PUNK V2 #469,CALM AF (STILL),OMEGA BASTARD,5,,,,,,,APE,SOLID AF,RIGHT,CIGGIE,NUTTIN',NUTTIN',OPEN BUCKS,EYE PATCH,CLOWN NOSE,NUTTIN',CAP FORWARD,
470,BASTARD GAN PUNK V2 #470,CALM AF (STILL),SMUG BASTARD,23,,,,,,,APE,SOLID AF,LEFT,CIGGIE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,EYE PATCH,NUTTIN',NUTTIN',WILD WHITE HAIR,
471,BASTARD GAN PUNK V2 #471,CALM AF (STILL),TANKIE BASTARD,12,,,,,,,ALIEN ZOMBIE HYBRID,SOLID AF,RIGHT,VAPE,GOAT,NUTTIN',BUCK TEETH,CLASSIC SHADES,NUTTIN',GOLD EARRING,VAMPIRE HAIR,
472,BASTARD GAN PUNK V2 #472,CALM AF (STILL),PUMPER BASTARD,32,,,,,,,LARGE,SOLID AF,LEFT,VAPE,MUSTACHE,NUTTIN',DROOL,REGULAR SHADES,CLOWN NOSE,NUTTIN',FEDORA,
473,BASTARD GAN PUNK V2 #473,CALM AF (STILL),NOCOINER BASTARD,2,,,,,,,PETITE,SOLID AF,LEFT,EDIBLES???,GOAT,NUTTIN',BUCK TEETH,X EYES,NUTTIN',NUTTIN',BLONDE SHORT,
474,BASTARD GAN PUNK V2 #474,CALM AF (STILL),MINNIE BASTARD,25,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,NUTTIN',GOLD CHAIN,MEDICAL MASK,BIG SHADES,NUTTIN',NUTTIN',DO-RAG,
475,BASTARD GAN PUNK V2 #475,CALM AF (STILL),BLOOMER BASTARD,31,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,MUTTONCHOPS,GOLD CHAIN,DROOL,REGULAR SHADES,NUTTIN',NUTTIN',CAP FORWARD,
476,BASTARD GAN PUNK V2 #476,CALM AF (STILL),WHITEPIL BASTARD,31,,,,,,,PETITE,SOLID AF,FRONT,CIGGIE,LUXURIOUS BEARD,THICC NECK,LIPSTICK,EYE MASK,NUTTIN',NUTTIN',X HEAD,
477,BASTARD GAN PUNK V2 #477,CALM AF (STILL),0HEAD BASTARD,40,,,,,,,APE HUMAN HYBRID,SOLID AF,RIGHT,EDIBLES???,GOAT,NUTTIN',LIPSTICK,SMALL REGULARS,NUTTIN',NUTTIN',BANDANA,
478,BASTARD GAN PUNK V2 #478,CALM AF (STILL),EGGPLANT BASTARD,27,,,,,,,APE,SOLID AF,LEFT,EDIBLES???,UNIBROW,NUTTIN',MEDICAL MASK,SMALL SHADES,NUTTIN',NUTTIN',PEAK SPIKE,
479,BASTARD GAN PUNK V2 #479,CALM AF (STILL),PERSONA NON GRATA BASTARD,25,,,,,,,X BASTARD,SOLID AF,FRONT,EDIBLES???,BIG BEARD,THICC NECK,X MOUTH,3D GLASSES,NUTTIN',NUTTIN',CAP,
480,BASTARD GAN PUNK V2 #480,CALM AF (STILL),DUMPSTER BASTARD,45,,,,,,,LARGE,SOLID AF,RIGHT,BIG SMOKE,NUTTIN',GOLD CHAIN,DROOL,BIG SHADES,NUTTIN',GOLD EARRING,NEWSBOY CAP,
481,BASTARD GAN PUNK V2 #481,CALM AF (STILL),5HEAD BASTARD,26,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,CLASSIC SHADES,NUTTIN',NUTTIN',TOP HAT,
482,BASTARD GAN PUNK V2 #482,CALM AF (STILL),GLOOMER BASTARD,33,,,,,,,PETITE,SOLID AF,RIGHT,BIG SMOKE,SHADOW BEARD,NUTTIN',X MOUTH,EYE MASK,NUTTIN',NUTTIN',X HEAD,
483,BASTARD GAN PUNK V2 #483,CALM AF (STILL),REAL DEAL BASTARD,32,,,,,,,ALIEN HUMAN HYBRID,SOLID AF,LEFT,PIPE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,CLOWN EYES,NUTTIN',NUTTIN',MOHAWK THIN,
484,BASTARD GAN PUNK V2 #484,CALM AF (STILL),WAIFU BASTARD,26,,,,,,,LARGE,GLITCHY AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',X MOUTH,CLASSIC SHADES,NUTTIN',NUTTIN',PINK WITH HAT,FRACTURED
485,BASTARD GAN PUNK V2 #485,CALM AF (STILL),THETA BASTARD,33,,,,,,,LARGE,SOLID AF,RIGHT,CIGGIE,CHINSTRAP,NUTTIN',BUCK TEETH,EYE SHADOW,NUTTIN',GOLD EARRING,DO-RAG,
486,BASTARD GAN PUNK V2 #486,CALM AF (STILL),LOW POLY BASTARD,15,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,NUTTIN',CHOKER,OPEN BUCKS,EYE MASK,NUTTIN',GOLD EARRING,HEADBAND,
487,BASTARD GAN PUNK V2 #487,CALM AF (STILL),SMOL BASTARD,26,,,,,,,LARGE,SOLID AF,RIGHT,CIGGIE,NORMAL BEARD,CHOKER,LIPSTICK,EYE MASK,NUTTIN',NUTTIN',DO-RAG,
488,BASTARD GAN PUNK V2 #488,CALM AF (STILL),PEACH BASTARD,27,,,,,,,PETITE,GLITCHY AF,LEFT,CIGGIE,HANDLEBARS,NUTTIN',LIPSTICK,CLOWN EYES,NUTTIN',NUTTIN',X HEAD,B&W
489,BASTARD GAN PUNK V2 #489,CALM AF (STILL),5HEAD BASTARD,14,,,,,,,APE,SOLID AF,LEFT,VAPE,GOAT,NUTTIN',OPEN BUCKS,CLOWN EYES,CLOWN NOSE,NUTTIN',TOP HAT,
490,BASTARD GAN PUNK V2 #490,HYPED AF (ANIMATED),W4NK3R BASTARD,10,SWEEP PICKING (16.66 FPS),188,2,NAH,1 - UNPLUGGED,FIXED COLOR,,,,,,,,,,,,
491,BASTARD GAN PUNK V2 #491,CALM AF (STILL),L4M3R BASTARD,29,,,,,,,ALIEN,SOLID AF,LEFT,PIPE,SHADOW BEARD,NUTTIN',GRILL,BIG SHADES,NUTTIN',GOLD EARRING,WILD WHITE HAIR,
492,BASTARD GAN PUNK V2 #492,CALM AF (STILL),TANKIE BASTARD,8,,,,,,,LARGE,GLITCHY AF,LEFT,EDIBLES???,GOAT,GOLD CHAIN,MEDICAL MASK,NERD GLASSES,CLOWN NOSE,NUTTIN',KNITTED DO-RAG,PLAID
493,BASTARD GAN PUNK V2 #493,CALM AF (STILL),500 IQ BASTARD,28,,,,,,,ALIEN,SOLID AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,3D GLASSES,NUTTIN',NUTTIN',MOHAWK,
494,BASTARD GAN PUNK V2 #494,CALM AF (STILL),SORCERER BASTARD,7,,,,,,,LARGE,SOLID AF,LEFT,PIPE,NORMAL BEARD,NUTTIN',LIPSTICK,NERD GLASSES,CLOWN NOSE,NUTTIN',WILD WHITE HAIR,
495,BASTARD GAN PUNK V2 #495,HYPED AF (ANIMATED),WEEB BASTARD,38,SWEEP PICKING (16.66 FPS),188,3,NAH,2 - DISTORTED,TRANSIENT COLORS,,,,,,,,,,,,
496,BASTARD GAN PUNK V2 #496,CALM AF (STILL),SIMP BASTARD,24,,,,,,,LARGE,SOLID AF,RIGHT,CIGGIE,MUTTONCHOPS,CHOKER,SMILE,HEART GLASSES,CLOWN NOSE,NUTTIN',MESSY HAIR,
497,BASTARD GAN PUNK V2 #497,CALM AF (STILL),TANKIE BASTARD,7,,,,,,,LARGE,GLITCHY AF,RIGHT,CIGGIE,CHINSTRAP,NUTTIN',BUCK TEETH,NERD GLASSES,NUTTIN',NUTTIN',CAP,HORIZONTALS
498,BASTARD GAN PUNK V2 #498,CALM AF (STILL),HIPPIE BASTARD,26,,,,,,,LARGE,GLITCHY AF,RIGHT,EDIBLES???,NORMAL BEARD,NUTTIN',LIPSTICK,3D GLASSES,NUTTIN',NUTTIN',X HEAD,STAIRS
499,BASTARD GAN PUNK V2 #499,CALM AF (STILL),HIPPIE BASTARD,29,,,,,,,ALIEN,SOLID AF,RIGHT,BIG SMOKE,SHADOW BEARD,CHOKER,SMILE,SMALL REGULARS,NUTTIN',NUTTIN',STRINGY HAIR,
500,BASTARD GAN PUNK V2 #500,CALM AF (STILL),DUMPSTER BASTARD,25,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,EYE PATCH,NUTTIN',GOLD EARRING,PEAK SPIKE,
501,BASTARD GAN PUNK V2 #501,CALM AF (STILL),C00LIO BASTARD,29,,,,,,,PETITE,SOLID AF,LEFT,EDIBLES???,LUXURIOUS BEARD,NUTTIN',LIPSTICK,REGULAR HEARTS,NUTTIN',NUTTIN',BEANIE,
502,BASTARD GAN PUNK V2 #502,CALM AF (STILL),WHALE WANNABE BASTARD,24,,,,,,,LARGE,SOLID AF,RIGHT,VAPE,NORMAL BEARD,NUTTIN',LIPSTICK,3D GLASSES,NUTTIN',NUTTIN',MOHAWK THIN,
503,BASTARD GAN PUNK V2 #503,CALM AF (STILL),L4M3R BASTARD,30,,,,,,,LARGE,SOLID AF,RIGHT,PIPE,CHINSTRAP,NUTTIN',SMIRK,HORNED RIM GLASSES,NUTTIN',NUTTIN',DO-RAG,
504,BASTARD GAN PUNK V2 #504,CALM AF (STILL),FREN BASTARD,28,,,,,,,ALIEN,SOLID AF,RIGHT,BIG SMOKE,GOAT,NUTTIN',SMILE,EYE MASK,NUTTIN',NUTTIN',BLONDE SHORT,
505,BASTARD GAN PUNK V2 #505,CALM AF (STILL),BLACKSMITH BASTARD,4,,,,,,,LARGE,SOLID AF,RIGHT,BIG SMOKE,SHADOW BEARD,CHOKER,SMIRK,HEART GLASSES,NUTTIN',NUTTIN',COWBOY HAT,
506,BASTARD GAN PUNK V2 #506,CALM AF (STILL),PERSONA NON GRATA BASTARD,7,,,,,,,LARGE,SOLID AF,RIGHT,CIGGIE,NUTTIN',GOLD CHAIN,DROOL,CLOWN EYES,NUTTIN',NUTTIN',PEAK SPIKE,
507,BASTARD GAN PUNK V2 #507,CALM AF (STILL),FUTURIST BASTARD,18,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,HANDLEBARS,NUTTIN',LIPSTICK,BIG SHADES,NUTTIN',GOLD EARRING,TIARA,
508,BASTARD GAN PUNK V2 #508,CALM AF (STILL),BOURGEOIS BASTARD,8,,,,,,,APE,SOLID AF,LEFT,CIGGIE,NUTTIN',NUTTIN',SMILE,3D GLASSES,CLOWN NOSE,NUTTIN',PIGTAIL FEDORA,
509,BASTARD GAN PUNK V2 #509,CALM AF (STILL),MOONBOI BASTARD,36,,,,,,,APE,SOLID AF,RIGHT,EDIBLES???,GOAT,NUTTIN',MEDICAL MASK,REGULAR SHADES,NUTTIN',GOLD EARRING,BALD,
510,BASTARD GAN PUNK V2 #510,CALM AF (STILL),4HEAD BASTARD,29,,,,,,,LARGE,SOLID AF,RIGHT,BIG SMOKE,MUSTACHE,NUTTIN',LIPSTICK,CLOWN EYES,CLOWN NOSE,NUTTIN',CAP FORWARD,
511,BASTARD GAN PUNK V2 #511,CALM AF (STILL),ROGUE BASTARD,26,,,,,,,APE,SOLID AF,RIGHT,EDIBLES???,GOAT,NUTTIN',SMILE,EYE MASK,CLOWN NOSE,GOLD EARRING,CAP FORWARD,
512,BASTARD GAN PUNK V2 #512,CALM AF (STILL),POOR BASTARD,6,,,,,,,PETITE,SOLID AF,FRONT,EDIBLES???,NUTTIN',THICC NECK,MEDICAL MASK,HEART GLASSES,NUTTIN',NUTTIN',FEDORA,
513,BASTARD GAN PUNK V2 #513,CALM AF (STILL),GENTLE BASTARD,40,,,,,,,ALIEN,GLITCHY AF,RIGHT,EDIBLES???,NUTTIN',CHOKER,MEDICAL MASK,CLOWN EYES,NUTTIN',NUTTIN',PEAK SPIKE,HORIZONTALS
514,BASTARD GAN PUNK V2 #514,CALM AF (STILL),NOOB BASTARD,23,,,,,,,APE,SOLID AF,LEFT,CIGGIE,LUXURIOUS BEARD,GOLD CHAIN,LIPSTICK,HORNED RIM GLASSES,NUTTIN',NUTTIN',HEADBAND,
515,BASTARD GAN PUNK V2 #515,CALM AF (STILL),BLOOMER BASTARD,15,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,GOAT,NUTTIN',LIPSTICK,SMALL SHADES,CLOWN NOSE,NUTTIN',COWBOY HAT,
516,BASTARD GAN PUNK V2 #516,CALM AF (STILL),SEXMACHINA BASTARD,32,,,,,,,APE,SOLID AF,RIGHT,PIPE 'n VAPE,NUTTIN',NUTTIN',GRILL,NERD GLASSES,NUTTIN',NUTTIN',MESSY HAIR,
517,BASTARD GAN PUNK V2 #517,CALM AF (STILL),ETHEREUM KILLA BASTARD,9,,,,,,,LARGE,GLITCHY AF,RIGHT,PIPE,NUTTIN',GOLD CHAIN,SMIRK,BIG SHADES,NUTTIN',NUTTIN',WILD WHITE HAIR,HORIZONTALS
518,BASTARD GAN PUNK V2 #518,CALM AF (STILL),2HEAD BASTARD,32,,,,,,,PETITE,GLITCHY AF,FRONT,PIPE 'n VAPE,BIG BEARD,NUTTIN',X MOUTH,VR,NUTTIN',NUTTIN',BALD,TRIANGLES
519,BASTARD GAN PUNK V2 #519,CALM AF (STILL),L4M3R BASTARD,15,,,,,,,ALIEN,SOLID AF,LEFT,VAPE,HANDLEBARS,GOLD CHAIN,REGULAR,CLASSIC SHADES,NUTTIN',GOLD EARRING,MOHAWK,
520,BASTARD GAN PUNK V2 #520,CALM AF (STILL),BOMBSHELL BASTARD,29,,,,,,,ALIEN,SOLID AF,LEFT,BIG SMOKE,HANDLEBARS,NUTTIN',REGULAR,VR,NUTTIN',NUTTIN',BANDANA,
521,BASTARD GAN PUNK V2 #521,CALM AF (STILL),DEALER BASTARD,21,,,,,,,APE,SOLID AF,FRONT,EDIBLES???,BIG BEARD,NUTTIN',SMILE,NERDY EYE MASK,NUTTIN',NUTTIN',VAMPIRE HAIR,
522,BASTARD GAN PUNK V2 #522,CALM AF (STILL),EMO BASTARD,21,,,,,,,LARGE,SOLID AF,LEFT,VAPE,GOAT,NUTTIN',DROOL,SMALL SHADES,CLOWN NOSE,NUTTIN',BLONDE SHORT,
523,BASTARD GAN PUNK V2 #523,CALM AF (STILL),SORCERER BASTARD,23,,,,,,,APE,SOLID AF,LEFT,CIGGIE,CHINSTRAP,NUTTIN',OPEN BUCKS,VR,CLOWN NOSE,NUTTIN',MOHAWK,
524,BASTARD GAN PUNK V2 #524,CALM AF (STILL),DOUCHE BASTARD,4,,,,,,,LARGE,SOLID AF,LEFT,VAPE,GOAT,NUTTIN',DROOL,EYE MASK,NUTTIN',NUTTIN',TOP HAT,
525,BASTARD GAN PUNK V2 #525,HYPED AF (ANIMATED),NERD BASTARD,23,STRUMMING (12.5 FPS),188,2,NAH,5 - GOES TO 11,TRANSIENT COLORS,,,,,,,,,,,,
526,BASTARD GAN PUNK V2 #526,CALM AF (STILL),VIRGIN BASTARD,13,,,,,,,PETITE,GLITCHY AF,RIGHT,VAPE,NUTTIN',SILVER CHAIN,LIPSTICK,SMALL SHADES,NUTTIN',NUTTIN',AFRO,GRID
527,BASTARD GAN PUNK V2 #527,HYPED AF (ANIMATED),BLACKSMITH BASTARD,30,SWEEP PICKING (16.66 FPS),188,2,NAH,2 - DISTORTED,TRANSIENT COLORS,,,,,,,,,,,,
528,BASTARD GAN PUNK V2 #528,CALM AF (STILL),VEGAN BASTARD,18,,,,,,,ALIEN,SOLID AF,RIGHT,VAPE,NORMAL BEARD,GOLD CHAIN,LIPSTICK,EYE SHADOW,NUTTIN',NUTTIN',WILD HAIR,
529,BASTARD GAN PUNK V2 #529,CALM AF (STILL),SEXMACHINA BASTARD,28,,,,,,,LARGE,GLITCHY AF,RIGHT,CIGGIE,NUTTIN',NUTTIN',SMIRK,VR,NUTTIN',NUTTIN',BALD,FRACTURED
530,BASTARD GAN PUNK V2 #530,CALM AF (STILL),CHAD BASTARD,26,,,,,,,ALIEN,SOLID AF,RIGHT,PIPE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,NERD GLASSES,NUTTIN',NUTTIN',DO-RAG,
531,BASTARD GAN PUNK V2 #531,CALM AF (STILL),FUTURIST BASTARD,15,,,,,,,ALIEN,SOLID AF,LEFT,CIGGIE,SHADOW BEARD,NUTTIN',OPEN BUCKS,HORNED RIM GLASSES,CLOWN NOSE,NUTTIN',PIGTAILS,
532,BASTARD GAN PUNK V2 #532,CALM AF (STILL),FREN BASTARD,37,,,,,,,LARGE,SOLID AF,LEFT,VAPE,HANDLEBARS,NUTTIN',DROOL,HEART GLASSES,NUTTIN',NUTTIN',FEDORA,
533,BASTARD GAN PUNK V2 #533,CALM AF (STILL),L4M3R BASTARD,37,,,,,,,X BASTARD,SOLID AF,RIGHT,EDIBLES???,NUTTIN',THICC NECK,X MOUTH,X EYES,NUTTIN',NUTTIN',PEAK SPIKE,
534,BASTARD GAN PUNK V2 #534,CALM AF (STILL),VIRGIN BASTARD,28,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',DROOL,HORNED RIM GLASSES,NUTTIN',GOLD EARRING,FEDORA,
535,BASTARD GAN PUNK V2 #535,CALM AF (STILL),FLIPPER BASTARD,29,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,CHINSTRAP,NUTTIN',MEDICAL MASK,X EYES,NUTTIN',GOLD EARRING,PIGTAILS,
536,BASTARD GAN PUNK V2 #536,CALM AF (STILL),DUMPER BASTARD,23,,,,,,,PETITE,GLITCHY AF,LEFT,VAPE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,CLASSIC SHADES,NUTTIN',NUTTIN',X HEAD,BLOCKY
537,BASTARD GAN PUNK V2 #537,HYPED AF (ANIMATED),PARASITE BASTARD,5,STRUMMING (12.5 FPS),188,2,NAH,5 - GOES TO 11,TRANSIENT COLORS,,,,,,,,,,,,
538,BASTARD GAN PUNK V2 #538,CALM AF (STILL),SEXMACHINA BASTARD,5,,,,,,,PETITE,GLITCHY AF,RIGHT,BIG SMOKE,NUTTIN',CHOKER,REGULAR,X EYES,NUTTIN',NUTTIN',MESSY HAIR,HORIZONTALS
539,BASTARD GAN PUNK V2 #539,CALM AF (STILL),HODLER BASTARD,35,,,,,,,APE,SOLID AF,RIGHT,CIGGIE,NUTTIN',CHOKER,MEDICAL MASK,BIG SHADES,NUTTIN',NUTTIN',BALD,
540,BASTARD GAN PUNK V2 #540,CALM AF (STILL),DOOMER BASTARD,17,,,,,,,LARGE,GLITCHY AF,RIGHT,VAPE,NUTTIN',CHOKER,LIPSTICK,BIG SHADES,NUTTIN',NUTTIN',TOP HAT,VERTICALS
541,BASTARD GAN PUNK V2 #541,CALM AF (STILL),GAMER BASTARD,28,,,,,,,ALIEN,SOLID AF,RIGHT,PIPE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,REGULAR SHADES,NUTTIN',GOLD EARRING,COWBOY HAT,
542,BASTARD GAN PUNK V2 #542,CALM AF (STILL),BIG TIDDY GOTH BASTARD,19,,,,,,,LARGE,SOLID AF,RIGHT,PIPE,HANDLEBARS,CHOKER,BUCK TEETH,CLASSIC SHADES,NUTTIN',NUTTIN',BALD,
543,BASTARD GAN PUNK V2 #543,CALM AF (STILL),ETHEREUM KILLA BASTARD,33,,,,,,,LARGE,SOLID AF,LEFT,PIPE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,EYE MASK,NUTTIN',GOLD EARRING,STRINGY HAIR,
544,BASTARD GAN PUNK V2 #544,HYPED AF (ANIMATED),ROMANTIQUE BASTARD,34,STRUMMING (12.5 FPS),188,4,NAH,4 - FLASHIE AF,TRANSIENT COLORS,,,,,,,,,,,,
545,BASTARD GAN PUNK V2 #545,CALM AF (STILL),BETA BASTARD,3,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,MUTTONCHOPS,NUTTIN',SMIRK,NERD GLASSES,NUTTIN',GOLD EARRING,CAP FORWARD,
546,BASTARD GAN PUNK V2 #546,HYPED AF (ANIMATED),DOOMER BASTARD,32,SWEEP PICKING (16.66 FPS),188,2,NAH,2 - DISTORTED,TRANSIENT COLORS,,,,,,,,,,,,
547,BASTARD GAN PUNK V2 #547,CALM AF (STILL),NOCOINER BASTARD,16,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,HANDLEBARS,NUTTIN',BUCK TEETH,NERD GLASSES,CLOWN NOSE,NUTTIN',CRAZY HAIR,
548,BASTARD GAN PUNK V2 #548,CALM AF (STILL),COOMER BASTARD,21,,,,,,,APE,SOLID AF,LEFT,EDIBLES???,SHADOW BEARD,NUTTIN',OPEN BUCKS,REGULAR SHADES,NUTTIN',NUTTIN',DO-RAG,
549,BASTARD GAN PUNK V2 #549,CALM AF (STILL),ROMANTIQUE BASTARD,23,,,,,,,ALIEN,SOLID AF,LEFT,EDIBLES???,LUXURIOUS BEARD,GOLD CHAIN,LIPSTICK,SMALL SHADES,NUTTIN',NUTTIN',CRAZY HAIR,
550,BASTARD GAN PUNK V2 #550,CALM AF (STILL),GAMER BASTARD,26,,,,,,,APE,GLITCHY AF,FRONT,EDIBLES???,NUTTIN',MIRROR NECK,MEDICAL MASK,BIG SHADES,NUTTIN',NUTTIN',PEAK SPIKE,VERTICALS
551,BASTARD GAN PUNK V2 #551,CALM AF (STILL),WEEB BASTARD,25,,,,,,,ALIEN,SOLID AF,LEFT,CIGGIE,CHINSTRAP,NUTTIN',DROOL,CLOWN EYES,CLOWN NOSE,NUTTIN',WILD WHITE HAIR,
552,BASTARD GAN PUNK V2 #552,CALM AF (STILL),TANKIE BASTARD,35,,,,,,,APE,SOLID AF,RIGHT,PIPE,CHINSTRAP 'N GOAT,NUTTIN',SMILE,VR,NUTTIN',NUTTIN',WILD HAIR,
553,BASTARD GAN PUNK V2 #553,CALM AF (STILL),JUST A PLAIN BASTARD,28,,,,,,,LARGE,SOLID AF,LEFT,PIPE,GOAT,GOLD CHAIN,LIPSTICK,HEART GLASSES,NUTTIN',NUTTIN',BALD,
554,BASTARD GAN PUNK V2 #554,CALM AF (STILL),HORNY BASTARD,27,,,,,,,LARGE,GLITCHY AF,RIGHT,PIPE,NUTTIN',NUTTIN',DROOL,SMALL REGULARS,NUTTIN',GOLD EARRING,BALD,BORDER
555,BASTARD GAN PUNK V2 #555,CALM AF (STILL),PERSONA NON GRATA BASTARD,29,,,,,,,APE,GLITCHY AF,RIGHT,PIPE,GOAT,NUTTIN',GRILL,X EYES,NUTTIN',GOLD EARRING,MOHAWK,EYES W/ DIAGONAL
556,BASTARD GAN PUNK V2 #556,CALM AF (STILL),PIMP BASTARD,26,,,,,,,LARGE,SOLID AF,LEFT,PIPE,NUTTIN',NUTTIN',BUCK TEETH,EYE BAGS,CLOWN NOSE,NUTTIN',KNITTED CAP,
557,BASTARD GAN PUNK V2 #557,CALM AF (STILL),DUMBA$$ BASTARD,26,,,,,,,PETITE,GLITCHY AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',REGULAR,BIG SHADES,NUTTIN',NUTTIN',MOHAWK THIN,VERTICALS
