TOKEN_ID,TOKEN_NAME,Sex,Fur,Eyes,Eyewear,Top,Neck,Head,Mouth,Nose,Ears,Expression,Background,Music,Dance
2286,,Male,Sandy,Yellow,,Voxel Rabbit Singlet,,,Tongue Out,,Steel Studs,Grin,Beach,Beyond the Gates,Big Nod
2287,Alan Hopps Watts,Male,Sandy,Green,Safety Glasses,Kimono,,Afro (Ginger),Pipe,Steel Stud,Steel Rings,Mouth Open (Right),Swamp,Follow You,Side Nod
2288,,Female,Orange,Xs,,Camo Jacket,,Tennis Hat,Lollipop,Steel Ring,Gold Rings,Mouth Open (Left),Backalley,Floating or Flying,Groove
2289,,Female,Blue Blood,Blue,Speed Glasses,Kimono,,Cowboy Hat,,Diamond Stud,,Smile,Lambo,Floating or Flying,Big Nod
2290,,Male,Ice Cream,Blue,Heart Glasses,Holographic Jacket,,,Carrot,Steel Ring,Gold Bows,Mouth Open (Right),Heaven,Electric Carrots,Subtle Nod
2291,,Male,Cheetah,Yellow,,Leather Vest,Bone Necklace,,Carrot,,,Mouth Open (Right),Tiki,Electric Carrots,Big Nod
2292,,Female,Zombie (Green),Inverted,,,Headphones,Sun Visor,Carrot,Bull Ring,Gold Rings,Mouth Open (Right) + Wink,Garden,Run Rabbit,Bob
2293,,Male,Darkness,Demon,Heart Glasses,Kimono,,Mohawk (Black),Cigarette,Steel Ring,,Mouth Open (Right),Garden,What the FLUF,Side Nod
2294,,Male,Parrot,Yellow,,Kimono,Gold Chain,Tuft (Blonde),Cigar,Gold Ring,,Mouth Open (Right),Gallery,Desert Digging,Round
2295,,Female,Sandy,Red (Dilated),,High Vis Vest,,,Cigarette,Diamond Stud,Red Ribbon,Mouth Open (Right),Spaceship,Back in the Burrow,Side To Side
2296,Amber ,Female,Sandy,Cat (Brown),,,Gold Chain,Tuft (Base),Joint,,,Mouth Open (Right),Backalley,Coffee and Carrots,Side Nod
2297,COOKIE,Female,Cow,Blue,Bug Eye Glasses,,,,,,Santa Hat,Blank,Garden,Electric Carrots,Round
2298,,Male,Tiger,Brown,,,Lei,Beanie,Lollipop,,,Mouth Open (Left),Forest,FLUF You Up,Big Nod
2299,,Male,Tiger,Blue,Round Glasses,Kimono,Bowtie (Black),Mohawk (Base),Pipe,Steel Ring,,Mouth Open (Right),Forest,Coffee and Carrots,Subtle Nod
2300,,Male,Camo,Green,Round Glasses,,,Tuft (Base),Pipe,Steel Stud,,Mouth Open (Right),Tiki,Desert Digging,Groove
2301,,Female,Guernica,Blue,Deal With It Glasses,Pink Jacket,Bowtie (Black),Crown,,Clown Nose,Steel Rings,Smile,Backalley,Desert Digging,Groove
2302,,Male,Peppermint,Blast,,,Bowtie (Red),,Pipe,Steel Ring,Gold Bows,Mouth Open (Right),Tiki,Reggae Rabbits,Groove
2303,,Male,Winter,Blue,Sunglasses,FLUF Jacket,Lei,Afro (Ginger),Carrot,Bull Ring,,Mouth Open (Right),Swamp,Reggae Rabbits,Side To Side
2304,,Male,Grey,Green,Designer Glasses,High Vis Vest,,Mohawk (Red),Whistle,Diamond Stud,Steel Studs,Mouth Open (Middle) + Wink,Gallery,I Like to Party,Subtle Nod
2305,,Male,Winter,Reptile (White),Shutter Glasses,Tie Dye Singlet,,Cowboy Hat,,Clown Nose,,Blank + Wink,Mansion,Eating Carrots in the Dark,Side To Side
2306,,Male,Parrot,Green,,Camo Jacket,Bowtie (Gold),Pirate Hat,Carrot,Steel Ring,,Mouth Open (Right),Dunes,Eating Carrots in the Dark,Side Nod
2307,Red1,Male,Red,Brown,Aviators,Voxel Rabbit Singlet,Headphones,,,,Bit Ear,Anger,Beach,Dubhop,Round
2308,Rodinfluf,Male,Darkness,Inverted (Purple),,,Collar (Pink),Holographic Cap,,Bull Ring,,Blank,Forest,Reggae Rabbits,Groove
2309,,Male,Black & White,Xs,,Voxel Rabbit Singlet,FLUF Logo Chain,,Joint,Bloody,Steel Studs,Mouth Open (Right),Swamp,Ear Wobbler,Big Nod
2310,,Male,Black & White,Green,Bug Eye Glasses,Kimono,,,Cigarette,Steel Stud,Red Ribbon,Mouth Open (Right),Markets,Electric Carrots,Side To Side
2311,,Male,Grey,Red,Designer Glasses,,,Mohawk (Red),,Gold Stud,Steel Rings & Studs,Blank,Backalley,Hop With Me,Groove
2312,,Male,Zebra,Red,,Flannel Jacket,Peace Necklace,,Whistle,,Red Ribbon,Mouth Open (Middle),Tiki,What the FLUF,Side To Side
2313,,Female,Winter,Green,Neon Glasses,Flannel Jacket,Dog Tags,,Carrot,,,Mouth Open (Right) + Wink,Tiki,Floating or Flying,Round
2314,,Male,Cow,Glowing White,,Flannel Jacket,,FLUF Cap,Pacifier,Steel Ring,,Mouth Open (Middle),Heaven,FLUF You Up,Subtle Nod
2315,FAUCI,Male,Darkness,Heart (Red),,Boob Tube,,Halo,,Steel Ring,Gold Studs,Grin,Swamp,Follow You,Groove
2316,,Female,Ice Cream,Cat (Blue),Shutter Glasses,Dress,Collar (Pink),Birthday Hat,,Steel Ring,Gold Bows,Blank,Heaven,Shadows,Subtle Nod
2317,,Male,Parrot,Heart (Red),,Boob Tube,Collar (Pink),Mohawk (Base),Cigarette,,Gold Rings,Mouth Open (Right),Star Explorer,Messiah,Subtle Nod
2318,,Male,Raspberry Ripple,Green (Dilated),,Yellow Rabbit Singlet,,Devil Horns,Lollipop,Gold Ring,,Mouth Open (Left),Markets,Hop On By,Groove
2319,,Male,Sandy,Reptile (Yellow),,Camo Jacket,Bowtie (Black),Beer Hat,,,Gold Studs,Blank,Tiki,Coffee and Carrots,Big Nod
2320,,Male,Orange,Blue,Sunglasses,Red Balloon Singlet,Lei,Army Helmet,Pipe,,Steel Rings,Mouth Open (Right),Swamp,FLUF You Up,Subtle Nod
2321,,Male,Guernica,Yellow,Star Glasses,,,,,,Gold Rings & Studs,Blank,Spaceship,Back in the Burrow,Subtle Nod
2322,,Male,Winter,Blue,Aviators,White Singlet,Clock Necklace,Afro (Base),Cigarette,,Gold Rings,Mouth Open (Right) + Wink,Garden,Beyond the Gates,Subtle Nod
2323,,Male,Grey,Red,,Voxel Rabbit Singlet,,Bandana,,Bull Ring,Steel Studs,Smile,Heaven,Shadows,Bob
2324,Myca,Female,Black & White,Green,,Digital Camo Singlet,Collar (Pink),,Whistle,Steel Ring,Diamond Studs,Mouth Open (Middle),Forest,Floating or Flying,Subtle Nod
2325,,Male,Black & White,Hypnotic,Cyberpunk Glasses,Kimono,Dog Tags,,Party Horn,Steel Ring,,Anger,Dunes,Coffee and Carrots,Groove
2326,,Female,Guernica,Heart (Blue),,,VIP lanyard,Army Helmet,Medical Mask,,,Blank,Gallery,Hop With Me,Round
2327,,Male,Candy Floss,Cat (Brown),,Flannel Jacket,Bowtie (Red),Army Helmet,Pipe,Gold Ring,,Mouth Open (Right),Spaceship,Reggae Rabbits,Round
2328,,Male,Peppermint,Green,Shutter Glasses,Camo Jacket,,Mullet (Base),Cigarette,Bone,Bandaged,Mouth Open (Right),Dunes,Follow You,Round
2329,,Male,Darkness,Dead,Aviators,,FLUF Logo Chain,,Lollipop,Bull Ring,Steel Rings,Anger,FLUF Haus Miami 2021,FLUF Ocean,Groove
2330,,Female,Cow,Green,,Puffer Vest,Collar (Pink),Beer Hat,,Gold Stud,Steel Studs,Blank,Swamp,I Like to Party,Bob
2331,,Male,Marshmellow,Blue,Speed Glasses,High Vis Vest,,Cowboy Hat,Tongue Out,Bone,,Smile,Markets,Disco Rabbit,Subtle Nod
2332,Mr Jade,Male,Peppermint,Green (Dilated),,,,Sombrero,,Steel Ring,Steel Rings,Smile,Dancing in the Shroomlight,Run Rabbit,Big Nod
2333,,Male,Moody Blue,Cat (Brown),Star Glasses,Tie Dye Singlet,FLUF Logo Chain,Flower Crown,Party Horn,,Steel Rings,Mouth Open (Left) + Wink,Swamp,Floating or Flying,Groove
2334,,Male,Peppermint,Cat (Blue),,Camo Jacket,,Conical Hat,Joint,Clown Nose,,Mouth Open (Right) + Wink,Tiki,FLUF You Up,Round
2335,Wen Lambo,Male,Peppermint,Green,Round Glasses,Holographic Jacket,,Mohawk (Black),,,Bandaged,Blank,Lambo,Follow You,Big Nod
2336,,Female,Darkness,Dead,Neon Glasses,Puffer Jacket,Bowtie (Gold),,,,,Blank + Wink,FLUF Haus Miami 2021,FLUF Ocean,Side Nod
2337,,Male,Winter,Green (Dilated),,Yellow Rabbit Singlet,,Mullet (Base),Pipe,Steel Ring,FLUF Tag,Mouth Open (Right),Heaven,Hop On By,Side To Side
2338,,Male,Brown,Green,Round Glasses,,Dog Tags,Mullet (Orange),Carrot,Steel Ring,,Mouth Open (Right) + Wink,Markets,Desert Digging,Side Nod
2339,,Female,Orange,Cat (Brown),,Kimono,,Afro (Base),Lip Piercings,Gold Stud,,Wonder,Dunes,Rabbiton,Round
2340,,Male,Sandy,Blue,Bug Eye Glasses,Voxel Rabbit Singlet,,,Cigarette,Gold Ring,Gold Bows,Mouth Open (Right),Gallery,Hop With Me,Side Nod
2341,,Male,Winter,Thirties,Star Glasses,,Clock Necklace,,Lollipop,Steel Ring,Steel Rings & Studs,Mouth Open (Left),Garden,FLUF You Up,Side Nod
2342,,Male,Zombie (Black),Inverted (Purple),,,Bowtie (Gold),Beanie,,Gold Ring,Steel Rings,Blank,Star Explorer,Messiah,Round
2343,,Female,Retro,Blue,Fake Eyelashes,Tie Dye Singlet,,,Medical Mask,,FLUF Tag,Blank,Mansion,Latin Fiesta,Subtle Nod
2344,,Female,Kandinsky,Xs,,,,,Lollipop,,,Mouth Open (Left) + Wink,Dancing in the Shroomlight,Latin Fiesta,Side Nod
2345,,Female,Zebra,Purple Rings,,,FLUF Logo Chain,Afro (Base),Lip Piercings,,,Smile,Mansion,Run Rabbit,Side Nod
2346,,Female,Grey,Blue,Designer Glasses,,,,Lipstick,,Red Ribbon,Blank,Backalley,Eating Carrots in the Dark,Subtle Nod
2347,,Female,Black & White,Dollars,,,Collar (Pink),Beer Hat,,,Steel Rings,Blank,Backalley,Hop On By,Side To Side
2348,,Female,Grey,Blue,Aviators,High Vis Vest,,Bandana,Joint,Steel Stud,FLUF Tag,Mouth Open (Right),Mansion,Back in the Burrow,Round
2349,,Male,Peppermint,Heart (Blue),,,Dog Tags,Tuft (Base),Cigarette,,FLUF Tag,Mouth Open (Right),Spaceship,Disco Rabbit,Big Nod
2350,,Male,Camo,Cat (Blue),,Puffer Vest,Tie,Mullet (Base),,,Bit Ear,Blank,The Front,Let It Go,Side Nod
2351,,Male,Bully,Glowing Red,,Tie Dye Singlet,Greenstone,Army Helmet,Party Horn,,Steel Rings,Mouth Open (Left),The Front,Shadows,Round
2352,,Male,Marshmellow,Green,Deal With It Glasses,,,Devil Horns,Whistle,Gold Ring,Steel Studs,Mouth Open (Middle),Garden,Electric Carrots,Bob
2353,,Male,Grey,Green,Bug Eye Glasses,,,,Pipe,,Steel Studs,Mouth Open (Right),Forest,Beyond the Gates,Groove
2354,,Male,Winter,Brown,Sunglasses,Kimono,,,Cigarette,Diamond Stud,FLUF Tag,Mouth Open (Right),Garden,What the FLUF,Round
2355,,Female,Sandy,Blast,,Digital Camo Singlet,,Tennis Hat,Lollipop,Bone,Gold Studs,Mouth Open (Left) + Wink,Beach,Dubhop,Side Nod
2356,Bugsy Siegel,Male,Peppermint,Yellow,Shutter Glasses,,Collar (Pink),Flower Crown,,Steel Stud,Gold Rings & Studs,Grin,Tiki,Coffee and Carrots,Side To Side
2357,,Male,Hawk,Fire,,,,Mullet (Orange),Joint,Steel Ring,,Mouth Open (Right),Lambo,Beyond the Gates,Round
2358,,Male,Brown,Blue,Aviators,Black FLUF Singlet,Collar (Pink),,Pipe,Diamond Stud,FLUF Tag,Mouth Open (Right),Lambo,Run Rabbit,Groove
2359,,Female,Red,Yellow,Shutter Glasses,,Bowtie (Black),Afro (Base),Lollipop,Steel Stud,Steel Rings,Anger,Lambo,Floating or Flying,Subtle Nod
2360,,Female,Sandy,Cat (Blue),,White Singlet,,Sombrero,Lip Piercings,Steel Stud,Steel Studs,Smile,Lambo,Latin Fiesta,Side To Side
2361,,Male,Tiger,Blue,Aviators,High Vis Vest,Bowtie (Red),Tuft (Base),Cigarette,Steel Ring,Steel Rings,Mouth Open (Right) + Wink,Dunes,Floating or Flying,Side Nod
2362,,Male,Sandy,Cat (Brown),Eye Patch,,,Mullet (Black),Joint,Bull Ring,Bandaged,Mouth Open (Right),Mansion,FLUF You Up,Round
2363,,Female,Grey,Cat (Brown),,Boob Tube,,Afro (Black),Lipstick,,,Blank,Garden,Latin Fiesta,Round
2364,,Male,Sandy,Purple,,,Glowstick Necklace,Flower Crown,Lollipop,,Gold Studs,Mouth Open (Left),Mansion,Ear Wobbler,Side Nod
2365,,Male,Honeycomb,Purple,,Digital Camo Singlet,FLUF Logo Chain,,Lip Piercings,Steel Ring,Steel Studs,Smile + Wink,Backalley,Hop With Me,Side Nod
2366,,Male,Peppermint,Yellow,Shutter Glasses,Pink Jacket,,Birthday Hat,Party Horn,,,Anger,FLUF Haus Miami 2021,I Like to Party,Subtle Nod
2367,,Male,Winter,Brown,Sunglasses,,Collar (Pink),,,Clown Nose,Bandaged,Blank,Garden,Hop With Me,Subtle Nod
2368,,Female,Red,Dollars,,,Headphones,Afro (Base),Joint,,,Mouth Open (Right),Tiki,Hop On By,Side To Side
2369,,Male,Sandy,Green,,Black FLUF Singlet,,Propeller Hat,Cigarette,Steel Ring,,Mouth Open (Right),Heaven,Follow You,Groove
2370,,Female,Peppermint,Blue,Heart Glasses,,,Mohawk (Red),Pacifier,Bone,FLUF Tag,Mouth Open (Middle),Dunes,Ear Wobbler,Side To Side
2371,,Male,Grey,Yellow,,Puffer Vest,Bowtie (Red),Beer Hat,,Gold Stud,Steel Studs,Blank,Dunes,Coffee and Carrots,Groove
2372,Pepto-Afro,Male,Raspberry Ripple,Reptile (White),,Boob Tube,,Afro (Base),Cigarette,Bull Ring,,Mouth Open (Right),Garden,Rabbiton,Side To Side
2373,,Female,Marshmellow,Red (Dilated),,White Singlet,,Mohawk (Base),Lollipop,Clown Nose,,Anger,Markets,Space Fluffle,Bob
2374,,Female,Winter,Dollars,,Tie Dye Singlet,VIP lanyard,,,Steel Ring,Red Ribbon,Grin,Markets,Run Rabbit,Bob
2375,,Male,Winter,Mandala,Cyberpunk Glasses,Kimono,Bone Necklace,Afro (Base),,Steel Ring,FLUF Tag,Wonder,Mansion,Desert Digging,Bob
2376,,Female,Orange,Cat (Blue),,,Bowtie (Black),,Party Horn,Steel Ring,,Mouth Open (Left),Beach,I Like to Party,Groove
2377,,Female,Brown,Glowing Red,Star Glasses,Digital Camo Singlet,Headphones,Tuft (Base),Lip Piercings,,,Smile,Gallery,Desert Digging,Round
2378,,Male,Zebra,Purple Rings,,Kimono,Tie,,Joint,,,Mouth Open (Right),Mansion,What the FLUF,Round
2379,,Female,Darkness,Xs,,,Collar (Black),,Cigarette,Diamond Stud,Diamond Studs,Mouth Open (Right),Star Explorer,Messiah,Subtle Nod
2380,,Male,Smoothie,Glowing Red,Safety Glasses,,,Flower Crown,Lipstick,,,Anger,Tiki,Eating Carrots in the Dark,Side To Side
2381,,Male,Black & White,Red (Dilated),,Kimono,Bone Necklace,Afro (Ginger),Lollipop,Diamond Stud,FLUF Tag,Mouth Open (Left),Markets,What the FLUF,Side To Side
2382,,Male,Raspberry Ripple,Green,,Pink Jacket,,Tuft (Blonde),Cigarette,,Gold Rings & Studs,Mouth Open (Right),Swamp,Space Fluffle,Side Nod
2383,,Male,Bully,Thirties,,FLUF Jacket,Dog Tags,,,Bone,Bandaged,Blank,Swamp,Run Rabbit,Side To Side
2384,,Male,Parrot,Green,,White Singlet,Bowtie (Gold),Afro (Base),,,,Sad,Beach,Disco Rabbit,Groove
2385,,Male,Sandy,Glowing White,Bug Eye Glasses,Red Balloon Singlet,,Beanie,Party Horn,Clown Nose,Steel Studs,Mouth Open (Left),Backalley,Hop With Me,Side To Side
2386,,Male,Camo,Reptile (Yellow),,Puffer Vest,Bowtie (Black),,Lip Piercings,Steel Ring,,Smile + Wink,Markets,Disco Rabbit,Groove
2387,,Female,Black & White,Yellow,,,Peace Necklace,Tuft (Black),Carrot,Steel Ring,,Mouth Open (Right),Lambo,Floating or Flying,Big Nod
2388,,Male,Winter,Green,,Dress,Gold Chain,,Lollipop,Bone,Gold Studs,Mouth Open (Left),Forest,FLUF You Up,Side Nod
2389,,Male,Highlighter,Green,Safety Glasses,,Collar (Pink),Propeller Hat,Cigarette,,,Mouth Open (Right),Swamp,Hop With Me,Bob
2390,,Male,Pheonix,Yellow,,Camo Jacket,,Flower Crown,,Bull Ring,Gold Bows,Blank,Lambo,Ear Wobbler,Big Nod
2391,,Male,Black & White,Heart (Red),Star Glasses,,,Flower Crown,Party Horn,Bone,,Anger,Dunes,Space Fluffle,Side Nod
2392,,Male,Sandy,Scribble,,Black FLUF Singlet,Dog Tags,Bandana,Medical Mask,,Bit Ear,Blank,Garden,Eating Carrots in the Dark,Round
2393,,Female,Orange,Blue,Aviators,Boob Tube,,Sombrero,Carrot,Bull Ring,Bit Ear,Mouth Open (Right),Garden,Back in the Burrow,Big Nod
2394,,Female,Brown,Blue,,,,Flower Crown,Lip Piercings,,Steel Rings & Studs,Smile,Swamp,Space Fluffle,Side Nod
2395,,Male,Cheetah,Cat (Brown),,,Bowtie (Black),Flower Crown,Medical Mask,,Gold Studs,Blank,Beach,Run Rabbit,Bob
2396,,Female,Tiger,Green (Dilated),,Yellow Rabbit Singlet,Collar (Pink),Beer Hat,,Gold Ring,,Blank + Wink,Backalley,FLUF You Up,Groove
2397,Lambo,Male,Sky,Thirties,,,,,Lollipop,Steel Stud,Steel Rings & Studs,Anger,Lambo,Disco Rabbit,Big Nod
2398,,Male,Peppermint,Brown,Round Glasses,Sign My Carrot Singlet,Gold Chain,Tuft (Base),Cigarette,,,Mouth Open (Right),Forest,Dubhop,Bob
2399,,Female,Winter,Yellow,,Dress,,Conical Hat,Lip Piercings,,,Smile + Wink,Dunes,Hop On By,Groove
2400,,Male,Grey,Blue,,,Peace Necklace,Pirate Hat,Carrot,Clown Nose,Gold Rings,Mouth Open (Right),Dunes,Ear Wobbler,Subtle Nod
2401,,Female,Sky,Yellow,Fake Eyelashes,,FLUF Logo Chain,Conical Hat,Carrot,Steel Ring,Diamond Studs,Mouth Open (Right),Gallery,Hop With Me,Side To Side
2402,,Male,Blue Blood,Yellow,,Flannel Jacket,,Propeller Hat,Medical Mask,,Steel Rings & Studs,Blank + Wink,Backalley,Run Rabbit,Round
2403,,Male,Smoothie,Green (Dilated),,FLUF Jacket,,Army Helmet,Whistle,Diamond Stud,,Mouth Open (Middle),Dunes,Beyond the Gates,Bob
2404,,Female,Brown,Heart (Blue),,Dress,Collar (Pink),Pirate Hat,Pacifier,,,Mouth Open (Middle),Swamp,Follow You,Subtle Nod
2405,Mr Clean,Male,Red,Red,,,Bowtie (Red),Beanie,Cigarette,Steel Stud,,Mouth Open (Right),Gallery,Ear Wobbler,Big Nod
2406,Satan,Male,Red,Red (Dilated),,,Collar (Black),Devil Horns,Pipe,Bull Ring,Steel Studs,Mouth Open (Right),Mansion,Run Rabbit,Groove
2407,,Male,Winter,Thirties,,Black FLUF Singlet,,Conical Hat,Pipe,Steel Stud,,Mouth Open (Right),Forest,Desert Digging,Big Nod
2408,,Male,Winter,Mandala,,,Bowtie (Red),,Carrot,Bull Ring,FLUF Tag,Mouth Open (Right),Tiki,Electric Carrots,Big Nod
2409,,Male,Blue Blood,Thirties,,,Tie,Tuft (Base),Carrot,,Steel Studs,Mouth Open (Right),Gallery,Floating or Flying,Subtle Nod
2410,,Male,Winter,Brown,Sunglasses,Voxel Rabbit Singlet,Collar (Black),Flower Crown,,Diamond Stud,,Blank,Lambo,Run Rabbit,Bob
2411,,Male,Grey,Blue,Star Glasses,,Bone Necklace,Afro (Base),Pacifier,Gold Ring,Bandaged,Mouth Open (Middle),Markets,Reggae Rabbits,Bob
2412,,Female,Zebra,Brown,Aviators,Pink Jacket,,Mohawk (Base),Pipe,,,Mouth Open (Right),Beach,Eating Carrots in the Dark,Side To Side
2413,,Male,Sandy,Heart (Red),Fake Eyelashes,,,Afro (Base),Joint,,Steel Rings & Studs,Mouth Open (Right),Spaceship,Floating or Flying,Big Nod
2414,,Male,Black & White,Dollars,,Camo Jacket,Bowtie (Black),Beanie,Cigar,,,Mouth Open (Right) + Wink,Mansion,Reggae Rabbits,Subtle Nod
2415,,Female,Sandy,Green,Round Glasses,,Tie,Sombrero,,,Steel Rings,Blank,Dunes,Electric Carrots,Big Nod
2416,,Female,Sandy,Glowing Red,Heart Glasses,Pink Jacket,Bone Necklace,Birthday Hat,,,Steel Studs,Sad,Backalley,Disco Rabbit,Big Nod
2417,Miss Gold Bunny 🐰,Female,Sandy,Reptile (Yellow),Shutter Glasses,Gold Jacket,,,,Steel Ring,Steel Studs,Blank,Backalley,Floating or Flying,Side To Side
2418,,Male,Cheetah,Dollars,,Sign My Carrot Singlet,Dog Tags,,Joint,,Diamond Cross Earring,Mouth Open (Right),Mansion,Disco Rabbit,Groove
2419,,Male,Retro,Blue,Sunglasses,Holographic Jacket,FLUF Logo Chain,,,Steel Ring,Steel Rings & Studs,Blank,Backalley,Shadows,Round
2420,,Male,Orange,Green,Shutter Glasses,Puffer Vest,,Beanie,Cigar,,Steel Rings & Studs,Mouth Open (Right),Backalley,Reggae Rabbits,Side To Side
2421,,Female,Orange,Yellow,Cyberpunk Glasses,Flannel Jacket,Lei,,Whistle,Steel Ring,Steel Rings & Studs,Mouth Open (Middle),Lambo,I Like to Party,Side To Side
2422,,Female,Black & White,Mandala,,,Collar (Pink),Beanie,,Clown Nose,Diamond Studs,Blank,Lambo,Rabbiton,Subtle Nod
2423,,Male,Zebra,Green (Dilated),,Red Balloon Singlet,Bowtie (Gold),Beer Hat,,,Gold Studs,Blank,Mansion,Hop With Me,Big Nod
2424,,Male,Winter,Cat (Brown),,Digital Camo Singlet,Bowtie (Gold),Afro (Base),,Bull Ring,Steel Rings & Studs,Anger,Beach,Hop On By,Subtle Nod
2425,,Male,Blue Blood,Brown,,Gold Jacket,Lei,FLUF Cap,Pacifier,,,Mouth Open (Middle),Heaven,Floating or Flying,Side Nod
2426,,Female,Brown,Blue,Bug Eye Glasses,Black FLUF Singlet,,Tuft (Base),,Gold Stud,,Smile,Markets,Space Fluffle,Bob
2427,,Male,Raspberry Ripple,Heart (Blue),,Puffer Jacket,Bowtie (Black),Afro (Black),Pipe,,,Mouth Open (Right),Tiki,Rabbiton,Subtle Nod
2428,Fender,Male,Starry Night,Blue,,,,Mullet (Black),Lollipop,Steel Stud,FLUF Tag,Anger,Lambo,Eating Carrots in the Dark,Big Nod
2429,,Female,Orange,Thirties,,,Headphones,Tuft (Base),,Bone,Steel Rings & Studs,Sad,Mansion,Coffee and Carrots,Bob
2430,,Male,Winter,Hypnotic,,Kimono,Bone Necklace,,,Steel Stud,,Smile,Forest,Floating or Flying,Subtle Nod
2431,,Male,Sandy,Reptile (White),Designer Glasses,,,,Lip Piercings,Bull Ring,Steel Rings,Wonder,Markets,Desert Digging,Groove
2432,,Male,Bully,Fire,Star Glasses,,Collar (Pink),,,Gold Stud,Steel Rings,Blank,Beach,FLUF You Up,Subtle Nod
2433,,Female,Orange,Green,Sunglasses,,,,,Bone,Steel Studs,Blank,Heaven,Disco Rabbit,Round
2434,,Male,Red,Glowing Red,,Camo Jacket,,,Medical Mask,,Santa Hat,Blank,Markets,Hop On By,Side To Side
2435,,Female,Candy Floss,Blue,Designer Glasses,,Tie,Afro (Base),,Bone,FLUF Tag,Blank,Dunes,Coffee and Carrots,Round
2436,,Male,Grey,Heart (Red),,Leather Vest,Bowtie (Gold),Beanie,Pacifier,Steel Ring,,Mouth Open (Middle),Backalley,Disco Rabbit,Side Nod
2437,,Male,Sandy,Brown,Bug Eye Glasses,,Bowtie (Black),Afro (Base),,Bone,Steel Rings,Sad,Backalley,I Like to Party,Groove
2438,Lady Diana,Female,Sandy,Cat (Blue),,,,Halo,Carrot,Bone,Diamond Cross Earring,Mouth Open (Right),Lambo,Dubhop,Groove
2439,,Male,Honeycomb,Blue,,Flannel Jacket,,Mullet (Base),Cigarette,Steel Ring,Steel Rings & Studs,Mouth Open (Right),Forest,Eating Carrots in the Dark,Side To Side
2440,Alexandros,Male,Peppermint,Cat (Brown),,Leather Vest,Collar (Black),Pirate Hat,Lollipop,Gold Ring,Steel Studs,Anger,The Front,L.O.V.E.,Bob
2441,,Male,Grey,Purple,,Digital Camo Singlet,Greenstone,,Joint,,,Mouth Open (Right),Lambo,Electric Carrots,Round
2442,,Male,Grey,Reptile (White),Shutter Glasses,High Vis Vest,,Sun Visor,,Bull Ring,,Blank,Beach,Space Fluffle,Subtle Nod
2443,,Male,Sky,Glowing Red,Neon Glasses,,Bowtie (Red),,Lipstick,Bone,,Sad,Mansion,Rabbiton,Side To Side
2444,,Male,Raspberry Ripple,Blue,Sunglasses,Yellow Rabbit Singlet,VIP lanyard,Afro (Base),,Steel Ring,Bandaged,Blank,Gallery,Coffee and Carrots,Side To Side
2445,,Male,Winter,Fire,Shutter Glasses,High Vis Vest,,Mohawk (Base),,Steel Ring,Santa Hat,Blank,Swamp,Eating Carrots in the Dark,Round
2446,,Male,Brown,Brown,Aviators,,,Pirate Hat,,Diamond Stud,FLUF Tag,Blank,Gallery,Electric Carrots,Groove
2447,,Male,Sky,Blue,Round Glasses,Leather Vest,Collar (Black),,Whistle,Bull Ring,,Mouth Open (Middle),Lambo,What the FLUF,Subtle Nod
2448,,Male,Black & White,Blue,Bug Eye Glasses,Dress,Collar (Black),,Mooncrust Pizza,,,Mouth Open (Middle),Lambo,Dubhop,Subtle Nod
2449,,Male,Brown,Dollars,,Yellow Rabbit Singlet,Gold Chain,,Medical Mask,,Gold Rings,Blank,Forest,Floating or Flying,Round
2450,,Male,Camo,Xs,,Voxel Rabbit Singlet,Dog Tags,,Lip Piercings,,,Smile,Forest,Eating Carrots in the Dark,Side Nod
2451,,Female,Brown,Purple,,,Bowtie (Red),Tuft (Base),Carrot,Diamond Stud,Bandaged,Mouth Open (Right),Swamp,Disco Rabbit,Big Nod
2452,,Male,Sky,Green (Dilated),,White Singlet,VIP lanyard,Devil Horns,Joint,Steel Ring,Steel Rings & Studs,Mouth Open (Right) + Wink,Mansion,Ear Wobbler,Big Nod
2453,,Male,Moody Blue,Green,Aviators,Camo Jacket,,Propeller Hat,Carrot,,,Mouth Open (Right) + Wink,Mansion,Disco Rabbit,Side To Side
2454,Madame Fluffel,Female,Grey,Cat (Brown),Dive Goggles,Sign My Carrot Singlet,Collar (Black),Mohawk (Base),Lipstick,,FLUF Tag,Blank,Garden,Back in the Burrow,Groove
2455,,Male,Kanagawa,Blue,Neon Glasses,,Collar (Black),,,Steel Stud,FLUF Tag,Anger,Dancing in the Shroomlight,Messiah,Subtle Nod
2456,,Female,Red,Heart (Red),,Puffer Jacket,,,Pacifier,Bone,,Mouth Open (Middle),Backalley,Run Rabbit,Subtle Nod
2457,,Male,Black & White,Brown,Round Glasses,,Lei,Flower Crown,,Gold Ring,Gold Rings & Studs,Smile + Wink,Garden,Disco Rabbit,Subtle Nod
2458,,Male,Brown,Thirties,,,Lei,Flower Crown,Cigarette,Steel Ring,Steel Rings,Mouth Open (Right),Garden,Coffee and Carrots,Side Nod
2459,,Male,Winter,Heart (Blue),,High Vis Vest,Dog Tags,Mohawk (Base),Carrot,Bone,,Mouth Open (Right) + Wink,Backalley,Run Rabbit,Bob
2460,,Male,Red,Dollars,Eye Patch,High Vis Vest,,,Cigarette,Bull Ring,Red Ribbon,Mouth Open (Right),Tiki,Beyond the Gates,Groove
