TOKEN_ID,TOKEN_NAME,Background,Bust,Head,Helmet,BustCover,Eyes,BaseDetail,Detail,EyesAccessory
1065,Angry Ape #1065,bg 6,orange bust,head og,barbarian horn helmet,mad left shoulder spike,,,,
1066,Angry Ape #1066,bg 50,invert hyper green bust,head og,hellboy blue horns,,,,,
1067,Angry Ape #1067,bg 63,original bust,head og,,sci fi soldier orange,,,,
1068,Angry Ape #1068,bg 33,original bust,head black contrast,,bullet vest camo,,,,
1069,Angry Ape #1069,bg 1,velvet stripe bust,head black warrior,,,eyes red,,,
1070,Angry Ape #1070,bg 28,white yellow bust,head black desat,head mech left side,mad left shoulder leather red,,,,patch
1071,Angry Ape #1071,bg 15,original bust,head checkered red orange,,,,,,
1072,Angry Ape #1072,bg 24,purple blue bust,head amazonian soldier,WW1 helmet,mad left shoulder leather red,,,,
1073,Angry Ape #1073,bg 5,rainbow pop bust,head neon teal vapor,,,,,,
1074,Angry Ape #1074,bg 65,white red bust,head white hand,,,eyes glow green,headband black,,
1075,Angry Ape #1075,bg 3,yellow bust,head og,,,eyes green,,oxygen hose,
1076,Angry Ape #1076,bg 39,original bust,head og,,shirt black,,,cigarette,
1077,Angry Ape #1077,bg 35,orange bust,head green blue,greek helmet,troy armor,,,,
1078,Angry Ape #1078,bg 51,blue white stripe bust,head blue vapor,,,,,,
1079,Angry Ape #1079,bg 33,magenta bust,head white tribe,,mad double shoulder spike,,,,
1080,Angry Ape #1080,bg 1,rainbow pop bust,head yellow orange skin,sith lord 4 horns blue,,eyes glow red,,,
1081,Angry Ape #1081,bg 34,mixed pink blue bust,head white hand,jello orange,,,,,
1082,Angry Ape #1082,bg 23,sherbert bust,head camo pink earth,skull mask teal,mad shot gun shell strap,,,,
1083,Angry Ape #1083,bg 27,original bust,head magenta og,,,,,,
1084,Angry Ape #1084,bg 53,original bust,head checkered red magenta,,sci fi soldier orange,eyes scar,,,
1085,Angry Ape #1085,bg 14,original bust,head og,,shirt red,,terminator left side mouth,,
1086,Angry Ape #1086,bg 56,invert blue bust,head magenta og,bandana black,suspenders green,,,,eyes lightning green
1087,Angry Ape #1087,bg 57,invert hyper green bust,head magenta bleached,,sci fi soldier orange,,,nose bone,
1088,Angry Ape #1088,bg 46,blue orange bust,head triangle red,medival soldier helmet,assym belt black,,,,
1089,Angry Ape #1089,bg 27,orange bust,head deep blue vapor,samurai soldier helmet,,,,,
1090,Angry Ape #1090,bg 6,neon green bust,head og,,,,terminator skull full,,
1091,Angry Ape #1091,bg 8,white red bust,head og,scifi white antennae,,,,,
1092,Angry Ape #1092,bg 34,original bust,head checkered green sage,demon mask jaw black,,,,,
1093,Angry Ape #1093,bg 63,original bust,head orange rainbow vapor,,sci fi soldier dust,,,,
1094,Angry Ape #1094,bg 23,hex striped bust,head yellow bleached,,shoulder guard metal,,,,
1095,Angry Ape #1095,bg 16,original bust,head joker,headphones black,mad leather vest brown,eyes magenta,,,
1096,Angry Ape #1096,bg 28,neon sherbert bust,head purple skin,,cyborg orange,,,,
1097,Angry Ape #1097,bg 66,invert black bust,head checkered orange sage,scifi blue antennae,,eyes happy,,,
1098,Angry Ape #1098,bg 35,mixed camo bust,head og,,,,,,
1099,Angry Ape #1099,bg 54,orange bust,head white red,gas mask_02,,,,,
1100,Angry Ape #1100,bg 7,invert blue bust,head checkered sage white,,suspenders green,,,,
1101,Angry Ape #1101,bg 11,invert green bust,head yellow orange skin,,sci fi soldier dust,,,,
1102,Angry Ape #1102,bg 34,original bust,head striped white electric blue,samurai general helmet,bullet vest camo,,,,
1103,Angry Ape #1103,bg 16,orange bust,head blue bleached,,mad rambo,,,,
1104,Angry Ape #1104,bg 29,purple blue bust,head blue,spin hat,sci fi soldier orange,,,,
1105,Angry Ape #1105,bg 28,invert faded bust,head black warrior,,mad rambo,,headband black,,
1106,Angry Ape #1106,bg 48,white yellow bust,head og,,,eyes glow lime,,,
1107,Angry Ape #1107,bg 10,neon green bust,head neon green skin,,,,,,
1108,Angry Ape #1108,bg 61,invert black bust,head white red,,,,AAA naruto,,
1109,Angry Ape #1109,bg 68,original bust,head blue desat,,,,,,
1110,Angry Ape #1110,bg 34,green stripe bust,head og,,,,,,
1111,Angry Ape #1111,bg 23,magenta bust,head neon green skin,,mad double shoulder leather brown,,,,
1112,Angry Ape #1112,bg 49,invert black bust,head yellow bleached,,mad suspenders black,,,,
1113,Angry Ape #1113,bg 27,original bust,head neon teal vapor,,sci fi soldier dust,,,,
1114,Angry Ape #1114,bg 42,invert blue bust,head camo pink earth,WW1 helmet,,,,small piercings,
1115,Angry Ape #1115,bg 65,mixed pink blue bust,head camo pink earth,,karate black,,,,
1116,Angry Ape #1116,bg 5,yellow bust,head checkered red blue,demon mask jaw yellow,,eyes glow green,,earrings horns,
1117,Angry Ape #1117,bg 17,orange bust,head neon green skin,cyber helmet blue,,,,,
1118,Angry Ape #1118,bg 1,invert blue bust,head yellow teal skin,bandana white,troy armor,,,,
1119,Angry Ape #1119,bg 28,yellow bust,head white yellow,,japanese soldier armor,,,,
1120,Angry Ape #1120,bg 19,teal white stripe bust,head 3 orange,,mad suspenders black,,,,
1121,Angry Ape #1121,bg 13,aboriginal general bust,head white priest,scifi white antennae,,,,,
1122,Angry Ape #1122,bg 53,original bust,head white red,,,,,,eyes lightning blue
1123,Angry Ape #1123,bg 5,velvet stripe bust,head yellow orange skin,,,,,,
1124,Angry Ape #1124,bg 21,teal orange bust,head blood orange blue,,japanese general armor,,,,
1125,Angry Ape #1125,bg 61,purple blue bust,head dark blue,,mad suspenders black,,,,
1126,Angry Ape #1126,bg 16,aboriginal shaman bust,head striped white green,,mongol knight,,,,eyes lightning blue
1127,Angry Ape #1127,bg 1,original bust,head neon pink blue skin,headphones black,mad suspenders natural,,,,
1128,Angry Ape #1128,bg 27,original bust,head magenta og,,mad shot gun shell strap,,,,
1129,Angry Ape #1129,bg 49,neon green bust,head yellow og skin,demon mask troll red,mongol dark soldier,,,,
1130,Angry Ape #1130,bg 23,neon green bust,head og,,shoulder guard metal,,AAA naruto,,
1131,Angry Ape #1131,bg 41,two face bust,head striped blue magenta,deer horns,dune suit,,,,
1132,Angry Ape #1132,bg 12,invert green bust,head green red,hellboy blue horns,assym belt brown,,terminator skull left,,
1133,Angry Ape #1133,bg 3,invert hyper green bust,head neon teal vapor,,,,,,
1134,Angry Ape #1134,bg 57,invert faded bust,head rainbow pop,cyber helmet alpha,,,,cigarette,
1135,Angry Ape #1135,bg 40,yellow bust,head triangle red,scifi white antennae helmet mask,,,,,
1136,Angry Ape #1136,bg 60,original bust,head blue bleached,,mad leather vest brown,,terminator full mouth,,
1137,Angry Ape #1137,bg 26,magenta bust,head green blue,scifi orange antennae mask helmet,bullet vest camo,,,,
1138,Angry Ape #1138,bg 3,rainbow pop bust,head white priest,,,eyes glow green,,,
1139,Angry Ape #1139,bg 48,orange bust,head og,,warrior runt red,,,,
1140,Angry Ape #1140,bg 47,original bust,head white washed,sith lord 4 horns blue,mad steel vest,,,cigarette,
1141,Angry Ape #1141,bg 53,teal orange bust,head white washed,cyber helmet orange,mad steel vest,,,,
1142,Angry Ape #1142,bg 56,purple blue bust,head tribal warrior,,mad double shoulder leather brown,,,,
1143,Angry Ape #1143,bg 65,neon green bust,head white red,,mad shot gun shell strap,,,,
1144,Angry Ape #1144,bg 60,magenta bust,head teal skin,greek helmet,shirt mustard,,,,
1145,Angry Ape #1145,bg 16,invert black bust,head green magenta,cyber helmet yellow,mad left shoulder spike,,,,
1146,Angry Ape #1146,bg 3,original bust,head green magenta,hellboy blue horns,,,terminator right side mouth,,
1147,Angry Ape #1147,bg 64,aboriginal dance bust,head magenta skin,demon mask jaw yellow,,,,,
1148,Angry Ape #1148,bg 49,checkered black white bust,head white vapor,head mech left side,sci fi soldier dust,,,,
1149,Angry Ape #1149,bg 10,invert green bust,head blue,mongol mohawk helmet,bullet vest camo,eyes glow magenta,,,
1150,Angry Ape #1150,bg 9,yellow bust,head magenta og,,,,,,
1151,Angry Ape #1151,bg 59,blue goth bust,head blue vapor,scifi white antennae helmet,,eyes red,,,
1152,Angry Ape #1152,bg 15,white red bust,head striped white electric blue,horns,warrior runt grey,eyes glow magenta,,,
1153,Angry Ape #1153,bg 48,rainbow pop bust,head white dark,man bun,mad left shoulder leather red,eyes happy,,nose bone,
1154,Angry Ape #1154,bg 66,blue magenta bust,head rainbow pop,,hazmat yellow,,,,
1155,Angry Ape #1155,bg 13,invert black bust,head neon pink yellow skin,,mad leather vest brown,,headband black,,
1156,Angry Ape #1156,bg 12,yellow bust,head triangle white,headphones teal,,,,,
1157,Angry Ape #1157,bg 5,rainbow pop bust,head yellow vapor,samurai general helmet,suspenders green,eyes happy,,,
1158,Angry Ape #1158,bg 48,white red bust,head white hand,mongol mohawk helmet,,,,,
1159,Angry Ape #1159,bg 51,death bust,head blue vapor,head mech left side,mad suspenders natural,,,,
1160,Angry Ape #1160,bg 8,sherbert bust,head green og,,,,terminator left side mouth,,
1161,Angry Ape #1161,bg 21,green stripe bust,head white dark,scifi blue antennae mask,japanese soldier armor,eyes scar,,,
1162,Angry Ape #1162,bg 49,checkered black white bust,head sage vapor,,,eyes glow green,,,
1163,Angry Ape #1163,bg 44,original bust,head green red,,japanese soldier armor,,,,
1164,Angry Ape #1164,bg 5,white red bust,head neon orange og,cyber helmet blue,,eyes red,,,
1165,Angry Ape #1165,bg 56,neon sherbert bust,head yellow orange skin,,,eyes magenta,,,
1166,Angry Ape #1166,bg 54,rainbow pop bust,head triangle red,,mongol knight,eyes scar,,,
1167,Angry Ape #1167,bg 49,original bust,head hyper yellow,,sci fi soldier orange,,,,
1168,Angry Ape #1168,bg 27,white yellow bust,head og,roman helmet,,,,,
1169,Angry Ape #1169,bg 45,mixed pink blue bust,head magenta og,cyber helmet orange,,,,,
1170,Angry Ape #1170,bg 12,neon green bust,head og,,mad steel vest,,,,
1171,Angry Ape #1171,bg 38,orange bust,head green blue,,suspenders dust,,,,
1172,Angry Ape #1172,bg 53,magenta bust,head checkered sage white,,,,,,
1173,Angry Ape #1173,bg 27,original bust,head og,,,,,nose horns,
1174,Angry Ape #1174,bg 42,green blue stripe bust,head circle tribe,jello orange,,eyes happy,,,
1175,Angry Ape #1175,bg 17,neon sherbert bust,head light blue vapor,,,,,,
1176,Angry Ape #1176,bg 57,blue goth bust,head light blue vapor,sith lord 6 horns magenta,,,,,
1177,Angry Ape #1177,bg 21,death bust,head magenta og,,,,,,
1178,Angry Ape #1178,bg 14,purple blue bust,head magenta og,bandana white,shirt blue,,,,
1179,Angry Ape #1179,bg 41,orange bust,head teal vapor,spin hat,bullet vest camo,,,,
1180,Angry Ape #1180,bg 1,yellow bust,head og,,stripe shirt freddy,eyes red,,,
1181,Angry Ape #1181,bg 64,invert green bust,head electric blue vapor,cyber helmet alpha,assym belt brown,,,,
1182,Angry Ape #1182,bg 1,original bust,head yellow teal skin,,,,,,
1183,Angry Ape #1183,bg 19,amazon bust,head orange wave skin,,,,,,
1184,Angry Ape #1184,bg 7,neon green bust,head blue pink vapor,cyber helmet orange,warrior runt brown,eyes glow yellow,,,
1185,Angry Ape #1185,bg 61,neon sherbert bust,head magenta og,,,,,,
1186,Angry Ape #1186,bg 67,mixed pink blue bust,head purple purple,roman helmet,,eyes magenta,,,
1187,Angry Ape #1187,bg 26,invert blue bust,head triangle white,elk horns red,,,,,
1188,Angry Ape #1188,bg 50,white magenta bust,head striped white magenta teal skin,,,,,,
1189,Angry Ape #1189,bg 6,goth bust,head white dark,greek helmet,,,,,
1190,Angry Ape #1190,bg 29,blue magenta bust,head sherbert bust,,japanese soldier armor,,,,
1191,Angry Ape #1191,bg 37,orange bust,head magenta og,greek helmet,,,,,
1192,Angry Ape #1192,bg 21,orange bust,head white tribe,,,eyes magenta dizzy,,,
1193,Angry Ape #1193,bg 34,invert hyper green bust,head magenta og,,troy armor,,,,
1194,Angry Ape #1194,bg 16,purple blue bust,head blue,scifi blue antennae mask shield,,,,,
1195,Angry Ape #1195,bg 54,acid green orange bust,head yellow orange skin,hellboy red horns,,,,,
1196,Angry Ape #1196,bg 19,invert blue bust,head green og,,mad left shoulder leather brown,eyes red,,,
1197,Angry Ape #1197,bg 44,purple blue bust,head blue,,,eyes glow blue,,,
1198,Angry Ape #1198,bg 30,magenta bust,head bloody priest,,,,,,
1199,Angry Ape #1199,bg 11,mixed camo bust,head blood orange blue,cyber helmet yellow,,,,,
1200,Angry Ape #1200,bg 29,white red bust,head dark blue,,,,,,
1201,Angry Ape #1201,bg 67,acid green orange bust,head deep blue vapor,demon mask troll white,cyborg white,,headband black,,
1202,Angry Ape #1202,bg 18,orange bust,head og,demon mask jaw black,,,,,
1203,Angry Ape #1203,bg 29,neon green bust,head green magenta,,mad leather vest brown,,terminator skull full,,
1204,Angry Ape #1204,bg 6,magenta bust,head white dark,,warrior runt grey,,,,
1205,Angry Ape #1205,bg 65,teal orange bust,head light blue vapor,elk horns red,,,,,
1206,Angry Ape #1206,bg 51,sherbert bust,head blue,space suit,sci fi soldier orange,,,,
1207,Angry Ape #1207,bg 8,yellow bust,head og,barbarian horn helmet,mad left shoulder leather brown,,AAA naruto,,
1208,Angry Ape #1208,bg 5,neon sherbert bust,head teal,skull mask,,,,,eyes lightning teal
1209,Angry Ape #1209,bg 13,blue magenta bust,head pink vapor,,,,,,
1210,Angry Ape #1210,bg 64,neon green bust,head white washed,chinese soldier,,,,,
1211,Angry Ape #1211,bg 26,neon green bust,head camo,hellboy blue horns,,,,,
1212,Angry Ape #1212,bg 12,original bust,head blue,elk horns red,,,,small piercings,
1213,Angry Ape #1213,bg 61,amazon bust,head orange wave skin,demon mask jaw red,mad left shoulder spike,,,,
1214,Angry Ape #1214,bg 30,yellow bust,head og,,dune suit scarf,,,,
1215,Angry Ape #1215,bg 38,two face bust,head checkered red yellow,,,,,,
1216,Angry Ape #1216,bg 3,acid green orange bust,head light orange vapor,sith lord 4 horns blue,,,,,
1217,Angry Ape #1217,bg 1,death bust,head deep blue vapor,,mad double shoulder spike,,,,eyes lightning blue
1218,Angry Ape #1218,bg 11,invert blue bust,head blue pink vapor,greek helmet,,,,,
1219,Angry Ape #1219,bg 42,rainbow pop bust,head hyper teal,,,,,,
1220,Angry Ape #1220,bg 39,orange bust,head camo pink earth,,,,headband red,,
1221,Angry Ape #1221,bg 8,velvet stripe bust,head two face 2,headphones teal,mad suspenders black,,,,
1222,Angry Ape #1222,bg 67,aboriginal general bust,head magenta og,skull mask,,,,,
1223,Angry Ape #1223,bg 30,psyche bust,head neon pink og,,,,,,
1224,Angry Ape #1224,bg 37,goth bust,head magenta og,devil horns black,,,terminator skull full,nose horns,
1225,Angry Ape #1225,bg 4,metropolitan bust,head og,,japanese soldier armor,,,,
1226,Angry Ape #1226,bg 53,orange bust,head green blue,sith lord 4 horns blue,,,,,
1227,Angry Ape #1227,bg 17,magenta bust,head orange rainbow vapor,,japanese soldier armor,,,nose ring large,
1228,Angry Ape #1228,bg 14,green blue stripe bust,head checkered orange sage,demon mask jaw yellow,,,,,
1229,Angry Ape #1229,bg 46,acid green orange bust,head magenta skin,,,,,,
1230,Angry Ape #1230,bg 45,goth bust,head electric blue vapor,,,,,,patch happy face
1231,Angry Ape #1231,bg 37,original bust,head og,gas mask,,eyes glow lime,,,
1232,Angry Ape #1232,bg 9,psyche bust,head white tribe,,,,,,eyes lightning yellow
1233,Angry Ape #1233,bg 4,invert blue bust,head deep blue vapor,,karate white,eyes glow yellow,,,
1234,Angry Ape #1234,bg 45,neon green bust,head og,hellboy red horns,,,,,
1235,Angry Ape #1235,bg 51,orange bust,head yellow og skin,,warrior runt brown,,,,
1236,Angry Ape #1236,bg 40,white red bust,head light orange vapor,,warrior runt brown,,,,eyes lightning yellow
1237,Angry Ape #1237,bg 53,original bust,head deep blue vapor,demon mask jaw red,bullet vest camo,eyes magenta,,,
1238,Angry Ape #1238,bg 10,metropolitan bust,head tribal warrior,,hazmat yellow,,,,
1239,Angry Ape #1239,bg 10,original bust,head striped white orange,,troy armor,,,,
1240,Angry Ape #1240,bg 30,yellow bust,head white washed,,japanese soldier armor,,,,
1241,Angry Ape #1241,bg 12,sherbert bust,head og,jello orange,,eyes red,,,
1242,Angry Ape #1242,bg 64,neon sherbert bust,head camo grey,,mad steel vest,,,,
1243,Angry Ape #1243,bg 17,orange bust,head sherbert bust,,,,,,
1244,Angry Ape #1244,bg 3,velvet stripe bust,head teal vapor,roman helmet,bullet vest camo,eyes green,,,
1245,Angry Ape #1245,bg 64,psyche bust,head black contrast,headphones blue orange,,eyes glow red,,,
1246,Angry Ape #1246,bg 26,checkered blue black bust,head blue skin,,warrior runt brown,eyes magenta,,,
1247,Angry Ape #1247,bg 38,original bust,head dark blue,,karate white,,,,
1248,Angry Ape #1248,bg 37,neon green bust,head bloody hand,,,,,scar head,
1249,Angry Ape #1249,bg 10,rainbow pop bust,head blue vapor,bandana yellow,suspenders dust,,,,
1250,Angry Ape #1250,bg 61,goth bust,head yellow og skin,,chain mail,eyes glow magenta,,,
1251,Angry Ape #1251,bg 57,neon sherbert bust,head pink vapor,,,,,,
1252,Angry Ape #1252,bg 68,original bust,head red skin,,sci fi soldier dust,,,,
1253,Angry Ape #1253,bg 8,white yellow bust,head green blue,,sci fi soldier dust,,,,
1254,Angry Ape #1254,bg 60,orange bust,head magenta og,cyber helmet orange,,,,,
1255,Angry Ape #1255,bg 8,psyche bust,head striped white orange,,,,terminator right side mouth,,
1256,Angry Ape #1256,bg 41,original bust,head seaweed vapor,medival soldier helmet,,,,,
1257,Angry Ape #1257,bg 5,amazon bust,head blue skin,,,,,,
1258,Angry Ape #1258,bg 24,original bust,head blue desat,hellboy red horns,,,,,
1259,Angry Ape #1259,bg 10,death bust,head green red,skull mask red teal,shoulder guard copper,,,,
1260,Angry Ape #1260,bg 63,orange bust,head checkered red orange,,,,headband red,,
1261,Angry Ape #1261,bg 13,teal white stripe bust,head green magenta,mongol mohawk helmet,,eyes green,,,
1262,Angry Ape #1262,bg 34,white yellow bust,head neon pink og,,,,,,
1263,Angry Ape #1263,bg 24,invert faded bust,head hyper teal,,shirt white,,,,
