TOKEN_ID,TOKEN_NAME,animation,hair,face accessory,eyes,earrings,horns,colour scheme,halo,other accessories
2329,Imp #2329,Float,,Cute cheeks,Eyelashes,Feather earrings,Medium horns,Angry Flamingo,Moon,Royal mantle
2330,Imp #2330,Look left,Vine crown,Ofuda,Empty eyes,Flower earring,Split horns,Neon Juice,,
2331,Imp #2331,Look right,Mushrooms,Cute cheeks,Normal Eyes,,Double horns,Ethereal Watermelon,Moon,Concentration
2332,Imp #2332,Look right,Short dreads,Disco glasses,Mascara,,Thin horns,Spearmint Cherry,,Aux Cables
2333,Imp #2333,Look right,Forehead bandaid,Moustache,Normal Eyes,Antichrist earrings,Thin horns,Pink Forest,Top hat,
2334,Imp #2334,Float,Short dreads,Rose,Normal Eyes,,Medium horns,Spearmint Cherry,,Suit
2335,Imp #2335,Float,Small beanie,Specs,Normal Eyes,Feather earrings,Small horns,Spearmint sunset,,Spear
2336,Imp #2336,Look right,Bandana,Tooth,Eyes closed,,Thin horns,Spearmint Cherry,Fez,Ciggy
2337,Imp #2337,Look right,Skater cut,,Stubborn eyes,Moon earrings,Tipped horns,Spearmint sunset,War flag,Turtleneck
2338,Imp #2338,Look right,Windy hair,,Eyes closed,,Medium horns,Spearmint sunset,Balloons,Big white wings
2339,Imp #2339,Look left,Cowboy hat,,VR,Cross earring,Slick horns,Berry Blossom,UFO,Turtleneck
2340,Imp #2340,Look right,Three braids,Nosering,Normal Eyes,Eth earring,Thin horns,Spearmint Cherry,,
2341,Imp #2341,Look right,,Flower,Eyelashes,Two earrings,Split horns,Pink Forest,Halo,Axe
2342,Imp #2342,Look right,Cyberhalo,Stitches,Stubborn eyes,,Split horns,Cherry Tides,,Hover rings
2343,Imp #2343,Look right,Spikes,Goatee,Normal Eyes,,Big horns,Grape lipstick,Kid,
2344,Imp #2344,Look right,Genie hair,Goatee,Fire pupils,Key earring,Slick horns,Neon Juice,,Ice cream
2345,Imp #2345,Look left,Skater Cap,Kunai,Normal Eyes,,Tipped horns,Angry Flamingo,Paper plane,Suit
2346,Imp #2346,Look left,Bamboo hat,,Mask,Rose earring,Split horns,Ethereal Watermelon,,Double chain
2347,Imp #2347,Float,Alien,,Normal Eyes,Feather earrings,Branch horns 2,Ethereal Watermelon,Moon,Small chains
2348,Imp #2348,Float,Fisherman beanie,Ring beard,Fire pupils,,Big horns,Neon Saphire,Moon,Scythe
2349,Imp #2349,Look left,,Cute cheeks,Yokai eyes,Moon earrings,Tipped horns,Cherry Tides,Floating Flowers,Mime suit
2350,Imp #2350,Float,Cowboy hat,Freckles,Tired,Stretcher,Slick horns,Grape lipstick,,Hover rings
2351,Imp #2351,Look left,Goggles,Eye dots,Eyelashes,Cyber earrings,Split horns,Neon Saphire,Planets,Scarf
2352,Imp #2352,Look right,Desert hat,Tooth,Normal Eyes,,Medium horns,Spearmint Cherry,Balloons,Tag
2353,Imp #2353,Look left,,Ring beard,Fire lashes,,Double horns,Pink Forest,,Button Jacket
2354,Imp #2354,Look left,Spikes,,Fire pupils,Eth earring,Branch horns 2,Berry Blossom,,Ice cream
2355,Imp #2355,Look right,Vine crown,,Normal Eyes,Smiley earrings,Medium horns,Spearmint Cherry,,Small chains
2356,Imp #2356,Look right,Wizard cap,Gas mask,Normal Eyes,Goth earrings,Split horns,Berry Blossom,Balloons,Imp Necklace
2357,Imp #2357,Float,Quiff,Wayfarer shades,Stubborn eyes,,Medium horns,Grape lipstick,Rocket,Hover rings
2358,Imp #2358,Look left,Undercut,Straw,Normal Eyes,Antichrist earrings,Medium horns,Angry Flamingo,,Captain vest
2359,Imp #2359,Look right,Punk,,Yokai eyes,Smiley earrings,Antlers,Neon Lantern,,Small chains
2360,Imp #2360,Look left,Bandana quiff,Wayfarer shades,Normal Eyes,BTC earring,Branch horns 2,Cherry Tides,,Eye necklace
2361,Imp #2361,Look right,Fisherman beanie,Broken glasses,Panda,,Thin horns,Berry Blossom,,Clouds
2362,Imp #2362,Look right,Long hair beanie,Face stripes,Eyes closed,,Small horns,Angry Flamingo,,Imp Necklace
2363,Imp #2363,Float,Fedora,Moustache,Panda,Cross earring,Small horns,Spearmint Cherry,Balloons,
2364,Imp #2364,Look left,Bowl cut beanie,Face bandaid,Eyelashes,,Medium horns,Spearmint Cherry,Balloons,
2365,Imp #2365,Float,Geisha cut,,Normal Eyes,Diagonal piercings,Thin horns,Spearmint sunset,,Scarf
2366,Imp #2366,Look left,Bucket hat,,Mascara,Cyber earrings,Slick horns,Neon Juice,,Laces
2367,Imp #2367,Float,Flat cap,War stripes,Eyelashes,,Small horns,Spearmint Cherry,,Turtleneck 2
2368,Imp #2368,Float,Forehead bandaid,Moustache,Normal Eyes,,Slick horns,Angry Flamingo,Love message,Crumpled ciggy
2369,Imp #2369,Look left,Triple poof,,Eyes closed,,Slick horns,Angry Flamingo,Fez,Imp Tail
2370,Imp #2370,Look right,,Disco glasses,Eyelashes,,Small horns,Spearmint Cherry,Halo,Bell scarf
2371,Imp #2371,Float,Quiff,Moustache beard,Eyelashes,BTC earring,Tipped horns,Spearmint Cherry,,Ice cream
2372,Imp #2372,Float,Bucket hat,Pencil,Eyes closed,,Tipped horns,Spearmint sunset,,Axe
2373,Imp #2373,Look left,Three braids,Broken glasses,Fire pupils,Cross earring,Small horns,Spearmint Cherry,,Button Jacket
2374,Imp #2374,Float,,Tears,Panda,,Small horns,Spearmint sunset,,Big wings
2375,Imp #2375,Float,Three striped,Cheek triangles,Mascara,Flower earring,Big horns,Ethereal Watermelon,Planets,Monk collar
2376,Imp #2376,Look left,Samurai hair,Cute cheeks,Normal Eyes,Moon earrings,Small horns,Angry Flamingo,,Spraycans
2377,Imp #2377,Look right,Fisherman beanie,Wayfarer shades,Normal Eyes,Cross earring,Slick horns,Pink Forest,Halo,Stars
2378,Imp #2378,Float,Viking braids,Disco glasses,Normal Eyes,Stripe earrings,Small horns,Spearmint Cherry,,Stunt suit
2379,Imp #2379,Float,Goggles,Branch nose,Mascara,,Small horns,Spearmint sunset,,Sword
2380,Imp #2380,Look right,Short dreads mesh,,Cyclops,Moon earrings,Tipped horns,Neon Lantern,,Spear
2381,Imp #2381,Look right,Hairclips,Grin,Normal Eyes,Key earring,Double horns,Neon Lantern,Rocket,
2382,Imp #2382,Look right,Short dreads,Broken glasses,Eyes closed,Smiley earrings,Thin horns,Angry Flamingo,,Recruitment
2383,Imp #2383,Look left,Viking braids,Ofuda,Normal Eyes,,Slick horns,Spearmint sunset,Rocket,Scarf
2384,Imp #2384,Float,Desert hat,Cheek arrow,VR,,Slick horns,Spearmint Cherry,,Scarf
2385,Imp #2385,Look right,Wanderer cut,Cheek O's,Tired,,Small horns,Angry Flamingo,Fez,
2386,Imp #2386,Look left,,Nosering,Mascara,,Slick horns,Spearmint sunset,,Royal mantle
2387,Imp #2387,Look left,,Face bandaid,Tired,Cross earring,Small horns,Spearmint Cherry,,Tag
2388,Imp #2388,Look left,Hood,,Normal Eyes,Stripe earrings,Thin horns,Neon Saphire,Crown,Nunchucks
2389,Imp #2389,Look right,Six dots,Cheek heart,Eyelashes,Single earring,Medium horns,Angry Flamingo,,Spear
2390,Imp #2390,Look right,Captain hat,Face bandaid,Panda,,Big horns,Neon Lantern,Murder of crows,
2391,Imp #2391,Float,Backwards cap,Ofuda,Eyelashes,Elf earrings,Thin horns,Angry Flamingo,,
2392,Imp #2392,Look right,Double poof,Heart pill,Empty eyes,Smiley earrings,Tipped horns,Neon Juice,,Bell scarf
2393,Imp #2393,Look left,,Straw,Fire pupils,Top Piercings,Slick horns,Grape lipstick,Fez,Captain vest
2394,Imp #2394,Look left,Wanderer cut,,Mascara,Moon earrings,Tipped horns,Angry Flamingo,,Scarf
2395,Imp #2395,Look right,,Dragon moustache,Tired,,Thin horns,Spearmint sunset,Balloons,Monk collar
2396,Imp #2396,Look left,Forehead bandaid,Tooth,Eyelashes,Single earring,Thin horns,Spearmint sunset,,Royal mantle
2397,Imp #2397,Look right,Skater cut,Branch nose,Eyelashes,,Slick horns,Spearmint sunset,,Mime suit
2398,Imp #2398,Look right,Bamboo hat,Drool,Eyelashes,,Thin horns,Spearmint sunset,,Spear
2399,Imp #2399,Look left,Three braids,,Normal Eyes,Goth earrings,Small horns,Spearmint sunset,Paper plane,Recruitment
2400,Imp #2400,Look right,Undercut,,Normal Eyes,Flower earring,Double horns,Grape lipstick,,Katana
2401,Imp #2401,Look right,,,Eyelashes,Spike earring,Small horns,Spearmint Cherry,Halo,Turtleneck
2402,Imp #2402,Look left,Poof,Tongue,Eyepatch,Diagonal piercings,Medium horns,Spearmint sunset,,Sushi
2403,Imp #2403,Float,Ninja bandana,Specs,Eyes closed,,Medium horns,Spearmint Cherry,Halo,Tag
2404,Imp #2404,Float,Soldier,Dragon moustache,Eyepatch,,Double horns,Neon Juice,Top void,Big white wings
2405,Imp #2405,Float,Candle,,Eyelashes,Single earring,Small horns,Spearmint sunset,,Laces
2406,Imp #2406,Float,Double poof,Wayfarer shades,Stubborn eyes,Top Piercings,Slick horns,Spearmint sunset,,Scroll
2407,Imp #2407,Float,Triple poof,Pencil,Normal Eyes,Feather earrings,Thin horns,Spearmint sunset,,Small chains
2408,Imp #2408,Look left,Skater cut,Snake tongue,Empty eyes,Key earring,Antlers,Cherry Tides,Love message,Crumpled ciggy
2409,Imp #2409,Float,L-hand,Wayfarer shades,Eyelashes,,Thin horns,Spearmint Cherry,Halo,Captain vest
2410,Imp #2410,Look right,Three braids,Flower,Normal Eyes,Stripe earrings,Small horns,Spearmint sunset,,
2411,Imp #2411,Look left,,Rose,Stubborn eyes,Rose earring,Small horns,Spearmint Cherry,,Scarf
2412,Imp #2412,Float,Crew cut,,VR,,Medium horns,Angry Flamingo,,Sai
2413,Imp #2413,Float,Small beanie,,Normal Eyes,Stretcher,Double horns,Pink Forest,Fez,Spear
2414,Imp #2414,Look right,Flower tiara,Goatee,Normal Eyes,Cross earring,Slick horns,Spearmint sunset,Balloons,
2415,Imp #2415,Look left,Bucket hat,,Normal Eyes,,Slick horns,Spearmint sunset,Top ghost,Sai
2416,Imp #2416,Look left,Wanderer cut,Drool,Normal Eyes,Single earring,Medium horns,Angry Flamingo,Top hat,
2417,Imp #2417,Look right,Crew cut,Straw,Normal Eyes,Goth earrings,Slick horns,Spearmint sunset,Fez,Laces
2418,Imp #2418,Float,Bowl cut beanie,Goatee,Eyes closed,,Slick horns,Spearmint sunset,Halo,Stunt suit
2419,Imp #2419,Look left,Bowl cut beanie,Wayfarer shades,Stubborn eyes,Flower earring,Small horns,Spearmint Cherry,,Zen hands
2420,Imp #2420,Float,Sapling,,Panda,Key earring,Medium horns,Pink Forest,Fez,Crumpled ciggy
2421,Imp #2421,Look right,Spikes,,Mascara,Diagonal piercings,Medium horns,Spearmint sunset,Fez,Kawaii blocks
2422,Imp #2422,Float,Crew cut,Specs,Eyes closed,Single earring,Small horns,Spearmint Cherry,,Axe
2423,Imp #2423,Float,Small beanie,Goatee,Normal Eyes,,Slick horns,Grape lipstick,Fez,Imp Necklace
2424,Imp #2424,Look right,Poof,Branch nose,Fire pupils,Cyber earrings,Small horns,Spearmint sunset,,Turtleneck
2425,Imp #2425,Look left,Candle,,Eyes closed,Rose earring,Slick horns,Spearmint sunset,,Imp Necklace
2426,Imp #2426,Look left,Forehead bandaid,,Normal Eyes,Antichrist earrings,Tipped horns,Spearmint Cherry,Fez,Captain vest
2427,Imp #2427,Float,Double poof,Monocle,Eyelashes,,Medium horns,Spearmint Cherry,Fez,Scroll
2428,Imp #2428,Look left,Wild hair,,Tired,BTC earring,Split horns,Grape lipstick,Planets,Hover rings
2429,Imp #2429,Float,Buzzed Punk,Gas mask,Stubborn eyes,Elf earrings,Split horns,Neon Lantern,Balloons,
2430,Imp #2430,Float,Visor Beanie,Cheek triangles,Eyepatch,Eth earring,Branch horns 2,Neon Lantern,,Turtleneck 2
2431,Imp #2431,Float,Soldier,Moustache,Tired,,Double horns,Neon Juice,Love message,Stars
2432,Imp #2432,Look right,Long curly hair,,Normal Eyes,Key earring,Slick horns,Angry Flamingo,UFO,Moon staff
2433,Imp #2433,Float,Short dreads,Black shades,Eyelashes,Stretcher,Medium horns,Spearmint Cherry,,Ice cream
2434,Imp #2434,Look left,Hunter hat,Facemask,VR,Single earring,Slick horns,Spearmint sunset,,Captain vest
2435,Imp #2435,Look left,Triple poof,Specs,Normal Eyes,Rose earring,Medium horns,Spearmint Cherry,,Hover rings
2436,Imp #2436,Float,Skull headband,Gas mask,Normal Eyes,Feather earrings,Big horns,Neon Juice,Paper plane,Tag
2437,Imp #2437,Float,Undercut,Lolly stick,Normal Eyes,,Medium horns,Grape lipstick,Rocket,Surrender flag
2438,Imp #2438,Look left,Cyborg samurai hair,Straw,Eyelashes,Cross earring,Medium horns,Angry Flamingo,,
2439,Imp #2439,Look left,Dual colored hair,Rose,Normal Eyes,Antichrist earrings,Thin horns,Spearmint sunset,,Concentration
2440,Imp #2440,Look right,,Freckles,Normal Eyes,Elf earrings,Small horns,Grape lipstick,UFO,Chain
2441,Imp #2441,Float,T-rex,Moustache beard,Eyepatch,Single earring,Medium horns,Spearmint Cherry,,Lollypop
2442,Imp #2442,Float,,Popsicle,Stubborn eyes,Flower earring,Branch horns 2,Cherry Tides,,Black and white wings
2443,Imp #2443,Float,Undercut,Tooth,Normal Eyes,Diagonal piercings,Small horns,Spearmint Cherry,,
2444,Imp #2444,Look left,Three braids,Pencil,Normal Eyes,Elf earrings,Big horns,Neon Juice,,Fantasy Sword
2445,Imp #2445,Look right,Buzzed Punk,Dragon moustache,Eyes closed,,Medium horns,Spearmint Cherry,Balloons,Surrender flag
2446,Imp #2446,Float,Bandana,Flower,Normal Eyes,Key earring,Slick horns,Grape lipstick,Moon,
2447,Imp #2447,Look right,Poof,Small freckles,Eyelashes,,Small horns,Angry Flamingo,,Hover rings
2448,Imp #2448,Float,Punk,Specs,Normal Eyes,Moon earrings,Small horns,Spearmint sunset,,Turtleneck 2
2449,Imp #2449,Float,Skater cut,Long beard,Normal Eyes,Single earring,Big horns,Neon Lantern,Rocket,
2450,Imp #2450,Float,Fedora,Goatee,Eyelashes,,Medium horns,Neon Saphire,Floating Flowers,Laces
2451,Imp #2451,Float,Metrosexual,War stripes,Normal Eyes,Cross earring,Medium horns,Spearmint sunset,,Sushi
2452,Imp #2452,Look right,T-rex,Face stripes,Eyes closed,,Slick horns,Angry Flamingo,Top ghost,Ice cream
2453,Imp #2453,Float,Spikes,,Normal Eyes,Key earring,Thin horns,Berry Blossom,UFO,Big wings
2454,Imp #2454,Look right,Windy hair,Tooth,Eyelashes,Single earring,Slick horns,Spearmint sunset,,
2455,Imp #2455,Look right,Double poof,,Fire pupils,Stretcher,Slick horns,Angry Flamingo,Fez,Button Jacket
2456,Imp #2456,Look left,Pirate,Grin,Tired,Diagonal piercings,Double horns,Ethereal Watermelon,UFO,
2457,Imp #2457,Look right,Fisherman beanie,Disco glasses,Normal Eyes,Goth earrings,Slick horns,Spearmint Cherry,,Lollypop
2458,Imp #2458,Float,Fisherman beanie,,Mascara,Eth earring,Split horns,Neon Saphire,Kid,Kawaii blocks
2459,Imp #2459,Look right,Flat cap,Broken glasses,Panda,Goth earrings,Medium horns,Spearmint sunset,,
2460,Imp #2460,Float,Quiff,Small freckles,Eyes closed,,Tipped horns,Spearmint sunset,,Imp Necklace
2461,Imp #2461,Look left,Short dreads,,Normal Eyes,Thick Piercings,Antlers,Berry Blossom,Top void,Pipe
2462,Imp #2462,Look left,Frou,Popsicle,Yokai eyes,Key earring,Tipped horns,Neon Juice,Love message,
2463,Imp #2463,Float,Dual colored hair,,Mask,Single earring,Branch horns 2,Cherry Tides,,Devil tail
2464,Imp #2464,Look left,,Lolly stick,Stubborn eyes,Eth earring,Big horns,Pink Forest,Love message,Suit
2465,Imp #2465,Look right,Unicorn,Goatee,VR,Single earring,Medium horns,Grape lipstick,,Captain vest
2466,Imp #2466,Look left,Tiara,Gamepad,Normal Eyes,Flower earring,Slick horns,Spearmint sunset,,Bell scarf
2467,Imp #2467,Float,Hood,Drool,Normal Eyes,Elf earrings,Medium horns,Angry Flamingo,Fez,Kawaii blocks
2468,Imp #2468,Float,Wizard cap,Disco glasses,Fire pupils,,Medium horns,Neon Lantern,Moon,Mime suit
2469,Imp #2469,Float,Bamboo hat,Moustache beard,Normal Eyes,Feather earrings,Small horns,Spearmint Cherry,Balloons,
2470,Imp #2470,Look left,Windy hair,Eye dots,Normal Eyes,Spike earring,Medium horns,Pink Forest,,Peace hand
2471,Imp #2471,Float,Ninja bandana,Straw,Panda,Ofuda earrings,Tipped horns,Pink Forest,,
2472,Imp #2472,Look right,Double poof,Monocle,Normal Eyes,Goth earrings,Thin horns,Spearmint Cherry,,Scarf
2473,Imp #2473,Float,Double poof,Goatee,Normal Eyes,Spike earring,Slick horns,Angry Flamingo,,Peace hand
2474,Imp #2474,Look left,Small beanie,Goatee,Normal Eyes,Single earring,Antlers,Ethereal Watermelon,Demon,Sai
2475,Imp #2475,Float,Super Saiyan,,Yokai eyes,Diagonal piercings,Small horns,Grape lipstick,,Button Jacket
2476,Imp #2476,Float,Ninja bandana,Cheek arrow,Normal Eyes,Diagonal piercings,Medium horns,Spearmint Cherry,,Button Jacket
2477,Imp #2477,Look right,Three braids,Lolly stick,Eyelashes,,Small horns,Spearmint Cherry,,Sword
2478,Imp #2478,Float,Skull headband,Cheek bolt,Empty eyes,,Branch horns,Cherry Tides,,Turtleneck
2479,Imp #2479,Look right,Cowboy hat,Branch nose,Normal Eyes,Single earring,Slick horns,Spearmint Cherry,Paper plane,
2480,Imp #2480,Look left,Punk,Disco glasses,Eyelashes,,Thin horns,Angry Flamingo,,Scarf
2481,Imp #2481,Look right,Metrosexual,,Mascara,Diagonal piercings,Big horns,Neon Saphire,War flag,Axe
2482,Imp #2482,Float,Cowboy hat,,Eyes closed,Ofuda earrings,Small horns,Spearmint Cherry,,Hover rings
2483,Imp #2483,Look left,Bowl cut,,Eyelashes,Cross earring,Tipped horns,Angry Flamingo,UFO,Small chains
2484,Imp #2484,Look left,Bucket hat,Facemask,Stubborn eyes,Thick Piercings,Thin horns,Spearmint sunset,,Suit
2485,Imp #2485,Look left,Hood,Branch nose,Normal Eyes,Feather earrings,Double horns,Neon Juice,Crown,Tag
2486,Imp #2486,Float,Wizard cap,Facemask,Eyes closed,Single earring,Medium horns,Angry Flamingo,,Ciggy
2487,Imp #2487,Look right,Long hair beanie,Cheek O's,Tired,Piercings,Antlers,Neon Juice,,Concentration
2488,Imp #2488,Look left,Poof,,Mascara,Thick Piercings,Slick horns,Angry Flamingo,,Red tie
2489,Imp #2489,Look right,Undercut,,Panda,Top Piercings,Thin horns,Berry Blossom,,Big wings
2490,Imp #2490,Float,Bucket hat,Lolly stick,Eyes closed,Diagonal piercings,Medium horns,Angry Flamingo,,
2491,Imp #2491,Float,Bucket hat,Lolly stick,Eyelashes,Moon earrings,Thin horns,Spearmint sunset,,Turtleneck 2
2492,Imp #2492,Float,Sapling,,Eyelashes,Eth earring,Slick horns,Grape lipstick,,Laces
2493,Imp #2493,Look left,Bowl cut beanie,Cheek bolt,Normal Eyes,,Small horns,Angry Flamingo,,Monk collar
2494,Imp #2494,Look left,,Long beard,Yokai eyes,Two earrings,Tipped horns,Pink Forest,,Moon staff
2495,Imp #2495,Look right,Hood,Cute cheeks,Eyelashes,Flower earring,Split horns,Neon Saphire,War flag,Hover rings
2496,Imp #2496,Look left,Six dots,,Empty eyes,,Branch horns 2,Cherry Tides,Balloons,Nunchucks
2497,Imp #2497,Look left,Backwards cap,Tooth,Stubborn eyes,,Small horns,Spearmint sunset,,Captain vest
2498,Imp #2498,Look left,Skater Cap,Facemask,Mascara,,Antlers,Grape lipstick,,Concentration
2499,Imp #2499,Look right,T-rex,Flower,Normal Eyes,Antichrist earrings,Medium horns,Pink Forest,Paper plane,Tag
2500,Imp #2500,Float,Hunter hat,Pencil,Stubborn eyes,Single earring,Slick horns,Angry Flamingo,,Decapitated
2501,Imp #2501,Look right,Crew cut,Freckles,Eyelashes,Moon earrings,Small horns,Spearmint Cherry,,Crumpled ciggy
2502,Imp #2502,Look right,,Face bandaid,Fire lashes,Diagonal piercings,Double horns,Neon Lantern,,Wing cloak
2503,Imp #2503,Float,Forehead bandaid,Straw,Normal Eyes,BTC earring,Big horns,Ethereal Watermelon,Floating Flowers,Big white wings
2504,Imp #2504,Float,Three braids,Heart pill,Eyepatch,,Small horns,Angry Flamingo,,Crumpled ciggy
2505,Imp #2505,Float,Soldier,,Eyelashes,Top Piercings,Slick horns,Spearmint Cherry,,Devil tail
2506,Imp #2506,Float,Ninja bandana,Straw,Empty eyes,,Thin horns,Neon Lantern,Halo,Small chains
2507,Imp #2507,Look left,T-rex,Tongue,Normal Eyes,Single earring,Medium horns,Berry Blossom,Balloons,
2508,Imp #2508,Look left,Poof,Cheek arrow,VR,,Slick horns,Spearmint sunset,Paper plane,Bottom Ghost
2509,Imp #2509,Float,Three striped,Wayfarer shades,Panda,Antichrist earrings,Medium horns,Spearmint sunset,,Pipe
2510,Imp #2510,Look left,Hood,,Normal Eyes,Stretcher,Small horns,Spearmint Cherry,,Surrender flag
2511,Imp #2511,Float,,Goatee,Eyelashes,Diagonal piercings,Small horns,Spearmint Cherry,,Turtleneck
2512,Imp #2512,Look left,,Disco glasses,Normal Eyes,Ofuda earrings,Slick horns,Spearmint sunset,,Red tie
2513,Imp #2513,Float,Bandana quiff,Double eyes,Normal Eyes,,Tipped horns,Neon Lantern,Paper plane,Small chains
2514,Imp #2514,Look left,,Cheek bolt,Tired,Top Piercings,Slick horns,Spearmint sunset,,Aux Cables
2515,Imp #2515,Float,Vine crown,Aviator glasses,Normal Eyes,Rose earring,Branch horns,Ethereal Watermelon,,Black and white wings
2516,Imp #2516,Look right,Soldier,,Panda,Flower earring,Thin horns,Neon Juice,Kid,Bell scarf
2517,Imp #2517,Look left,Bandana quiff,,Eyes closed,Stripe earrings,Slick horns,Spearmint sunset,,Turtleneck
2518,Imp #2518,Float,Poof,,Panda,Eth earring,Small horns,Spearmint Cherry,Balloons,
2519,Imp #2519,Look right,Crew cut,Cheek heart,Normal Eyes,Moon earrings,Medium horns,Angry Flamingo,,Ice cream
2520,Imp #2520,Float,Beanie,,Stubborn eyes,Stripe earrings,Small horns,Spearmint sunset,Paper plane,Ciggy
2521,Imp #2521,Float,Hunter hat,Popsicle,Stubborn eyes,,Medium horns,Spearmint sunset,,Red tie
2522,Imp #2522,Look right,Bowl cut beanie,Specs,Eyes closed,,Small horns,Angry Flamingo,Balloons,Big white wings
2523,Imp #2523,Look left,Skater Cap,Cheek bolt,Normal Eyes,Feather earrings,Branch horns 2,Neon Saphire,War flag,Imp Necklace
2524,Imp #2524,Look left,Bucket hat,Goatee,Panda,,Small horns,Spearmint Cherry,,Imp Tail
2525,Imp #2525,Float,Visor Beanie,Branch nose,Eyepatch,Cyber earrings,Double horns,Berry Blossom,,Stunt suit
2526,Imp #2526,Look right,Forehead bandaid,,Mascara,Feather earrings,Branch horns 2,Berry Blossom,Top hat,Royal mantle
