TOKEN_ID,TOKEN_NAME,Mouth,Armor,Nose,Helmet,Weapon,Eyes,Background,Character,Galactic Clout,Facial Hair,Round Table
2920,Knights of Degen #2920,Smile,Knights Armor - Silver,Normal,Guardian Helmet - Other,None,Blue,Teal,Human,,,
2921,Knights of Degen #2921,Deadass,Emperors Armor - Other,Normal,Crown - Other,None,Tired AF,Teal,Robot,,Beard - Other,
2922,Knights of Degen #2922,Grin,Emperors Armor - Silver,Normal,Sweatband - Other,None,Normal,Blue,Alien,,,
2923,Knights of Degen #2923,Smile,Knights Armor - Silver,Nose Ring,Cloak - Silver,None,Normal,Blue,Robot,,Beard - Other,
2924,Knights of Degen #2924,Grin,Chainmail - Other,Normal,Guardian Helmet - Silver,Cash,Blue,Green,Human,,,
2925,Knights of Degen #2925,Bubblegum,Leather Jacket,Normal,Headphones On - Other,None,Eyeblack,Yellow,Human,,,
2926,Knights of Degen #2926,Smile,Referee,Normal,Headphones Off - Other,Mightier Than,Bloodshot,Pink,Human,,,
2927,Knights of Degen #2927,Pizza,Knights Armor - Silver,Normal,Baseball Cap - Gold,None,Bloodshot,Yellow,Robot,,,
2928,Knights of Degen #2928,Bubblegum,Kings Armor - Other,Normal,Spartan Helmet - Silver,None,Normal,Pink,Robot,,,
2929,Knights of Degen #2929,Tongue Out,Knights Armor - Silver,Normal,Headphones On - Other,None,Purple,Purple,Human,,,
2930,Knights of Degen #2930,Smile,Chainmail - Other,Nose Ring,Knights Helmet - Other,Beer,Green,Teal,Human,,,
2931,Knights of Degen #2931,Grin,Chainmail - Gold,Normal,Cloak - Other,Cash,Wink,Blue,Human,,,
2932,Knights of Degen #2932,Grin,Kings Armor - Silver,Normal,Valkyrie Helmet - Other,None,Eyeblack,Pink,Robot,,Mustache - Other,
2933,Knights of Degen #2933,Smile,Queens Armor - Other,Normal,Crown - Other,Soccer Ball,Normal,Blue,Alien,,,
2934,Knights of Degen #2934,Smile,Chainmail - Silver,Normal,Valkyrie Helmet - Silver,None,Brown,Red,Human,,,
2935,Knights of Degen #2935,Grin,Kings Guard Armor - Other,Normal,Jester Cap,None,3D Glasses,Red,Human,,,
2936,Knights of Degen #2936,Cigarette,Knights Armor - Other,Normal,Guardian Helmet - Silver,None,Tired AF,Red,Human,,,
2937,Knights of Degen #2937,Smile,Apothecary,Normal,Crown - Other,None,Wink,Green,Human,,,
2938,Knights of Degen #2938,Deadass,Basketball Jersey,Normal,Valkyrie Helmet - Silver,None,Brown,Green,Human,,Mustache - Other,
2939,Knights of Degen #2939,Deadass,Kings Guard Armor - Other,Normal,Knights Helmet - Gold,None,Blue,Purple,Human,,Mustache - Other,
2940,Knights of Degen #2940,Cigar,Chainmail - Other,Normal,Cowboy Hat - Other,Liquid Courage,Blue,Purple,Human,,,
2941,Knights of Degen #2941,Pizza,Chainmail - Other,Normal,Knights Helmet - Silver,Sword - Silver,Purple,Blue,Human,,,
2942,Knights of Degen #2942,Bubblegum,Chainmail - Silver,Normal,Knights Helmet - Silver,Beer,Bloodshot,Teal,Human,,,
2943,Knights of Degen #2943,Grin,Chainmail - Gold,Normal,Crown - Other,Sword - Sapphire,Eyeblack,Green,Alien,,,
2944,Knights of Degen #2944,Deadass,Kings Guard Armor - Other,Nose Ring,Spartan Helmet - Silver,Liquid Courage,3D Glasses,Teal,Human,Legendary,Mustache - Other,
2945,Knights of Degen #2945,Smile,Emperors Armor - Other,Normal,Valkyrie Helmet - Other,None,Heart Glasses,Yellow,Robot,,,
2946,Knights of Degen #2946,Deadass,Chainmail - Silver,Nose Ring,Cloak - Other,None,Glasses,Red,Human,,Mustache - Other,
2947,Knights of Degen #2947,Grin,Kings Armor - Gold,Normal,Knights Helmet - Other,Hot Dog,Eyeblack,Green,Human,,Sweet Stache - Other,
2948,Knights of Degen #2948,Laser Mouth,Emperors Armor - Silver,Normal,Crown - Other,None,Normal,Pink,Robot,,,
2949,Knights of Degen #2949,Smile,Hawaiian Shirt,Normal,Guardian Helmet - Other,None,Blue,Yellow,Human,,,
2950,Knights of Degen #2950,Bubblegum,Suit - Business,Normal,Baseball Cap - Other,Lightsaber - Purple,Green,Yellow,Human,,,
2951,Knights of Degen #2951,Smile,Suit - Business,Normal,Guardian Helmet - Other,None,Purple,Blue,Human,,,
2952,Knights of Degen #2952,Grin,Chainmail - Silver,Normal,Baseball Cap - Other,Football - Other,Normal,Pink,Alien,,,
2953,Knights of Degen #2953,Grin,Basketball Jersey,Normal,Headphones On - Other,None,Heart Glasses,Teal,Human,,,
2954,Knights of Degen #2954,Deadass,Knights Armor - Other,Nose Ring,Sweatband - Hair,Basketball,Bloodshot,Pink,Human,,Beard - Other,
2955,Knights of Degen #2955,Wizard Beard - Red,Chainmail - Silver,Normal,Baseball Cap - Other,None,Normal,Green,Alien,,,
2956,Knights of Degen #2956,Pizza,Knights Armor - Other,Normal,Fedora - Other,None,Wink,Red,Human,,,
2957,Knights of Degen #2957,Pizza,Chainmail - Silver,Nose Ring,Cloak - Gold,Space Dog,Eyeblack,Blue,Robot,,,
2958,Knights of Degen #2958,Bubblegum,Chainmail - Silver,Nose Ring,Spartan Helmet - Silver,None,Brown,Purple,Human,Legendary,,
2959,Knights of Degen #2959,Tongue Out,Chainmail - Silver,Normal,Guardian Helmet - Silver,Phone,Green,Yellow,Human,,,
2960,Knights of Degen #2960,Grin,Kings Armor - Silver,Normal,Spartan Helmet - Silver,None,Eyeblack,Purple,Human,,,
2961,Knights of Degen #2961,Grin,Knights Armor - Other,Nose Ring,Headphones Off - Other,None,Tired AF,Teal,Human,,,
2962,Knights of Degen #2962,Smile,Knights Armor - Other,Nose Ring,Valkyrie Helmet - Other,None,Normal,Red,Robot,,,
2963,Knights of Degen #2963,Grin,Emperors Armor - Silver,Normal,Cloak - Gold,Sword - Neon,Normal,Blue,Robot,,Sweet Stache - Other,
2964,Knights of Degen #2964,Grin,Queens Guard - Other,Normal,Valkyrie Helmet - Silver,Notebook,Bloodshot,Purple,Human,,,
2965,Knights of Degen #2965,Grin,Knights Armor - Silver,Normal,Headphones Off - Silver,Sword - Emerald,Green,Pink,Human,Legendary,,
2966,Knights of Degen #2966,Cigar,Kings Guard Armor - Silver,Normal,Fedora - Other,None,3D Glasses,Pink,Human,,,
2967,Knights of Degen #2967,Deadass,Knights Armor - Silver,Normal,Knights Helmet - Other,None,Bloodshot,Green,Human,,Mustache - Other,
2968,Knights of Degen #2968,Tongue Out,Knights Armor - Other,Normal,Crown - Other,None,Green,Blue,Human,,,
2969,Knights of Degen #2969,Deadass,Chainmail - Other,Normal,Guardian Helmet - Other,None,3D Glasses,Pink,Human,,,
2970,Knights of Degen #2970,Wizard Beard - Red,Galactic Guard - Other,Normal,Headphones On - Other,Sword - Aqua,Eyeblack,Blue,Alien,,,
2971,Knights of Degen #2971,Vape,Chainmail - Silver,Normal,Knights Helmet - Silver,Sword - Emerald,Tired AF,Red,Human,Legendary,,
2972,Knights of Degen #2972,Deadass,Queens Armor - Silver,Normal,Knights Helmet - Silver,None,Blue,Pink,Human,,,
2973,Knights of Degen #2973,Smile,Torn Tee,Normal,Sweatband - Other,Sword - Gold,Heart Glasses,Red,Robot,,,
2974,Knights of Degen #2974,Tongue Out,Queens Armor - Other,Normal,Guardian Helmet - Silver,None,Tired AF,Purple,Human,,,
2975,Knights of Degen #2975,Deadass,Kings Guard Armor - Other,Normal,Cloak - Other,Diamond Hands,Glasses,Yellow,Human,,Mustache - Other,
2976,Knights of Degen #2976,Vape,Suit - Party,Nose Ring,Knights Helmet - Silver,Diamond Hands,Brown,Green,Human,,,
2977,Knights of Degen #2977,Deadass,Chainmail - Silver,Normal,Valkyrie Helmet - Silver,None,Wink,Green,Human,,,
2978,Knights of Degen #2978,Grin,Knights Armor - Other,Normal,Spartan Helmet - Other,None,Tired AF,Teal,Human,,Sweet Stache - Other,
2979,Knights of Degen #2979,Grin,Knights Armor - Other,Nose Ring,Valkyrie Helmet - Other,None,Tired AF,Red,Human,,,
2980,Knights of Degen #2980,Smile,Chainmail - Other,Normal,Valkyrie Helmet - Silver,Notebook,Green,Teal,Human,,,
2981,Knights of Degen #2981,Cigar,Apothecary,Normal,Headphones Off - Other,Ready to Rumble,Green,Purple,Human,,,
2982,Knights of Degen #2982,Bubblegum,Knights Armor - Silver,Normal,Cowboy Hat - Party,Sword - Gold,Wink,Red,Human,,,
2983,Knights of Degen #2983,Cigar,HODL Tee,Normal,Crown - Other,None,Tired AF,Pink,Human,,,
2984,Knights of Degen #2984,Deadass,Chainmail - Other,Normal,Fedora - Other,None,Wink,Teal,Human,,,
2985,Knights of Degen #2985,Smile,Chainmail - Other,Nose Ring,Guardian Helmet - Other,Sword - Gold,Tired AF,Red,Human,,,
2986,Knights of Degen #2986,Grin,Suit - Other,Nose Ring,Valkyrie Helmet - Other,None,Green,Green,Human,,,
2987,Knights of Degen #2987,Pizza,Knights Armor - Other,Nose Ring,Cloak - Other,Mightier Than,Blue,Red,Human,,,
2988,Knights of Degen #2988,Deadass,Chainmail - Other,Nose Ring,Guardian Helmet - Other,Ready to Rumble,Purple,Yellow,Human,,,
2989,Knights of Degen #2989,Smile,Suit - Business,Nose Ring,Sweatband - Hair,None,Bloodshot,Blue,Human,,,
2990,Knights of Degen #2990,Smile,Queens Guard - Other,Nose Ring,Cloak - Other,Hot Dog,Wink,Teal,Human,,,
2991,Knights of Degen #2991,Smile,Knights Armor - Silver,Nose Ring,Spartan Helmet - Silver,Liquid Courage,Blue,Blue,Human,,,
2992,Knights of Degen #2992,Smile,Chainmail - Silver,Normal,Sweatband - Other,Sword - Neon,Normal,Yellow,Robot,,,
2993,Knights of Degen #2993,Tongue Out,Leather Jacket,Normal,Knights Helmet - Other,None,Bloodshot,Green,Human,,,
2994,Knights of Degen #2994,Cigar,Kings Armor - Other,Normal,Baseball Cap - Backwards - Gold,None,Normal,Blue,Robot,,,
2995,Knights of Degen #2995,Grin,Torn Tee,Normal,Spartan Helmet - Other,None,Blue,Yellow,Human,,Sweet Stache - Other,
2996,Knights of Degen #2996,Smile,Lazy Robe,Normal,Valkyrie Helmet - Other,Beer,Blue,Teal,Human,Legendary,,
2997,Knights of Degen #2997,Grin,Space Suit - Other,Normal,Beanie - Gold,None,Normal,Green,Alien,,,
2998,Knights of Degen #2998,Cigar,Jester,Normal,Cowboy Hat - Other,Baseball Bat,Bloodshot,Blue,Human,,,
2999,Knights of Degen #2999,Deadass,Chainmail - Other,Nose Ring,Spartan Helmet - Other,None,Eyeblack,Blue,Human,,Mustache - Other,
3000,Knights of Degen #3000,Smile,Chainmail - Gold,Normal,Guardian Helmet - Other,None,Wink,Red,Human,,,
3001,Knights of Degen #3001,Grin,Leather Jacket,Normal,Cloak - Other,Ready to Rumble,3D Glasses,Blue,Human,,,
3002,Knights of Degen #3002,Pizza,Emperors Armor - Other,Normal,Knights Helmet - Other,Sword - Platinum,Normal,Blue,Robot,,,
3003,Knights of Degen #3003,Smile,Chainmail - Silver,Nose Ring,Spartan Helmet - Other,Sword - Gold,Heart Glasses,Purple,Human,Legendary,,
3004,Knights of Degen #3004,Deadass,Basketball Jersey,Normal,Spartan Helmet - Gold,Notebook,Normal,Yellow,Robot,,Sweet Stache - Other,
3005,Knights of Degen #3005,Smile,Flannel Shirt,Nose Ring,Valkyrie Helmet - Silver,Hot Dog,3D Glasses,Purple,Human,,,
3006,Knights of Degen #3006,Deadass,Knights Armor - Other,Normal,Cloak - Other,Sword - Gold,Blue,Pink,Human,,Mustache - Other,
3007,Knights of Degen #3007,Bubblegum,Torn Tee,Normal,Valkyrie Helmet - Other,None,Normal,Red,Robot,,Mustache - Other,
3008,Knights of Degen #3008,Bubblegum,Baseball Jersey,Normal,Fedora - Other,Mightier Than,Wink,Purple,Human,,,
3009,Knights of Degen #3009,Deadass,Knights Armor - Other,Normal,Valkyrie Helmet - Other,Basketball,Normal,Purple,Robot,,,
3010,Knights of Degen #3010,Pizza,Torn Tee,Normal,Valkyrie Helmet - Gold,None,Normal,Red,Robot,,,
3011,Knights of Degen #3011,Deadass,Knights Armor - Other,Normal,Beanie - Other,None,Eyeblack,Blue,Human,,,
3012,Knights of Degen #3012,Cigar,Chainmail - Silver,Normal,Sweatband - Gold,None,Tired AF,Pink,Robot,,,
3013,Knights of Degen #3013,Grin,Chainmail - Other,Nose Ring,Headphones Off - Other,Mightier Than,Eyeblack,Blue,Alien,,Scruff,
3014,Knights of Degen #3014,Tongue Out,Knights Armor - Other,Normal,Cowboy Hat - Other,None,Purple,Blue,Human,Legendary,,
3015,Knights of Degen #3015,Deadass,Chainmail - Silver,Normal,Fedora - Other,None,Blue,Yellow,Human,,Mustache - Other,
3016,Knights of Degen #3016,Cigar,Kings Armor - Silver,Normal,Space Helmet - Silver,None,Bloodshot,Pink,Robot,,,
3017,Knights of Degen #3017,Smile,Chainmail - Silver,Nose Ring,Sweatband - Other,None,Laser Eyes - Other,Teal,Alien,,,
3018,Knights of Degen #3018,Pizza,Chainmail - Other,Normal,Headphones On - Other,Phone,Bloodshot,Teal,Human,,,
3019,Knights of Degen #3019,Smile,Chainmail - Gold,Normal,Valkyrie Helmet - Silver,Soccer Ball,Brown,Purple,Human,,,
3020,Knights of Degen #3020,Smile,Suit - Business,Normal,Cloak - Other,None,Laser Eyes - Other,Red,Human,,,
3021,Knights of Degen #3021,Deadass,Chainmail - Silver,Nose Ring,Cloak - Other,None,Green,Pink,Human,,Beard - Other,
3022,Knights of Degen #3022,Cigar,Queens Armor - Other,Nose Ring,Cowboy Hat - Other,None,Wink,Yellow,Human,,,
3023,Knights of Degen #3023,Grin,Kings Guard Armor - Other,Nose Ring,Knights Helmet - Other,None,Brown,Red,Human,,,
3024,Knights of Degen #3024,Wizard Beard - Other,Chainmail - Silver,Normal,Baseball Cap - Other,None,Tired AF,Teal,Alien,,Beard - Other,
3025,Knights of Degen #3025,Tongue Out,Chainmail - Other,Normal,Cloak - Other,Beer,Tired AF,Teal,Human,,,
3026,Knights of Degen #3026,Grin,Kings Armor - Gold,Nose Ring,Baseball Cap - Other,None,Glasses,Purple,Human,,Sweet Stache - Other,
3027,Knights of Degen #3027,Deadass,Chainmail - Silver,Normal,Knights Helmet - Silver,Phone,3D Glasses,Red,Human,,Beard - Other,
3028,Knights of Degen #3028,Grin,Chainmail - Other,Normal,Baseball Cap - Other,None,Normal,Green,Alien,,,
3029,Knights of Degen #3029,Smile,Chainmail - Silver,Normal,Cloak - Other,None,Heart Glasses,Teal,Human,,,
3030,Knights of Degen #3030,Smile,Chainmail - Silver,Normal,Valkyrie Helmet - Silver,Basketball,Bloodshot,Purple,Human,,,
3031,Knights of Degen #3031,Deadass,Leather Jacket,Nose Ring,Knights Helmet - Gold,None,Blue,Purple,Human,,Mustache - Other,
3032,Knights of Degen #3032,Smile,Chainmail - Silver,Normal,Spartan Helmet - Other,None,Normal,Purple,Alien,,Beard - Other,
3033,Knights of Degen #3033,Deadass,Kings Armor - Other,Normal,Headphones On - Other,None,Normal,Yellow,Robot,,,
3034,Knights of Degen #3034,Grin,Knights Armor - Silver,Normal,Knights Helmet - Other,None,Normal,Blue,Robot,,,
3035,Knights of Degen #3035,Grin,Kings Armor - Silver,Normal,Spartan Helmet - Silver,Sword - Emerald,Brown,Teal,Human,,Sweet Stache - Other,
3036,Knights of Degen #3036,Pizza,Queens Armor - Silver,Normal,Sweatband - Other,Phone,Heart Glasses,Purple,Alien,,,
3037,Knights of Degen #3037,Deadass,Knights Armor - Gold,Normal,Cloak - Other,Diamond Hands,Brown,Green,Human,,Mustache - Other,
3038,Knights of Degen #3038,Grin,Chainmail - Other,Nose Ring,Valkyrie Helmet - Silver,Liquid Courage,Blue,Teal,Human,,,
3039,Knights of Degen #3039,Grin,None,Nose Ring,Beanie - Other,Potion,Bloodshot,Yellow,Human,,,
3040,Knights of Degen #3040,Smile,Knights Armor - Other,Normal,Cloak - Other,None,VR Headset - Other,Red,Alien,,Beard - Other,
3041,Knights of Degen #3041,Pizza,Chainmail - Other,Nose Ring,Baseball Cap - Other,Phone,Blue,Blue,Human,,,
3042,Knights of Degen #3042,Grin,Queens Armor - Other,Normal,Spartan Helmet - Silver,None,Normal,Purple,Alien,,Mustache - Other,
3043,Knights of Degen #3043,Deadass,Knights Armor - Other,Nose Ring,Fedora - Other,None,Tired AF,Yellow,Human,,Mustache - Other,
3044,Knights of Degen #3044,Wizard Beard - Other,Knights Armor - Silver,Normal,Cloak - Other,Phone,Normal,Teal,Alien,,,
3045,Knights of Degen #3045,Smile,Chainmail - Silver,Normal,Space Helmet - Other,None,3D Glasses,Purple,Alien,,,
3046,Knights of Degen #3046,Smile,Kings Guard Armor - Other,Nose Ring,Sweatband - Bald,Sword - Silver,3D Glasses,Teal,Human,,,
3047,Knights of Degen #3047,Smile,Kings Armor - Silver,Normal,Spartan Helmet - Other,None,Normal,Red,Robot,,,
3048,Knights of Degen #3048,Grin,Chainmail - Silver,Normal,Valkyrie Helmet - Silver,None,Tired AF,Green,Human,Legendary,,
3049,Knights of Degen #3049,Deadass,Kings Armor - Other,Normal,Valkyrie Helmet - Other,Basketball,Normal,Purple,Robot,,Mustache - Other,
3050,Knights of Degen #3050,Bubblegum,Emperors Armor - Other,Nose Ring,Knights Helmet - Other,None,Normal,Red,Robot,,,
3051,Knights of Degen #3051,Smile,Chainmail - Other,Normal,Knights Helmet - Silver,None,Bloodshot,Blue,Human,,,
3052,Knights of Degen #3052,Grin,Chainmail - Silver,Nose Ring,Guardian Helmet - Silver,None,Eyeblack,Teal,Human,,,
3053,Knights of Degen #3053,Joint,Basketball Jersey,Nose Ring,Spartan Helmet - Other,Potion,Bloodshot,Green,Human,,,
3054,Knights of Degen #3054,Cigar,Leather Jacket,Normal,Valkyrie Helmet - Silver,None,Eyeblack,Green,Human,,,
3055,Knights of Degen #3055,Grin,Queens Guard - Other,Normal,Valkyrie Helmet - Silver,None,Wink,Teal,Human,,,
3056,Knights of Degen #3056,Cigarette,Knights Armor - Gold,Nose Ring,Headphones Off - Other,None,Eyeblack,Teal,Human,,,
3057,Knights of Degen #3057,Smile,Knights Armor - Silver,Nose Ring,Cloak - Other,Notebook,Eyeblack,Pink,Human,,,
3058,Knights of Degen #3058,Grin,Chainmail - Other,Normal,Beanie - Other,None,Green,Purple,Human,,,
3059,Knights of Degen #3059,Smile,Chainmail - Silver,Normal,Knights Helmet - Other,Phone,Normal,Teal,Alien,,,
3060,Knights of Degen #3060,Cigar,Emperors Armor - Gold,Nose Ring,Spartan Helmet - Silver,None,Normal,Pink,Robot,,,
3061,Knights of Degen #3061,Grin,Knights Armor - Other,Nose Ring,Valkyrie Helmet - Silver,Diamond Hands,Brown,Pink,Human,,,
3062,Knights of Degen #3062,Smile,Queens Guard - Other,Normal,Valkyrie Helmet - Other,None,Purple,Red,Human,,,
3063,Knights of Degen #3063,Grin,Apothecary,Normal,Cowboy Hat - Party,Soccer Ball,Green,Blue,Human,,Sweet Stache - Red,
3064,Knights of Degen #3064,Pizza,Emperors Armor - Gold,Normal,Knights Helmet - Other,None,Normal,Green,Alien,,,
3065,Knights of Degen #3065,Grin,Chainmail - Gold,Normal,Sweatband - Other,None,Normal,Red,Alien,,,
3066,Knights of Degen #3066,Grin,Knights Armor - Other,Normal,Valkyrie Helmet - Other,None,Eyeblack,Purple,Alien,,,
3067,Knights of Degen #3067,Deadass,Chainmail - Silver,Nose Ring,Knights Helmet - Other,Diamond Hands,Laser Eyes - Other,Red,Human,,Mustache - Other,
3068,Knights of Degen #3068,Grin,HODL Tee,Normal,Cowboy Hat - Other,None,Brown,Pink,Human,,Sweet Stache - Red,
3069,Knights of Degen #3069,Deadass,Knights Armor - Silver,Normal,Space Helmet - Silver,None,Eyeblack,Pink,Human,,Beard - Other,
3070,Knights of Degen #3070,Deadass,Emperors Armor - Silver,Nose Ring,Space Helmet - Silver,None,Normal,Pink,Robot,,Mustache - Other,
3071,Knights of Degen #3071,Grin,Kings Armor - Silver,Normal,Cowboy Hat - Other,Sword - Silver,Brown,Pink,Human,,Sweet Stache - Other,
3072,Knights of Degen #3072,Smile,Chainmail - Other,Normal,Valkyrie Helmet - Other,None,Bloodshot,Green,Alien,,Beard - Other,
3073,Knights of Degen #3073,Grin,Suit - Business,Nose Ring,Valkyrie Helmet - Silver,Potion,Green,Purple,Human,,,
3074,Knights of Degen #3074,Grin,Kings Armor - Silver,Nose Ring,Spartan Helmet - Silver,Mightier Than,3D Glasses,Red,Human,,,
3075,Knights of Degen #3075,Tongue Out,Baseball Jersey,Normal,Baseball Cap - Other,Beer,3D Glasses,Purple,Human,,,
3076,Knights of Degen #3076,Grin,Chainmail - Other,Normal,Baseball Cap - Backwards - Other,None,Green,Pink,Human,,,
3077,Knights of Degen #3077,Grin,Referee,Nose Ring,Valkyrie Helmet - Other,None,Bloodshot,Purple,Human,,,
3078,Knights of Degen #3078,Grin,Kings Guard Armor - Other,Normal,Space Helmet - Silver,None,VR Headset - Other,Blue,Human,,,
3079,Knights of Degen #3079,Smile,Knights Armor - Silver,Normal,Cloak - Other,Sword - Emerald,Heart Glasses,Red,Human,,,
3080,Knights of Degen #3080,Pizza,Leather Jacket,Normal,Knights Helmet - Silver,None,Brown,Green,Human,,,
3081,Knights of Degen #3081,Deadass,Kings Armor - Silver,Normal,Cloak - Gold,None,Bloodshot,Green,Human,,Mustache - Other,
3082,Knights of Degen #3082,Grin,Chainmail - Silver,Normal,Space Helmet - Gold,Beer,Brown,Teal,Human,,,
3083,Knights of Degen #3083,Deadass,Knights Armor - Silver,Normal,Fedora - Other,Sword - Silver,3D Glasses,Green,Human,,Beard - Other,
3084,Knights of Degen #3084,Pizza,Knights Armor - Silver,Nose Ring,Valkyrie Helmet - Other,None,Wink,Purple,Human,,,
3085,Knights of Degen #3085,Cigar,Referee,Normal,Knights Helmet - Other,None,Normal,Yellow,Robot,,,
3086,Knights of Degen #3086,Smile,Knights Armor - Other,Nose Ring,Crown - Silver,Phone,3D Glasses,Yellow,Human,,,
3087,Knights of Degen #3087,Smile,Suit - Other,Normal,Headphones On - Other,None,Wink,Red,Human,Legendary,,
3088,Knights of Degen #3088,Smile,Emperors Armor - Silver,Normal,Spartan Helmet - Silver,Sword - Ruby,Normal,Blue,Alien,,,
3089,Knights of Degen #3089,Grin,Leather Jacket,Normal,Guardian Helmet - Other,None,3D Glasses,Purple,Human,,,
3090,Knights of Degen #3090,Vape,Flannel Shirt,Normal,Space Helmet - Silver,None,Bloodshot,Teal,Human,,,
3091,Knights of Degen #3091,Smile,Torn Tee,Normal,Spartan Helmet - Silver,Cash,Blue,Yellow,Human,,,
3092,Knights of Degen #3092,Smile,Chainmail - Other,Normal,Cowboy Hat - Other,None,Wink,Pink,Human,,,
